left_pedal_smoothness,left_torque_effectiveness,power,right_pedal_smoothness,right_torque_effectiveness,timestamp,altitude,battery_soc,distance,enhanced_altitude,enhanced_speed,gps_accuracy,grade,position_lat,position_long,speed,cadence,temperature,left_right_balance,year,month,day,hour,wind_speed,wind_direction
26.5,96.0,460,29.5,98.5,2022-04-16 12:20:42,171.20000000000005,,2253.92,171.20000000000005,7.499,2.0,6.78,52.1497617,-86.2312978,7.499,101.0,7.0,48.0,2022,4,16,12,4.17,134.0
26.5,96.0,481,29.5,98.5,2022-04-16 12:20:43,171.79999999999995,,2261.32,171.79999999999995,7.645,2.0,6.57,52.1498358,-86.2312586,7.645,99.0,7.0,48.0,2022,4,16,12,4.17,134.0
26.5,96.0,472,29.5,98.5,2022-04-16 12:20:44,172.20000000000005,,2268.84,172.20000000000005,7.305,2.0,6.46,52.1499105,-86.2312163,7.305,98.0,7.0,48.0,2022,4,16,12,4.17,134.0
26.5,96.0,459,29.5,98.5,2022-04-16 12:20:45,172.60000000000002,,2276.4,172.60000000000002,7.591,2.0,6.54,52.149986,-86.2311749,7.591,97.0,7.0,48.0,2022,4,16,12,4.17,134.0
26.5,96.0,468,29.5,98.5,2022-04-16 12:20:46,173.0,,2283.92,173.0,7.716,2.0,6.64,52.1500618,-86.2311368,7.716,96.0,7.0,48.0,2022,4,16,12,4.17,134.0
26.5,96.0,472,29.5,98.5,2022-04-16 12:20:47,173.60000000000002,,2291.59,173.60000000000002,7.431,2.0,6.47,52.1501384,-86.2310951,7.431,95.0,7.0,48.0,2022,4,16,12,4.17,134.0
26.5,96.5,461,30.5,98.5,2022-04-16 12:20:48,174.0,,2299.18,174.0,7.528,2.0,5.87,52.1502128,-86.231049,7.528,95.0,7.0,48.0,2022,4,16,12,4.17,134.0
26.5,96.5,451,31.5,99.0,2022-04-16 12:20:49,174.60000000000002,,2306.63,174.60000000000002,7.375,2.0,5.48,52.1502862,-86.2310055,7.375,95.0,7.0,48.0,2022,4,16,12,4.17,134.0
26.5,96.5,441,32.5,99.0,2022-04-16 12:20:50,175.0,,2314.0,175.0,7.614,2.0,5.54,52.1503595,-86.2309641,7.614,95.0,7.0,48.0,2022,4,16,12,4.17,134.0
27.0,97.0,430,33.5,99.0,2022-04-16 12:20:51,175.39999999999998,,2321.37,175.39999999999998,7.349,2.0,5.54,52.150433,-86.230924,7.349,95.0,7.0,48.0,2022,4,16,12,4.17,134.0
27.0,97.0,420,34.0,99.5,2022-04-16 12:20:52,175.60000000000002,,2328.68,175.60000000000002,7.222,2.0,5.52,52.1505047,-86.2308799,7.222,95.0,7.0,48.0,2022,4,16,12,4.17,134.0
27.0,97.5,410,35.0,99.5,2022-04-16 12:20:53,176.0,,2335.94,176.0,7.157,2.0,5.81,52.1505752,-86.2308338,7.157,95.0,7.0,48.0,2022,4,16,12,4.17,134.0
27.0,97.5,396,35.5,99.5,2022-04-16 12:20:54,176.39999999999998,,2343.21,176.39999999999998,7.321,2.0,5.93,52.1506466,-86.2307905,7.321,94.0,7.0,48.0,2022,4,16,12,4.17,134.0
27.0,97.5,391,35.5,99.5,2022-04-16 12:20:55,176.79999999999995,,2350.49,176.79999999999995,7.345,2.0,5.7,52.1507188,-86.2307494,7.345,93.0,7.0,49.0,2022,4,16,12,4.17,134.0
27.0,97.5,383,35.5,99.5,2022-04-16 12:20:56,177.20000000000005,,2358.02,177.20000000000005,7.388,2.0,5.51,52.1507931,-86.2307052,7.388,93.0,7.0,49.0,2022,4,16,12,4.17,134.0
26.5,95.0,368,34.0,98.5,2022-04-16 12:20:57,177.39999999999998,,2365.5,177.39999999999998,7.477,2.0,5.38,52.150867,-86.2306617,7.477,94.0,7.0,49.0,2022,4,16,12,4.17,134.0
25.0,90.5,355,30.5,96.5,2022-04-16 12:20:58,177.79999999999995,,2373.03,177.79999999999995,7.556,2.0,5.35,52.1509425,-86.2306219,7.556,95.0,7.0,48.0,2022,4,16,12,4.17,134.0
24.0,89.0,348,31.5,95.5,2022-04-16 12:20:59,178.0,,2380.49,178.0,7.576,2.0,5.1,52.1510173,-86.2305824,7.576,95.0,7.0,49.0,2022,4,16,12,4.17,134.0
23.0,88.0,338,32.5,94.5,2022-04-16 12:21:00,178.20000000000005,,2388.4,178.20000000000005,7.934,2.0,4.34,52.1510959,-86.230538,7.934,96.0,7.0,49.0,2022,4,16,12,4.17,134.0
21.5,87.0,304,32.5,94.5,2022-04-16 12:21:01,178.39999999999998,,2396.2,178.39999999999998,7.948,2.0,3.46,52.1511734,-86.2304942,7.948,97.0,7.0,47.0,2022,4,16,12,4.17,134.0
22.5,84.0,272,30.5,92.5,2022-04-16 12:21:02,178.60000000000002,,2404.12,178.60000000000002,7.935,2.0,2.91,52.1512516,-86.230448,7.935,98.0,7.0,47.0,2022,4,16,12,4.17,134.0
22.5,83.5,279,30.5,92.0,2022-04-16 12:21:03,179.0,,2411.75,179.0,7.923,2.0,2.57,52.1513266,-86.2304026,7.923,99.0,7.0,48.0,2022,4,16,12,4.17,134.0
21.5,82.5,268,30.0,91.5,2022-04-16 12:21:04,179.0,,2419.92,179.0,8.127,2.0,2.43,52.1514073,-86.2303555,8.127,100.0,7.0,48.0,2022,4,16,12,4.17,134.0
20.5,81.5,266,29.5,90.5,2022-04-16 12:21:05,179.20000000000005,,2428.06,179.20000000000005,8.163,2.0,2.56,52.1514881,-86.2303091,8.163,100.0,7.0,48.0,2022,4,16,12,4.17,134.0
18.5,76.0,251,28.0,85.0,2022-04-16 12:21:06,179.20000000000005,,2436.23,179.20000000000005,8.338,2.0,2.65,52.1515693,-86.2302635,8.338,102.0,7.0,48.0,2022,4,16,12,4.17,134.0
18.5,76.0,280,28.0,85.0,2022-04-16 12:21:07,179.20000000000005,,2444.53,179.20000000000005,8.34,2.0,2.38,52.1516516,-86.2302164,8.34,105.0,7.0,48.0,2022,4,16,12,4.17,134.0
21.5,81.0,294,25.0,80.0,2022-04-16 12:21:08,179.39999999999998,,2453.13,179.39999999999998,8.477,2.0,1.83,52.151737,-86.2301677,8.477,104.0,7.0,48.0,2022,4,16,12,4.17,134.0
23.5,85.0,312,23.0,76.5,2022-04-16 12:21:09,179.39999999999998,,2461.94,179.39999999999998,8.861,2.0,1.3,52.1518244,-86.2301179,8.861,99.0,7.0,52.0,2022,4,16,12,4.17,134.0
23.5,85.0,318,23.0,76.5,2022-04-16 12:21:10,179.39999999999998,,2470.71,179.39999999999998,8.877,2.0,0.77,52.1519109,-86.2300668,8.877,95.0,7.0,52.0,2022,4,16,12,4.17,134.0
23.5,85.0,311,23.0,76.5,2022-04-16 12:21:11,179.39999999999998,,2479.71,179.39999999999998,8.811,2.0,0.23,52.1519997,-86.2300144,8.811,94.0,7.0,46.0,2022,4,16,12,4.17,134.0
23.5,85.0,283,23.0,76.5,2022-04-16 12:21:12,179.39999999999998,,2488.68,179.39999999999998,9.123,2.0,0.0,52.1520886,-86.229963,9.123,98.0,7.0,46.0,2022,4,16,12,4.17,134.0
23.5,85.0,298,23.0,76.5,2022-04-16 12:21:13,179.39999999999998,,2497.68,179.39999999999998,9.172,2.0,0.0,52.1521778,-86.2299117,9.172,99.0,7.0,46.0,2022,4,16,12,4.17,134.0
22.5,82.0,294,28.5,86.5,2022-04-16 12:21:14,179.39999999999998,,2507.37,179.39999999999998,9.482,2.0,0.0,52.1522746,-86.2298593,9.482,100.0,7.0,46.0,2022,4,16,12,4.17,134.0
21.0,78.5,281,35.0,98.5,2022-04-16 12:21:15,179.60000000000002,,2516.99,179.60000000000002,9.623,2.0,0.0,52.152371,-86.2298081,9.623,101.0,7.0,46.0,2022,4,16,12,4.17,134.0
21.0,78.5,277,35.0,98.5,2022-04-16 12:21:16,179.60000000000002,,2526.66,179.60000000000002,9.751,2.0,0.0,52.1524674,-86.2297548,9.751,102.0,7.0,46.0,2022,4,16,12,4.17,134.0
21.0,78.5,282,35.0,98.5,2022-04-16 12:21:17,179.60000000000002,,2536.64,179.60000000000002,9.933,2.0,0.0,52.1525664,-86.2296983,9.933,103.0,7.0,46.0,2022,4,16,12,4.17,134.0
21.0,78.5,276,35.0,98.5,2022-04-16 12:21:18,179.60000000000002,,2546.67,179.60000000000002,9.81,2.0,0.0,52.1526662,-86.2296425,9.81,104.0,7.0,47.0,2022,4,16,12,4.17,134.0
21.0,78.5,266,34.5,97.5,2022-04-16 12:21:19,179.60000000000002,,2556.58,179.60000000000002,9.938,2.0,0.0,52.1527648,-86.2295872,9.938,105.0,7.0,48.0,2022,4,16,12,4.17,134.0
21.5,78.5,263,30.5,91.0,2022-04-16 12:21:20,179.39999999999998,,2566.94,179.39999999999998,10.062,2.0,0.0,52.1528675,-86.2295285,10.062,106.0,7.0,48.0,2022,4,16,12,4.17,134.0
22.0,79.0,259,26.5,85.0,2022-04-16 12:21:21,179.39999999999998,,2577.38,179.39999999999998,10.182,3.0,0.0,52.1529706,-86.2294678,10.182,107.0,7.0,49.0,2022,4,16,12,4.17,134.0
22.0,79.0,227,24.5,81.5,2022-04-16 12:21:22,179.20000000000005,,2587.46,179.20000000000005,10.375,3.0,-0.15,52.153072,-86.2294156,10.375,108.0,7.0,49.0,2022,4,16,12,4.17,134.0
22.0,79.0,206,24.5,81.5,2022-04-16 12:21:23,179.0,,2597.75,179.0,10.512,3.0,-0.6,52.1531742,-86.2293577,10.512,110.0,7.0,48.0,2022,4,16,12,4.17,134.0
22.0,79.0,192,24.5,81.5,2022-04-16 12:21:24,179.0,,2608.25,179.0,10.507,3.0,-0.89,52.1532792,-86.2293008,10.507,111.0,7.0,46.0,2022,4,16,12,4.17,134.0
22.0,79.0,180,24.5,81.5,2022-04-16 12:21:25,179.0,,2618.8,179.0,10.283,3.0,-0.85,52.1533858,-86.2292483,10.283,111.0,7.0,46.0,2022,4,16,12,4.17,134.0
22.0,79.0,297,24.5,81.5,2022-04-16 12:21:26,179.0,,2628.6,179.0,10.422,3.0,-0.69,52.1534811,-86.229187,10.422,103.0,7.0,46.0,2022,4,16,12,4.17,134.0
22.0,79.0,290,24.5,81.5,2022-04-16 12:21:27,178.79999999999995,,2639.1,178.79999999999995,10.562,3.0,-0.49,52.1535847,-86.2291255,10.562,101.0,7.0,46.0,2022,4,16,12,4.17,134.0
22.0,79.0,285,24.5,81.5,2022-04-16 12:21:28,178.79999999999995,,2649.92,178.79999999999995,10.498,3.0,-0.31,52.1536921,-86.2290641,10.498,101.0,7.0,46.0,2022,4,16,12,4.17,134.0
22.0,79.0,297,24.5,81.5,2022-04-16 12:21:29,178.79999999999995,,2661.21,178.79999999999995,10.854,3.0,-0.42,52.1538049,-86.2290035,10.854,101.0,7.0,46.0,2022,4,16,12,4.17,134.0
22.0,79.0,309,24.5,81.5,2022-04-16 12:21:30,178.60000000000002,,2672.29,178.60000000000002,10.856,3.0,-0.63,52.1539153,-86.2289422,10.856,101.0,7.0,45.0,2022,4,16,12,4.17,134.0
22.0,79.0,320,24.5,81.5,2022-04-16 12:21:31,178.60000000000002,,2682.54,178.60000000000002,10.866,3.0,-0.69,52.154017,-86.2288841,10.866,102.0,7.0,45.0,2022,4,16,12,4.17,134.0
22.0,79.0,296,24.5,81.5,2022-04-16 12:21:32,178.60000000000002,,2694.64,178.60000000000002,10.913,3.0,-0.68,52.1541371,-86.2288156,10.913,104.0,7.0,48.0,2022,4,16,12,4.17,134.0
21.5,79.0,293,25.5,82.5,2022-04-16 12:21:33,178.60000000000002,,2705.75,178.60000000000002,11.079,3.0,-0.47,52.1542454,-86.2287468,11.079,107.0,7.0,49.0,2022,4,16,12,4.17,134.0
22.0,79.5,282,28.0,84.5,2022-04-16 12:21:34,178.39999999999998,,2717.42,178.39999999999998,11.17,3.0,-0.25,52.1543626,-86.2286859,11.17,107.0,7.0,45.0,2022,4,16,12,4.17,134.0
26.0,80.5,317,26.5,82.5,2022-04-16 12:21:35,178.39999999999998,,2729.1,178.39999999999998,11.2,3.0,-0.37,52.1544791,-86.2286217,11.2,107.0,7.0,38.0,2022,4,16,12,4.17,134.0
24.5,82.5,329,27.0,85.5,2022-04-16 12:21:36,178.39999999999998,,2740.47,178.39999999999998,11.232,3.0,-0.45,52.1545925,-86.2285593,11.232,108.0,7.0,38.0,2022,4,16,12,4.17,134.0
24.0,87.0,323,28.0,87.5,2022-04-16 12:21:37,178.39999999999998,,2751.8,178.39999999999998,11.195,3.0,-0.17,52.154706,-86.228499,11.195,108.0,7.0,43.0,2022,4,16,12,4.17,134.0
25.5,91.0,345,28.5,87.5,2022-04-16 12:21:38,178.39999999999998,,2762.66,178.39999999999998,11.106,3.0,0.0,52.154813,-86.2284351,11.106,108.0,7.0,49.0,2022,4,16,12,4.17,134.0
25.5,90.0,369,29.0,87.5,2022-04-16 12:21:39,178.39999999999998,,2773.55,178.39999999999998,11.076,3.0,0.0,52.154922,-86.2283769,11.076,108.0,7.0,49.0,2022,4,16,12,4.17,134.0
26.5,86.0,345,30.5,89.0,2022-04-16 12:21:40,178.39999999999998,,2784.62,178.39999999999998,10.998,3.0,0.0,52.1550308,-86.2283108,10.998,107.0,7.0,50.0,2022,4,16,12,4.17,134.0
26.0,87.0,360,32.0,88.5,2022-04-16 12:21:41,178.60000000000002,,2795.64,178.60000000000002,10.957,3.0,0.0,52.1551389,-86.2282444,10.957,107.0,7.0,50.0,2022,4,16,12,4.17,134.0
27.5,90.5,362,31.5,89.0,2022-04-16 12:21:42,178.60000000000002,,2806.54,178.60000000000002,10.784,3.0,0.09,52.1552483,-86.2281868,10.784,106.0,7.0,49.0,2022,4,16,12,4.17,134.0
32.5,96.5,346,29.5,90.0,2022-04-16 12:21:43,178.60000000000002,,2816.59,178.60000000000002,10.798,3.0,0.39,52.1553494,-86.2281348,10.798,106.0,6.0,47.0,2022,4,16,12,4.17,134.0
30.0,93.0,344,33.0,94.5,2022-04-16 12:21:44,178.79999999999995,,2827.17,178.79999999999995,10.819,3.0,0.63,52.1554545,-86.2280755,10.819,105.0,6.0,47.0,2022,4,16,12,4.17,134.0
23.0,82.0,356,30.0,93.0,2022-04-16 12:21:45,178.79999999999995,,2837.45,178.79999999999995,10.775,3.0,0.66,52.1555573,-86.2280199,10.775,104.0,6.0,49.0,2022,4,16,12,4.17,134.0
22.5,81.5,366,30.0,93.0,2022-04-16 12:21:46,179.0,,2848.5,179.0,10.628,3.0,0.68,52.155667,-86.2279579,10.628,104.0,6.0,49.0,2022,4,16,12,4.17,134.0
24.5,85.0,360,30.0,92.5,2022-04-16 12:21:47,179.0,,2859.46,179.0,10.514,3.0,0.7,52.1557754,-86.2278945,10.514,104.0,6.0,50.0,2022,4,16,12,4.17,134.0
26.5,89.0,378,30.5,92.0,2022-04-16 12:21:48,179.0,,2869.99,179.0,10.638,3.0,0.64,52.1558783,-86.2278301,10.638,103.0,6.0,51.0,2022,4,16,12,4.17,134.0
26.5,89.5,413,30.5,92.0,2022-04-16 12:21:49,179.20000000000005,,2880.89,179.20000000000005,10.664,3.0,0.6,52.1559853,-86.2277646,10.664,103.0,6.0,49.0,2022,4,16,12,4.17,134.0
28.0,91.5,406,30.5,91.5,2022-04-16 12:21:50,179.39999999999998,,2891.37,179.39999999999998,10.686,3.0,0.68,52.1560874,-86.2276993,10.686,103.0,6.0,49.0,2022,4,16,12,4.17,134.0
29.0,93.0,400,30.0,91.0,2022-04-16 12:21:51,179.60000000000002,,2902.33,179.60000000000002,10.524,3.0,0.84,52.1561922,-86.2276255,10.524,103.0,6.0,48.0,2022,4,16,12,4.17,134.0
30.0,95.0,394,30.0,90.5,2022-04-16 12:21:52,179.60000000000002,,2912.64,179.60000000000002,10.531,3.0,1.01,52.1562935,-86.2275642,10.531,103.0,6.0,48.0,2022,4,16,12,4.17,134.0
31.0,97.0,387,30.0,90.0,2022-04-16 12:21:53,179.79999999999995,,2923.17,179.79999999999995,10.546,3.0,1.23,52.1563977,-86.2275035,10.546,103.0,6.0,48.0,2022,4,16,12,4.17,134.0
31.0,97.0,364,30.0,90.0,2022-04-16 12:21:54,180.0,,2933.89,180.0,10.562,3.0,1.51,52.1565018,-86.2274359,10.562,103.0,6.0,49.0,2022,4,16,12,4.17,134.0
31.0,97.0,359,30.0,90.0,2022-04-16 12:21:55,180.39999999999998,,2943.74,180.39999999999998,10.418,3.0,1.82,52.1565951,-86.2273673,10.418,103.0,6.0,49.0,2022,4,16,12,4.17,134.0
31.0,97.0,354,30.0,90.0,2022-04-16 12:21:56,180.39999999999998,,2954.24,180.39999999999998,10.32,3.0,2.01,52.1566975,-86.2273023,10.32,103.0,6.0,49.0,2022,4,16,12,4.17,134.0
29.5,95.0,370,31.0,91.5,2022-04-16 12:21:57,180.60000000000002,,2965.28,180.60000000000002,10.403,3.0,2.01,52.1568021,-86.2272256,10.403,102.0,6.0,49.0,2022,4,16,12,4.17,134.0
26.5,90.5,409,32.5,94.0,2022-04-16 12:21:58,180.79999999999995,,2976.2,180.79999999999995,10.295,3.0,2.02,52.1568992,-86.2271348,10.295,102.0,6.0,49.0,2022,4,16,12,4.17,134.0
30.0,93.0,355,34.0,95.5,2022-04-16 12:21:59,181.0,,2986.71,181.0,10.294,3.0,1.96,52.1569941,-86.2270508,10.294,101.0,6.0,49.0,2022,4,16,12,4.17,134.0
31.0,93.5,346,34.5,96.0,2022-04-16 12:22:00,181.0,,2997.1,181.0,10.204,3.0,1.6,52.1570926,-86.2269786,10.204,101.0,6.0,49.0,2022,4,16,12,4.17,134.0
31.0,93.5,348,34.5,96.0,2022-04-16 12:22:01,181.20000000000005,,3007.48,181.20000000000005,10.163,3.0,1.25,52.1571912,-86.2269068,10.163,101.0,6.0,50.0,2022,4,16,12,4.17,134.0
31.0,93.5,348,34.5,96.0,2022-04-16 12:22:02,181.20000000000005,,3018.14,181.20000000000005,10.055,3.0,1.13,52.1572887,-86.2268242,10.055,100.0,6.0,52.0,2022,4,16,12,4.17,134.0
31.0,93.5,342,34.5,96.0,2022-04-16 12:22:03,181.39999999999998,,3028.31,181.39999999999998,10.209,3.0,1.01,52.1573774,-86.2267365,10.209,100.0,6.0,51.0,2022,4,16,12,4.17,134.0
31.0,93.5,368,34.5,96.0,2022-04-16 12:22:04,181.39999999999998,,3038.63,181.39999999999998,10.1,3.0,0.84,52.1574615,-86.2266375,10.1,99.0,6.0,51.0,2022,4,16,12,4.17,134.0
31.0,93.5,293,34.5,96.0,2022-04-16 12:22:05,181.60000000000002,,3048.29,181.60000000000002,10.265,3.0,0.8,52.157524,-86.2265235,10.265,99.0,6.0,51.0,2022,4,16,12,4.17,134.0
22.0,80.0,381,32.5,92.5,2022-04-16 12:22:06,181.60000000000002,,3058.65,181.60000000000002,9.997,3.0,0.9,52.1575693,-86.2263839,9.997,99.0,6.0,51.0,2022,4,16,12,4.17,134.0
19.5,76.5,360,32.0,91.5,2022-04-16 12:22:07,181.79999999999995,,3068.53,181.79999999999995,9.79,3.0,0.96,52.1575922,-86.2262412,9.79,99.0,6.0,51.0,2022,4,16,12,4.17,134.0
21.0,81.0,326,30.5,90.0,2022-04-16 12:22:08,181.79999999999995,,3078.39,181.79999999999995,9.768,3.0,0.98,52.1576385,-86.2261102,9.768,99.0,6.0,51.0,2022,4,16,12,4.17,134.0
23.5,90.5,317,27.5,87.5,2022-04-16 12:22:09,182.0,,3088.06,182.0,9.689,3.0,1.13,52.1577018,-86.2259967,9.689,99.0,6.0,51.0,2022,4,16,12,4.17,134.0
20.5,77.0,228,27.5,87.5,2022-04-16 12:22:10,182.20000000000005,,3097.33,182.20000000000005,8.795,2.0,1.4,52.1577663,-86.2258923,8.795,98.0,6.0,43.0,2022,4,16,12,4.17,134.0
31.0,87.0,233,26.5,85.0,2022-04-16 12:22:11,182.39999999999998,,3105.97,182.39999999999998,8.746,2.0,1.52,52.1578125,-86.2257818,8.746,67.0,6.0,21.0,2022,4,16,12,4.17,134.0
33.5,89.5,327,26.5,84.5,2022-04-16 12:22:12,182.60000000000002,,3114.89,182.60000000000002,9.07,2.0,1.48,52.1578394,-86.2256551,9.07,58.0,6.0,15.0,2022,4,16,12,4.17,134.0
33.5,89.5,450,26.5,84.5,2022-04-16 12:22:13,182.60000000000002,,3123.95,182.60000000000002,8.926,2.0,1.53,52.1578528,-86.2255223,8.926,92.0,6.0,15.0,2022,4,16,12,4.17,134.0
26.5,90.0,390,29.5,98.0,2022-04-16 12:22:14,182.60000000000002,,3133.06,182.60000000000002,9.311,2.0,1.4,52.1578607,-86.2253878,9.311,101.0,6.0,49.0,2022,4,16,12,4.17,134.0
22.5,84.5,373,29.5,98.0,2022-04-16 12:22:15,182.60000000000002,,3142.51,182.60000000000002,9.297,2.0,1.04,52.1578687,-86.2252484,9.297,100.0,6.0,43.0,2022,4,16,12,4.17,134.0
21.5,83.0,354,30.5,97.5,2022-04-16 12:22:16,182.60000000000002,,3152.03,182.60000000000002,9.383,2.0,0.68,52.157877,-86.2251079,9.383,101.0,6.0,40.0,2022,4,16,12,4.17,134.0
22.5,84.5,338,31.5,96.5,2022-04-16 12:22:17,182.79999999999995,,3161.83,182.79999999999995,9.519,2.0,0.35,52.1578887,-86.2249638,9.519,102.0,6.0,40.0,2022,4,16,12,4.17,134.0
23.0,86.5,346,31.0,95.0,2022-04-16 12:22:18,183.0,,3171.45,183.0,9.541,2.0,0.49,52.1578966,-86.2248217,9.541,102.0,6.0,40.0,2022,4,16,12,4.17,134.0
25.5,95.0,392,28.0,89.0,2022-04-16 12:22:19,183.0,,3181.16,183.0,9.762,2.0,0.88,52.1579047,-86.2246785,9.762,102.0,6.0,40.0,2022,4,16,12,4.17,134.0
22.0,86.0,355,28.5,93.0,2022-04-16 12:22:20,183.0,,3191.04,183.0,9.488,2.0,0.99,52.1579148,-86.2245329,9.488,103.0,6.0,40.0,2022,4,16,12,4.17,134.0
21.0,82.5,305,29.0,95.0,2022-04-16 12:22:21,183.20000000000005,,3200.71,183.20000000000005,9.832,2.0,1.05,52.1579265,-86.2243905,9.832,104.0,6.0,42.0,2022,4,16,12,4.17,134.0
24.0,86.5,370,27.5,91.0,2022-04-16 12:22:22,183.39999999999998,,3210.67,183.39999999999998,9.979,2.0,1.24,52.1579367,-86.2242437,9.979,98.0,6.0,49.0,2022,4,16,12,4.17,134.0
28.0,92.0,369,25.0,85.5,2022-04-16 12:22:23,183.39999999999998,,3220.65,183.39999999999998,9.992,2.0,1.26,52.1579488,-86.224097,9.992,94.0,6.0,50.0,2022,4,16,12,4.17,134.0
28.0,92.0,381,25.0,85.5,2022-04-16 12:22:24,183.60000000000002,,3230.57,183.60000000000002,9.853,3.0,1.05,52.1579625,-86.2239514,9.853,95.0,6.0,47.0,2022,4,16,12,4.17,134.0
28.0,94.5,373,26.5,88.5,2022-04-16 12:22:25,183.79999999999995,,3240.7,183.79999999999995,9.897,3.0,0.99,52.1579765,-86.2238026,9.897,95.0,6.0,47.0,2022,4,16,12,4.17,134.0
27.5,96.5,364,27.5,91.5,2022-04-16 12:22:26,183.79999999999995,,3250.65,183.79999999999995,10.07,3.0,1.11,52.1579888,-86.2236564,10.07,95.0,6.0,47.0,2022,4,16,12,4.17,134.0
27.5,99.0,356,29.0,94.5,2022-04-16 12:22:27,184.0,,3260.41,184.0,10.101,3.0,1.1,52.1580054,-86.2235138,10.101,96.0,6.0,47.0,2022,4,16,12,4.17,134.0
24.0,91.0,381,32.0,94.5,2022-04-16 12:22:28,184.0,,3270.11,184.0,10.131,3.0,0.99,52.1580077,-86.2233702,10.131,97.0,6.0,47.0,2022,4,16,12,4.17,134.0
24.0,91.0,359,32.0,94.5,2022-04-16 12:22:29,184.0,,3280.48,184.0,10.145,3.0,1.02,52.1580137,-86.2232169,10.145,98.0,6.0,47.0,2022,4,16,12,4.17,134.0
24.0,91.0,316,32.0,94.5,2022-04-16 12:22:30,184.0,,3289.81,184.0,10.164,3.0,0.98,52.1580195,-86.2230789,10.164,99.0,6.0,47.0,2022,4,16,12,4.17,134.0
24.0,91.0,299,32.0,94.5,2022-04-16 12:22:31,184.0,,3301.68,184.0,10.293,3.0,0.68,52.1580259,-86.2229034,10.293,100.0,6.0,47.0,2022,4,16,12,4.17,134.0
24.0,91.0,297,32.0,94.5,2022-04-16 12:22:32,184.0,,3313.06,184.0,10.576,3.0,0.24,52.1580369,-86.2227358,10.576,100.0,6.0,47.0,2022,4,16,12,4.17,134.0
24.0,91.0,302,32.0,94.5,2022-04-16 12:22:33,184.0,,3324.21,184.0,10.338,3.0,0.0,52.1580584,-86.2225734,10.338,100.0,6.0,48.0,2022,4,16,12,4.17,134.0
24.0,91.0,294,32.0,94.5,2022-04-16 12:22:34,183.79999999999995,,3335.12,183.79999999999995,10.349,3.0,0.0,52.1580752,-86.2224136,10.349,101.0,6.0,50.0,2022,4,16,12,4.17,134.0
24.0,91.0,292,32.0,94.5,2022-04-16 12:22:35,183.79999999999995,,3346.26,183.79999999999995,10.689,3.0,-0.1,52.1580794,-86.2222487,10.689,101.0,6.0,51.0,2022,4,16,12,4.17,134.0
24.0,91.0,304,32.0,94.5,2022-04-16 12:22:36,183.60000000000002,,3356.75,183.60000000000002,10.522,3.0,-0.43,52.158088,-86.2220941,10.522,102.0,6.0,53.0,2022,4,16,12,4.17,134.0
27.0,92.5,333,28.5,88.5,2022-04-16 12:22:37,183.60000000000002,,3367.81,183.60000000000002,10.84,3.0,-0.64,52.1581098,-86.2219331,10.84,102.0,6.0,53.0,2022,4,16,12,4.17,134.0
29.0,93.5,303,26.5,85.0,2022-04-16 12:22:38,183.79999999999995,,3378.45,183.79999999999995,10.695,3.0,-0.56,52.1581233,-86.2217766,10.695,103.0,6.0,53.0,2022,4,16,12,4.17,134.0
29.0,93.5,239,26.5,85.0,2022-04-16 12:22:39,183.60000000000002,,3388.62,183.60000000000002,10.806,3.0,-0.24,52.1581343,-86.221627,10.806,103.0,6.0,52.0,2022,4,16,12,4.17,134.0
29.0,93.5,236,26.5,85.0,2022-04-16 12:22:40,183.39999999999998,,3399.11,183.39999999999998,10.951,3.0,0.0,52.1581549,-86.2214743,10.951,103.0,6.0,49.0,2022,4,16,12,4.17,134.0
29.0,93.0,224,26.5,85.0,2022-04-16 12:22:41,183.20000000000005,,3409.77,183.20000000000005,11.285,3.0,-0.16,52.1581608,-86.2213167,11.285,104.0,6.0,49.0,2022,4,16,12,4.17,134.0
24.0,82.5,219,24.0,79.0,2022-04-16 12:22:42,183.0,,3421.78,183.0,11.527,3.0,-0.69,52.1581699,-86.2211394,11.527,105.0,6.0,48.0,2022,4,16,12,4.17,134.0
19.5,71.5,215,21.5,73.0,2022-04-16 12:22:43,182.60000000000002,,3433.12,182.60000000000002,11.681,3.0,-1.34,52.1581875,-86.2209733,11.681,106.0,6.0,48.0,2022,4,16,12,4.17,134.0
16.0,64.0,229,20.0,69.0,2022-04-16 12:22:44,182.0,,3444.79,182.0,11.942,3.0,-2.18,52.1582033,-86.2208019,11.942,106.0,6.0,47.0,2022,4,16,12,4.17,134.0
16.0,64.5,265,20.5,69.5,2022-04-16 12:22:45,181.39999999999998,,3457.05,181.39999999999998,12.09,3.0,-3.16,52.1582186,-86.2206217,12.09,102.0,6.0,47.0,2022,4,16,12,4.17,134.0
19.0,74.0,229,26.5,83.5,2022-04-16 12:22:46,181.0,,3469.79,181.0,12.518,3.0,-3.85,52.1582478,-86.2204374,12.518,104.0,6.0,44.0,2022,4,16,12,4.17,134.0
19.5,73.5,229,26.5,83.5,2022-04-16 12:22:47,180.39999999999998,,3482.81,180.39999999999998,12.767,3.0,-4.34,52.1582707,-86.2202474,12.767,105.0,6.0,44.0,2022,4,16,12,4.17,134.0
19.0,71.5,235,24.5,78.0,2022-04-16 12:22:48,180.0,,3495.97,180.0,12.818,3.0,-4.54,52.1582833,-86.2200534,12.818,106.0,6.0,46.0,2022,4,16,12,4.17,134.0
