cadence,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,power,right_pedal_smoothness,right_torque_effectiveness,timestamp,battery_soc,temperature,distance,enhanced_speed,gps_accuracy,position_lat,position_long,speed,altitude,enhanced_altitude,grade,year,month,day,hour,wind_speed,wind_direction
82,15.5,,52.5,39,26.5,87.0,2022-04-15 18:54:49,,19.0,2486.64,6.8,3.0,50.5247782,-84.7754828,6.8,59.200000000000045,59.200000000000045,0.0,2022,4,15,18,3.29,200.0
81,13.5,,43.0,18,25.5,87.0,2022-04-15 18:54:50,,19.0,2493.73,6.746,3.0,50.5247577,-84.7753839,6.746,59.200000000000045,59.200000000000045,0.21,2022,4,15,18,3.29,200.0
0,11.5,,35.0,0,25.0,87.0,2022-04-15 18:54:51,,19.0,2500.45,6.536,3.0,50.5247365,-84.7752908,6.536,59.200000000000045,59.200000000000045,0.64,2022,4,15,18,3.29,200.0
0,11.5,,35.0,0,25.0,87.0,2022-04-15 18:54:52,,19.0,2506.91,6.27,3.0,50.5247176,-84.7752008,6.27,59.200000000000045,59.200000000000045,0.87,2022,4,15,18,3.29,200.0
0,11.5,,35.0,0,25.0,87.0,2022-04-15 18:54:53,,19.0,2512.91,5.929,3.0,50.5246986,-84.7751179,5.929,59.200000000000045,59.200000000000045,0.68,2022,4,15,18,3.29,200.0
0,11.5,,35.0,0,25.0,87.0,2022-04-15 18:54:54,,19.0,2518.41,5.677,3.0,50.5246749,-84.7750451,5.677,59.200000000000045,59.200000000000045,0.25,2022,4,15,18,3.29,200.0
0,11.5,,35.0,0,25.0,87.0,2022-04-15 18:54:55,,19.0,2523.77,5.683,3.0,50.5246498,-84.7749752,5.683,59.200000000000045,59.200000000000045,0.0,2022,4,15,18,3.29,200.0
0,11.5,,35.0,0,25.0,87.0,2022-04-15 18:54:56,,19.0,2528.97,5.334,3.0,50.5246266,-84.7749067,5.334,59.39999999999998,59.39999999999998,0.0,2022,4,15,18,3.29,200.0
0,11.5,,35.0,0,25.0,87.0,2022-04-15 18:54:57,,19.0,2533.3,4.047,3.0,50.5246053,-84.7748511,4.047,59.39999999999998,59.39999999999998,0.18,2022,4,15,18,3.29,200.0
0,11.5,,35.0,0,25.0,87.0,2022-04-15 18:54:58,,19.0,2536.37,2.564,3.0,50.5245915,-84.7748121,2.564,59.39999999999998,59.39999999999998,0.4,2022,4,15,18,3.29,200.0
0,11.5,,35.0,0,25.0,87.0,2022-04-15 18:54:59,,19.0,2538.44,1.869,3.0,50.5245915,-84.7747822,1.869,59.60000000000002,59.60000000000002,0.22,2022,4,15,18,3.29,200.0
0,11.5,,35.0,0,25.0,87.0,2022-04-15 18:55:00,,19.0,2540.12,1.679,3.0,50.5245896,-84.7747583,1.679,59.60000000000002,59.60000000000002,0.29,2022,4,15,18,3.29,200.0
0,11.5,,35.0,0,25.0,87.0,2022-04-15 18:55:01,,19.0,2541.59,1.639,3.0,50.5245831,-84.774739,1.639,59.60000000000002,59.60000000000002,0.92,2022,4,15,18,3.29,200.0
0,11.5,,35.0,0,25.0,87.0,2022-04-15 18:55:02,,19.0,2542.87,1.463,3.0,50.5245763,-84.774723,1.463,59.60000000000002,59.60000000000002,0.98,2022,4,15,18,3.29,200.0
0,11.5,,35.0,0,25.0,87.0,2022-04-15 18:55:03,,19.0,2543.8,1.284,3.0,50.5245717,-84.774711,1.284,59.60000000000002,59.60000000000002,0.34,2022,4,15,18,3.29,200.0
0,11.5,,35.0,0,25.0,87.0,2022-04-15 18:55:04,,19.0,2544.79,1.365,3.0,50.5245658,-84.7746992,1.365,59.60000000000002,59.60000000000002,0.0,2022,4,15,18,3.29,200.0
0,11.5,,35.0,0,25.0,87.0,2022-04-15 18:55:05,,19.0,2545.95,1.278,3.0,50.524564,-84.7746848,1.278,59.60000000000002,59.60000000000002,0.0,2022,4,15,18,3.29,200.0
0,11.5,,35.0,0,25.0,87.0,2022-04-15 18:55:06,,19.0,2547.5,1.158,3.0,50.5245647,-84.7746703,1.158,59.60000000000002,59.60000000000002,0.0,2022,4,15,18,3.29,200.0
0,11.5,18.0,35.0,0,25.0,87.0,2022-04-15 18:55:07,,19.0,2548.94,1.349,3.0,50.5245492,-84.7746695,1.349,59.60000000000002,59.60000000000002,0.0,2022,4,15,18,3.29,200.0
2,11.5,,35.0,0,25.0,87.0,2022-04-15 18:55:08,,19.0,2550.46,1.472,3.0,50.5245332,-84.7746723,1.472,59.60000000000002,59.60000000000002,0.0,2022,4,15,18,3.29,200.0
6,11.5,,35.0,18,25.0,87.0,2022-04-15 18:55:09,,19.0,2553.38,1.211,3.0,50.5245038,-84.7746867,1.211,59.60000000000002,59.60000000000002,0.0,2022,4,15,18,3.29,200.0
10,11.5,,35.0,10,25.0,87.0,2022-04-15 18:55:10,,19.0,2554.98,1.344,3.0,50.52449,-84.7746867,1.344,59.39999999999998,59.39999999999998,0.0,2022,4,15,18,3.29,200.0
14,11.5,,35.0,3,25.0,87.0,2022-04-15 18:55:11,,19.0,2555.65,1.04,3.0,50.5244946,-84.7746707,1.04,59.39999999999998,59.39999999999998,0.0,2022,4,15,18,3.29,200.0
0,19.0,,73.0,0,17.0,64.0,2022-04-15 18:55:34,,19.0,2557.47,1.391,1.0,50.5245685,-84.7745997,1.391,59.39999999999998,59.39999999999998,0.0,2022,4,15,18,3.29,200.0
0,19.0,,73.0,0,17.0,64.0,2022-04-15 18:55:35,,19.0,2562.38,1.903,1.0,50.5245895,-84.7745353,1.903,59.39999999999998,59.39999999999998,0.0,2022,4,15,18,3.29,200.0
0,21.0,,79.5,0,11.0,40.5,2022-04-15 18:55:36,,20.0,2564.73,2.529,2.0,50.5245901,-84.7745014,2.529,59.39999999999998,59.39999999999998,0.0,2022,4,15,18,3.29,200.0
0,23.0,72.0,87.0,0,4.0,15.0,2022-04-15 18:55:37,,20.0,2567.8,3.104,2.0,50.5245909,-84.774457,3.104,59.39999999999998,59.39999999999998,0.0,2022,4,15,18,3.29,200.0
10,24.5,64.0,91.0,327,0.0,0.0,2022-04-15 18:55:38,,20.0,2571.93,4.106,2.0,50.5245899,-84.7743973,4.106,59.200000000000045,59.200000000000045,0.0,2022,4,15,18,3.29,200.0
34,24.5,56.0,91.0,424,0.0,0.0,2022-04-15 18:55:39,,20.0,2577.12,4.781,2.0,50.5245975,-84.7743236,4.781,59.200000000000045,59.200000000000045,0.0,2022,4,15,18,3.29,200.0
65,24.5,55.0,91.0,419,0.0,0.0,2022-04-15 18:55:40,,20.0,2582.89,5.119,2.0,50.5246321,-84.7742606,5.119,59.39999999999998,59.39999999999998,0.0,2022,4,15,18,3.29,200.0
82,24.5,55.0,91.0,267,0.0,0.0,2022-04-15 18:55:41,,20.0,2590.22,6.024,3.0,50.5247041,-84.7742192,6.024,59.39999999999998,59.39999999999998,0.0,2022,4,15,18,3.29,200.0
86,24.5,40.0,91.0,156,0.0,0.0,2022-04-15 18:55:42,,20.0,2598.2,6.522,3.0,50.5247876,-84.7741931,6.522,59.39999999999998,59.39999999999998,0.0,2022,4,15,18,3.29,200.0
87,23.0,24.0,85.0,61,2.0,6.5,2022-04-15 18:55:43,,20.0,2605.92,6.491,3.0,50.5248667,-84.774163,6.491,59.200000000000045,59.200000000000045,0.0,2022,4,15,18,3.29,200.0
84,14.5,39.0,51.5,51,14.0,43.5,2022-04-15 18:55:44,,20.0,2612.93,6.179,3.0,50.5249334,-84.7741161,6.179,59.200000000000045,59.200000000000045,0.0,2022,4,15,18,3.29,200.0
81,7.5,51.0,23.5,41,23.0,73.0,2022-04-15 18:55:45,,20.0,2619.59,6.117,3.0,50.5249983,-84.7740755,6.117,59.200000000000045,59.200000000000045,0.0,2022,4,15,18,3.29,200.0
81,7.5,51.0,24.0,34,21.0,68.0,2022-04-15 18:55:46,,20.0,2626.42,6.07,3.0,50.5250662,-84.7740384,6.07,59.200000000000045,59.200000000000045,-0.2,2022,4,15,18,3.29,200.0
82,7.5,51.0,24.5,28,19.0,62.5,2022-04-15 18:55:47,,20.0,2633.06,6.042,3.0,50.5251314,-84.7739994,6.042,59.0,59.0,-0.44,2022,4,15,18,3.29,200.0
82,7.5,51.0,24.5,21,16.5,57.5,2022-04-15 18:55:48,,20.0,2640.11,6.443,3.0,50.5252026,-84.7739651,6.443,59.0,59.0,-0.24,2022,4,15,18,3.29,200.0
82,8.0,51.0,25.0,15,14.5,52.0,2022-04-15 18:55:49,,20.0,2647.57,7.281,3.0,50.5252804,-84.7739397,7.281,59.0,59.0,0.0,2022,4,15,18,3.29,200.0
82,8.0,51.0,25.5,8,12.5,47.0,2022-04-15 18:55:50,,20.0,2655.15,7.533,3.0,50.5253595,-84.7739143,7.533,59.0,59.0,0.0,2022,4,15,18,3.29,200.0
83,8.0,51.0,26.0,2,10.0,41.5,2022-04-15 18:55:51,,20.0,2661.52,6.665,3.0,50.525424,-84.7738839,6.665,59.0,59.0,0.0,2022,4,15,18,3.29,200.0
0,8.0,51.0,26.0,0,9.5,40.0,2022-04-15 18:55:52,,20.0,2667.2,5.933,3.0,50.5254793,-84.7738497,5.933,59.200000000000045,59.200000000000045,0.0,2022,4,15,18,3.29,200.0
0,8.0,51.0,26.0,0,9.5,40.0,2022-04-15 18:55:53,,20.0,2672.46,5.409,3.0,50.5255282,-84.7738115,5.409,59.200000000000045,59.200000000000045,0.0,2022,4,15,18,3.29,200.0
0,8.0,51.0,26.0,0,9.5,40.0,2022-04-15 18:55:54,,20.0,2676.94,4.893,3.0,50.5255697,-84.7737787,4.893,59.200000000000045,59.200000000000045,0.0,2022,4,15,18,3.29,200.0
0,8.0,51.0,26.0,0,9.5,40.0,2022-04-15 18:55:55,,20.0,2680.8,4.443,3.0,50.5256017,-84.7737441,4.443,59.200000000000045,59.200000000000045,0.0,2022,4,15,18,3.29,200.0
0,8.0,51.0,26.0,0,9.5,40.0,2022-04-15 18:55:56,,20.0,2685.88,4.455,3.0,50.5256265,-84.7736798,4.455,59.200000000000045,59.200000000000045,0.0,2022,4,15,18,3.29,200.0
0,8.0,51.0,26.0,0,9.5,40.0,2022-04-15 18:55:57,,20.0,2691.17,5.086,3.0,50.5256547,-84.7736319,5.086,59.0,59.0,0.0,2022,4,15,18,3.29,200.0
0,8.0,51.0,26.0,0,9.5,40.0,2022-04-15 18:55:58,,20.0,2697.65,6.143,3.0,50.5257241,-84.7736257,6.143,59.0,59.0,0.0,2022,4,15,18,3.29,200.0
0,8.0,51.0,26.0,0,9.5,40.0,2022-04-15 18:55:59,,20.0,2702.68,5.244,3.0,50.5257754,-84.773609,5.244,59.0,59.0,0.0,2022,4,15,18,3.29,200.0
0,8.0,51.0,26.0,0,9.5,40.0,2022-04-15 18:56:00,,20.0,2705.24,3.251,3.0,50.5257965,-84.7735852,3.251,59.0,59.0,0.0,2022,4,15,18,3.29,200.0
0,8.0,51.0,26.0,0,9.5,40.0,2022-04-15 18:56:01,,20.0,2707.63,2.61,3.0,50.5258164,-84.7735634,2.61,59.0,59.0,0.0,2022,4,15,18,3.29,200.0
4,6.5,45.0,22.0,0,9.5,40.5,2022-04-15 18:56:02,,20.0,2710.28,2.631,3.0,50.525837,-84.7735369,2.631,59.0,59.0,0.0,2022,4,15,18,3.29,200.0
10,4.5,37.0,16.5,35,10.0,42.0,2022-04-15 18:56:03,,20.0,2713.14,2.828,3.0,50.5258578,-84.7735068,2.828,59.0,59.0,0.0,2022,4,15,18,3.29,200.0
16,2.5,29.0,11.0,18,10.0,43.0,2022-04-15 18:56:04,,20.0,2716.22,3.065,3.0,50.5258774,-84.7734708,3.065,59.200000000000045,59.200000000000045,0.0,2022,4,15,18,3.29,200.0
22,0.5,21.0,5.5,1,10.5,44.0,2022-04-15 18:56:05,,20.0,2719.1,2.849,3.0,50.525895,-84.7734368,2.849,59.200000000000045,59.200000000000045,0.0,2022,4,15,18,3.29,200.0
0,0.5,13.0,5.0,0,10.5,44.0,2022-04-15 18:56:06,,20.0,2721.25,2.33,4.0,50.5259067,-84.7734108,2.33,59.200000000000045,59.200000000000045,0.0,2022,4,15,18,3.29,200.0
0,0.5,5.0,5.0,0,10.5,44.0,2022-04-15 18:56:07,,20.0,2723.41,2.218,4.0,50.5259265,-84.7733972,2.218,59.200000000000045,59.200000000000045,0.0,2022,4,15,18,3.29,200.0
3,0.5,5.0,5.0,0,10.5,44.0,2022-04-15 18:56:08,,20.0,2725.37,1.878,4.0,50.5259514,-84.7733944,1.878,59.200000000000045,59.200000000000045,0.0,2022,4,15,18,3.29,200.0
6,0.5,5.0,5.0,8,10.5,44.0,2022-04-15 18:56:09,,20.0,2725.37,0.0,4.0,50.525964,-84.7733925,0.0,59.200000000000045,59.200000000000045,0.0,2022,4,15,18,3.29,200.0
9,0.5,5.0,5.0,5,10.5,44.0,2022-04-15 18:56:10,,20.0,2725.37,0.0,4.0,50.5259694,-84.7733884,0.0,59.200000000000045,59.200000000000045,0.0,2022,4,15,18,3.29,200.0
11,0.5,5.0,5.0,2,10.5,44.0,2022-04-15 18:56:11,,20.0,2725.37,0.0,4.0,50.5259713,-84.7733717,0.0,59.200000000000045,59.200000000000045,0.0,2022,4,15,18,3.29,200.0
0,0.5,5.0,5.0,0,10.5,44.0,2022-04-15 18:56:12,,20.0,2726.42,1.005,4.0,50.525984,-84.7733249,1.005,59.200000000000045,59.200000000000045,0.0,2022,4,15,18,3.29,200.0
0,0.5,5.0,5.0,0,10.5,44.0,2022-04-15 18:56:13,,20.0,2729.78,3.275,4.0,50.5260117,-84.7732938,3.275,59.200000000000045,59.200000000000045,0.0,2022,4,15,18,3.29,200.0
0,0.5,5.0,5.0,0,10.5,44.0,2022-04-15 18:56:14,,20.0,2733.53,3.637,4.0,50.5260449,-84.7732635,3.637,59.200000000000045,59.200000000000045,0.0,2022,4,15,18,3.29,200.0
36,0.5,5.0,5.0,396,10.5,44.0,2022-04-15 18:56:15,,20.0,2738.32,4.495,4.0,50.5260916,-84.7732353,4.495,59.200000000000045,59.200000000000045,0.0,2022,4,15,18,3.29,200.0
46,7.0,16.0,25.0,424,14.5,55.0,2022-04-15 18:56:16,,20.0,2743.34,4.867,4.0,50.5261438,-84.7732171,4.867,59.0,59.0,0.0,2022,4,15,18,3.29,200.0
50,15.5,31.0,53.0,430,19.5,70.5,2022-04-15 18:56:17,,20.0,2748.86,5.344,4.0,50.5262017,-84.7732004,5.344,59.0,59.0,0.0,2022,4,15,18,3.29,200.0
54,24.5,47.0,81.0,436,25.0,85.5,2022-04-15 18:56:18,,20.0,2755.42,6.28,4.0,50.5262692,-84.7731732,6.28,58.799999999999955,58.799999999999955,-0.43,2022,4,15,18,3.29,200.0
67,27.0,51.0,89.0,227,26.5,90.0,2022-04-15 18:56:19,,20.0,2762.96,7.208,4.0,50.5263449,-84.7731348,7.208,58.799999999999955,58.799999999999955,-1.43,2022,4,15,18,3.29,200.0
70,25.5,45.0,86.5,138,25.0,86.5,2022-04-15 18:56:20,,20.0,2768.94,6.314,4.0,50.5264031,-84.7730984,6.314,58.799999999999955,58.799999999999955,-1.86,2022,4,15,18,3.29,200.0
69,24.0,37.0,83.0,129,23.0,81.5,2022-04-15 18:56:21,,20.0,2774.57,5.815,4.0,50.5264576,-84.7730657,5.815,58.799999999999955,58.799999999999955,-1.28,2022,4,15,18,3.29,200.0
67,22.0,29.0,79.5,120,21.0,76.5,2022-04-15 18:56:22,,20.0,2781.4,6.573,4.0,50.5265294,-84.7730455,6.573,59.0,59.0,-0.41,2022,4,15,18,3.29,200.0
65,20.5,21.0,76.0,112,19.0,71.0,2022-04-15 18:56:23,,21.0,2786.45,5.426,4.0,50.5265823,-84.7730302,5.426,59.0,59.0,0.15,2022,4,15,18,3.29,200.0
63,18.5,12.0,73.0,103,17.0,66.0,2022-04-15 18:56:24,,21.0,2789.82,3.532,4.0,50.5266167,-84.7730151,3.532,59.200000000000045,59.200000000000045,0.63,2022,4,15,18,3.29,200.0
62,17.0,4.0,69.5,95,15.0,61.0,2022-04-15 18:56:25,,21.0,2793.0,2.54,4.0,50.5266489,-84.7729996,2.54,59.200000000000045,59.200000000000045,1.18,2022,4,15,18,3.29,200.0
40,15.0,0.0,67.5,91,10.0,48.5,2022-04-15 18:56:26,,21.0,2796.08,2.764,4.0,50.5266809,-84.7729884,2.764,59.200000000000045,59.200000000000045,1.48,2022,4,15,18,3.29,200.0
18,16.5,14.0,73.0,97,7.0,37.5,2022-04-15 18:56:27,,21.0,2800.13,2.91,4.0,50.5267175,-84.7729677,2.91,59.39999999999998,59.39999999999998,1.46,2022,4,15,18,3.29,200.0
20,21.5,42.0,83.0,106,8.5,38.0,2022-04-15 18:56:28,,21.0,2802.47,2.012,4.0,50.5267236,-84.772935,2.012,59.39999999999998,59.39999999999998,1.39,2022,4,15,18,3.29,200.0
22,27.0,70.0,93.0,115,10.0,38.0,2022-04-15 18:56:29,,21.0,2804.54,1.905,4.0,50.5267219,-84.7729058,1.905,59.39999999999998,59.39999999999998,1.54,2022,4,15,18,3.29,200.0
36,25.0,60.0,93.5,81,23.0,78.0,2022-04-15 18:56:30,,21.0,2806.76,2.161,4.0,50.5267176,-84.7728764,2.161,59.39999999999998,59.39999999999998,1.82,2022,4,15,18,3.29,200.0
40,22.0,53.0,87.0,58,26.5,89.0,2022-04-15 18:56:31,,21.0,2808.32,1.6,4.0,50.5267297,-84.7728624,1.6,59.60000000000002,59.60000000000002,1.97,2022,4,15,18,3.29,200.0
40,19.0,47.0,78.0,39,26.5,89.0,2022-04-15 18:56:32,,21.0,2810.54,2.101,4.0,50.5267522,-84.7728519,2.101,59.60000000000002,59.60000000000002,1.96,2022,4,15,18,3.29,200.0
40,16.0,41.0,69.5,19,26.5,89.0,2022-04-15 18:56:33,,21.0,2812.19,1.587,4.0,50.5267736,-84.7728418,1.587,59.60000000000002,59.60000000000002,2.03,2022,4,15,18,3.29,200.0
40,13.0,36.0,60.5,0,26.5,89.0,2022-04-15 18:56:34,,21.0,2812.19,0.0,4.0,50.526792,-84.7728401,0.0,59.799999999999955,59.799999999999955,2.43,2022,4,15,18,3.29,200.0
2,15.0,,64.5,0,25.5,87.0,2022-04-15 18:56:35,,21.0,2812.19,0.0,4.0,50.5268085,-84.7728444,0.0,60.0,60.0,2.3,2022,4,15,18,3.29,200.0
5,17.5,,69.5,0,24.5,84.0,2022-04-15 18:56:36,,21.0,2812.19,0.0,4.0,50.5268085,-84.7728416,0.0,60.0,60.0,0.92,2022,4,15,18,3.29,200.0
7,20.0,,74.5,7,23.5,81.0,2022-04-15 18:56:37,,21.0,2812.19,0.0,4.0,50.5268085,-84.7728416,0.0,60.200000000000045,60.200000000000045,0.0,2022,4,15,18,3.29,200.0
10,23.0,,80.0,4,22.0,78.0,2022-04-15 18:56:38,,21.0,2812.19,0.0,4.0,50.5268085,-84.7728416,0.0,60.200000000000045,60.200000000000045,0.0,2022,4,15,18,3.29,200.0
13,25.5,,85.0,0,21.0,75.0,2022-04-15 18:56:39,,21.0,2812.19,0.0,4.0,50.5268085,-84.7728416,0.0,60.200000000000045,60.200000000000045,0.0,2022,4,15,18,3.29,200.0
0,25.5,,85.0,0,21.0,75.0,2022-04-15 18:56:40,,21.0,2812.19,0.0,3.0,50.5268085,-84.7728416,0.0,60.200000000000045,60.200000000000045,0.0,2022,4,15,18,3.29,200.0
0,25.5,,85.0,0,21.0,75.0,2022-04-15 18:56:41,,21.0,2812.19,0.0,3.0,50.5268085,-84.7728416,0.0,60.200000000000045,60.200000000000045,0.0,2022,4,15,18,3.29,200.0
0,25.5,,85.0,0,21.0,75.0,2022-04-15 18:56:42,,21.0,2812.19,0.0,3.0,50.5268085,-84.7728416,0.0,60.39999999999998,60.39999999999998,0.0,2022,4,15,18,3.29,200.0
0,25.5,,85.0,0,21.0,75.0,2022-04-15 18:56:43,,21.0,2812.19,0.0,3.0,50.5268085,-84.7728416,0.0,60.799999999999955,60.799999999999955,0.0,2022,4,15,18,3.29,200.0
