distance,enhanced_speed,gps_accuracy,position_lat,position_long,speed,timestamp,battery_soc,cadence,calories,left_pedal_smoothness,left_torque_effectiveness,power,right_pedal_smoothness,right_torque_effectiveness,temperature,left_right_balance,altitude,enhanced_altitude,ascent,descent,grade,year,month,day,hour,wind_speed,wind_direction
1960.49,9.832,2,50.5139702,-84.812733,9.832,2023-05-26 21:54:39,,80.0,58.0,24.5,96.5,295.0,1.0,5.0,16.0,61.0,3.1999999999999886,3.1999999999999886,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
1970.66,9.862,2,50.5139161,-84.8128599,9.862,2023-05-26 21:54:40,,80.0,58.0,29.5,97.5,284.0,30.0,79.5,16.0,67.0,3.1999999999999886,3.1999999999999886,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
1980.58,9.841,2,50.5138665,-84.8129871,9.841,2023-05-26 21:54:41,,80.0,58.0,29.5,93.0,252.0,30.0,94.5,16.0,74.0,3.3999999999999773,3.3999999999999773,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
1990.47,9.632,2,50.513821,-84.8131138,9.632,2023-05-26 21:54:42,,73.0,58.0,24.5,79.5,203.0,24.0,88.0,16.0,80.0,3.3999999999999773,3.3999999999999773,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
2000.22,9.237,2,50.513771,-84.813241,9.237,2023-05-26 21:54:43,,48.0,58.0,19.5,68.0,148.0,22.0,80.5,16.0,87.0,3.6000000000000227,3.6000000000000227,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
2009.73,8.896,2,50.5137255,-84.81336,8.896,2023-05-26 21:54:44,,35.0,58.0,24.5,85.5,128.0,19.0,67.5,16.0,93.0,3.8000000000000114,3.8000000000000114,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
2018.9,8.773,2,50.5136811,-84.8134841,8.773,2023-05-26 21:54:45,,23.0,58.0,25.5,84.0,109.0,15.5,64.0,16.0,100.0,4.0,4.0,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
2028.26,8.715,2,50.5136349,-84.8136042,8.715,2023-05-26 21:54:46,,10.0,58.0,26.5,82.5,89.0,12.0,60.5,16.0,96.0,4.0,4.0,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
2036.97,8.422,2,50.5135946,-84.8137123,8.422,2023-05-26 21:54:47,,0.0,58.0,27.5,81.0,0.0,8.0,57.0,16.0,92.0,4.0,4.0,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
2046.21,8.577,2,50.5135526,-84.8138326,8.577,2023-05-26 21:54:48,,23.0,59.0,28.5,80.0,21.0,4.5,54.0,16.0,88.0,4.0,4.0,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
2055.1,8.465,2,50.5135073,-84.8139506,8.465,2023-05-26 21:54:49,,48.0,59.0,29.5,78.5,58.0,1.0,50.5,16.0,84.0,4.0,4.0,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
2063.8,8.297,2,50.5134662,-84.81406,8.297,2023-05-26 21:54:50,,63.0,59.0,27.0,76.0,78.0,3.5,47.0,16.0,80.0,4.0,4.0,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
2072.61,8.324,2,50.5134203,-84.8141772,8.324,2023-05-26 21:54:51,,72.0,59.0,24.0,74.0,83.0,8.0,43.5,16.0,76.0,4.0,4.0,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
2081.36,8.283,2,50.5133699,-84.814278,8.283,2023-05-26 21:54:52,,81.0,59.0,20.0,65.0,88.0,13.0,47.5,16.0,70.0,4.199999999999989,4.199999999999989,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
2090.09,7.902,2,50.5133152,-84.8143846,7.902,2023-05-26 21:54:53,,59.0,59.0,,,87.0,,,16.0,61.0,4.199999999999989,4.199999999999989,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
2097.32,5.924,2,50.5132616,-84.8144554,5.924,2023-05-26 21:54:54,,38.0,59.0,,,86.0,,,16.0,,4.199999999999989,4.199999999999989,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
2101.98,5.378,2,50.5132214,-84.8144989,5.378,2023-05-26 21:54:55,,16.0,59.0,,,85.0,,,16.0,,4.399999999999977,4.399999999999977,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
2105.18,3.746,2,50.5131902,-84.8145158,3.746,2023-05-26 21:54:56,,0.0,59.0,,,0.0,,,16.0,,4.399999999999977,4.399999999999977,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
2107.17,2.433,2,50.5131681,-84.8145158,2.433,2023-05-26 21:54:57,,0.0,59.0,,,0.0,,,16.0,,4.600000000000023,4.600000000000023,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
2108.42,1.552,2,50.5131549,-84.8145158,1.552,2023-05-26 21:54:58,,0.0,59.0,,,0.0,,,16.0,,4.600000000000023,4.600000000000023,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
2109.28,1.029,2,50.5131456,-84.8145164,1.029,2023-05-26 21:54:59,,0.0,59.0,,,0.0,,,16.0,,4.800000000000011,4.800000000000011,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
2110.12,0.894,2,50.5131369,-84.8145255,0.894,2023-05-26 21:55:00,,0.0,59.0,,,0.0,,,16.0,,4.800000000000011,4.800000000000011,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
2110.95,0.841,2,50.5131327,-84.814534,0.841,2023-05-26 21:55:01,,0.0,59.0,,,0.0,,,16.0,,4.800000000000011,4.800000000000011,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
2111.16,3.8,1,50.5130762,-84.81455,3.8,2023-05-26 21:55:21,,0.0,59.0,,,0.0,,,16.0,,4.800000000000011,4.800000000000011,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
2113.89,2.997,1,50.5130538,-84.814522,2.997,2023-05-26 21:55:22,,0.0,59.0,,,0.0,,,16.0,,4.800000000000011,4.800000000000011,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
2116.83,2.978,1,50.5130359,-84.8144866,2.978,2023-05-26 21:55:23,,0.0,59.0,,,0.0,,,16.0,,4.600000000000023,4.600000000000023,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
2119.64,2.869,1,50.513018,-84.8144595,2.869,2023-05-26 21:55:24,,31.0,59.0,,,35.0,,,16.0,70.0,4.600000000000023,4.600000000000023,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
2124.09,4.04,2,50.5129893,-84.8144043,4.04,2023-05-26 21:55:25,,53.0,59.0,33.0,99.5,101.0,36.0,99.5,16.0,68.0,4.600000000000023,4.600000000000023,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
2128.81,4.539,2,50.5129512,-84.8143675,4.539,2023-05-26 21:55:26,,67.0,59.0,31.5,99.0,187.0,34.5,99.5,16.0,65.0,4.399999999999977,4.399999999999977,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
2134.21,5.175,2,50.512897,-84.8143314,5.175,2023-05-26 21:55:27,,76.0,60.0,30.0,98.5,288.0,33.0,99.0,16.0,57.0,4.199999999999989,4.199999999999989,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
2140.07,5.72,2,50.5128419,-84.8142956,5.72,2023-05-26 21:55:28,,81.0,60.0,28.0,95.5,295.0,31.0,97.5,16.0,59.0,4.199999999999989,4.199999999999989,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
2146.26,6.046,2,50.5127775,-84.8142673,6.046,2023-05-26 21:55:29,,81.0,60.0,26.5,92.5,289.0,29.5,95.5,16.0,58.0,4.199999999999989,4.199999999999989,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
2152.76,6.397,2,50.512714,-84.8142313,6.397,2023-05-26 21:55:30,,81.0,61.0,25.0,89.0,290.0,27.5,93.5,16.0,56.0,4.199999999999989,4.199999999999989,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
2159.87,6.925,2,50.5126409,-84.8141946,6.925,2023-05-26 21:55:31,,84.0,61.0,23.5,85.5,307.0,26.0,91.5,16.0,55.0,4.0,4.0,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
2166.69,6.904,2,50.5125737,-84.8141588,6.904,2023-05-26 21:55:32,,87.0,61.0,22.0,82.0,268.0,24.0,89.5,16.0,53.0,3.8000000000000114,3.8000000000000114,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
2173.64,6.952,2,50.5125052,-84.8141217,6.952,2023-05-26 21:55:33,,88.0,61.0,20.0,78.5,229.0,22.5,87.5,16.0,58.0,3.8000000000000114,3.8000000000000114,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
2180.67,6.931,2,50.5124357,-84.8140763,6.931,2023-05-26 21:55:34,,88.0,62.0,21.0,78.5,199.0,21.5,86.0,16.0,60.0,3.6000000000000227,3.6000000000000227,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
2187.84,6.939,2,50.5123628,-84.8140398,6.939,2023-05-26 21:55:35,,85.0,62.0,23.0,81.5,204.0,21.5,85.5,16.0,61.0,3.6000000000000227,3.6000000000000227,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
2194.94,6.74,2,50.5122901,-84.8140035,6.74,2023-05-26 21:55:36,,80.0,62.0,25.5,84.5,217.0,21.5,85.0,16.0,61.0,3.3999999999999773,3.3999999999999773,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
2202.2,7.082,2,50.5122171,-84.8139678,7.082,2023-05-26 21:55:37,,78.0,62.0,27.0,88.5,243.0,24.0,88.0,16.0,61.0,3.3999999999999773,3.3999999999999773,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
2209.79,7.388,2,50.5121411,-84.8139404,7.388,2023-05-26 21:55:38,,79.0,62.0,29.0,92.0,263.0,26.5,91.0,16.0,61.0,3.3999999999999773,3.3999999999999773,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
2217.2,6.983,2,50.5120667,-84.8139027,6.983,2023-05-26 21:55:39,,81.0,63.0,30.5,95.5,277.0,29.5,93.5,16.0,58.0,3.3999999999999773,3.3999999999999773,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
2224.56,7.427,2,50.5119907,-84.8138577,7.427,2023-05-26 21:55:40,,83.0,63.0,31.0,98.5,291.0,30.5,95.0,16.0,58.0,3.6000000000000227,3.6000000000000227,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
2232.09,7.285,2,50.5119222,-84.8138111,7.285,2023-05-26 21:55:41,,85.0,63.0,29.0,99.5,280.0,28.0,94.5,16.0,59.0,3.6000000000000227,3.6000000000000227,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
2239.09,7.114,3,50.5118584,-84.8137565,7.114,2023-05-26 21:55:42,,87.0,64.0,27.5,96.5,277.0,26.0,94.5,16.0,57.0,3.8000000000000114,3.8000000000000114,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
2246.22,7.084,3,50.5117942,-84.8137026,7.084,2023-05-26 21:55:43,,89.0,64.0,18.5,75.5,278.0,26.0,95.5,16.0,54.0,3.8000000000000114,3.8000000000000114,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
2253.38,7.037,3,50.5117214,-84.8136586,7.037,2023-05-26 21:55:44,,89.0,64.0,15.5,69.0,275.0,25.0,88.5,16.0,55.0,3.8000000000000114,3.8000000000000114,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
2261.89,8.016,3,50.511635,-84.8136314,8.016,2023-05-26 21:55:45,,89.0,64.0,18.5,76.5,221.0,22.0,75.5,16.0,57.0,3.8000000000000114,3.8000000000000114,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
2270.5,7.855,3,50.511543,-84.8136043,7.855,2023-05-26 21:55:46,,89.0,64.0,21.0,83.0,174.0,19.0,64.0,16.0,58.0,3.8000000000000114,3.8000000000000114,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
2278.28,7.296,3,50.5114594,-84.813587,7.296,2023-05-26 21:55:47,,88.0,65.0,19.0,70.0,152.0,22.5,74.0,16.0,59.0,3.8000000000000114,3.8000000000000114,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
2285.8,6.846,3,50.5113814,-84.8135772,6.846,2023-05-26 21:55:48,,87.0,65.0,18.0,63.5,138.0,21.0,70.5,16.0,59.0,3.8000000000000114,3.8000000000000114,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
2292.0,6.856,3,50.5113163,-84.8135595,6.856,2023-05-26 21:55:49,,85.0,65.0,15.5,56.0,127.0,18.0,65.0,16.0,60.0,3.8000000000000114,3.8000000000000114,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
2299.21,6.808,3,50.5112393,-84.8135522,6.808,2023-05-26 21:55:50,,82.0,65.0,13.5,50.5,106.0,15.5,62.5,16.0,60.0,3.6000000000000227,3.6000000000000227,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
2305.83,6.419,3,50.5111706,-84.8135709,6.419,2023-05-26 21:55:51,,63.0,65.0,14.5,53.0,101.0,14.5,65.5,16.0,60.0,3.3999999999999773,3.3999999999999773,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
2312.91,6.58,3,50.5110944,-84.813597,6.58,2023-05-26 21:55:52,,43.0,65.0,15.0,56.0,97.0,13.0,68.5,16.0,60.0,3.3999999999999773,3.3999999999999773,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
2319.3,5.963,3,50.5110255,-84.8136062,5.963,2023-05-26 21:55:53,,23.0,65.0,15.5,58.5,92.0,11.5,72.0,16.0,59.0,3.3999999999999773,3.3999999999999773,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
2325.66,5.743,3,50.5109571,-84.8136153,5.743,2023-05-26 21:55:54,,3.0,65.0,16.0,61.0,0.0,10.5,75.0,16.0,59.0,3.3999999999999773,3.3999999999999773,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
2331.76,5.161,3,50.5108943,-84.813625,5.161,2023-05-26 21:55:55,,0.0,65.0,16.5,64.0,0.0,9.0,78.0,16.0,59.0,3.3999999999999773,3.3999999999999773,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
2336.88,4.347,3,50.5108406,-84.8136445,4.347,2023-05-26 21:55:56,,0.0,65.0,17.5,66.5,0.0,8.0,81.0,16.0,59.0,3.6000000000000227,3.6000000000000227,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
2341.37,4.731,3,50.5108006,-84.8136805,4.731,2023-05-26 21:55:57,,0.0,65.0,18.0,69.0,0.0,6.5,84.0,16.0,58.0,3.8000000000000114,3.8000000000000114,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
2344.85,3.789,3,50.5107694,-84.813716,3.789,2023-05-26 21:55:58,,0.0,65.0,18.5,72.0,0.0,5.5,87.0,16.0,58.0,4.0,4.0,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
2346.98,2.537,3,50.5107518,-84.8137342,2.537,2023-05-26 21:55:59,,0.0,65.0,19.0,74.5,0.0,4.0,90.5,16.0,58.0,4.199999999999989,4.199999999999989,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
2348.65,1.91,3,50.5107423,-84.813752,1.91,2023-05-26 21:56:00,,0.0,65.0,19.5,77.0,0.0,3.0,93.5,16.0,58.0,4.199999999999989,4.199999999999989,4.0,5.0,0.0,2023,5,26,21,4.47,236.0
2351.51,2.62,3,50.5107187,-84.8137676,2.62,2023-05-26 21:56:01,,25.0,65.0,20.5,80.0,29.0,1.5,96.5,16.0,58.0,4.199999999999989,4.199999999999989,4.0,6.0,1.37,2023,5,26,21,4.47,236.0
2357.08,4.783,3,50.5106683,-84.8137232,4.783,2023-05-26 21:56:02,,47.0,65.0,21.0,82.5,77.0,0.0,99.5,16.0,57.0,4.199999999999989,4.199999999999989,4.0,6.0,2.5,2023,5,26,21,4.47,236.0
2360.27,3.599,3,50.5106365,-84.8137164,3.599,2023-05-26 21:56:03,,61.0,65.0,22.5,86.0,110.0,8.0,73.5,16.0,57.0,4.199999999999989,4.199999999999989,4.0,6.0,2.77,2023,5,26,21,4.47,236.0
2364.15,3.813,3,50.5105999,-84.8137456,3.813,2023-05-26 21:56:04,,60.0,65.0,21.5,78.0,110.0,14.5,54.0,16.0,51.0,4.399999999999977,4.399999999999977,4.0,6.0,2.7,2023,5,26,21,4.47,236.0
2369.2,4.756,3,50.5105641,-84.8138001,4.756,2023-05-26 21:56:05,,59.0,65.0,15.5,52.5,110.0,16.5,57.5,16.0,48.0,4.399999999999977,4.399999999999977,4.0,6.0,2.31,2023,5,26,21,4.47,236.0
2373.81,4.646,3,50.5105372,-84.8138544,4.646,2023-05-26 21:56:06,,59.0,66.0,16.5,53.0,110.0,15.5,55.5,16.0,53.0,4.399999999999977,4.399999999999977,4.0,6.0,1.75,2023,5,26,21,4.47,236.0
2378.28,4.509,3,50.5105147,-84.8139086,4.509,2023-05-26 21:56:07,,56.0,66.0,19.5,58.0,113.0,5.0,63.5,16.0,73.0,4.399999999999977,4.399999999999977,5.0,6.0,1.22,2023,5,26,21,4.47,236.0
2381.48,3.511,3,50.5104972,-84.8139541,3.511,2023-05-26 21:56:08,,52.0,66.0,22.5,69.0,123.0,6.0,73.0,16.0,92.0,4.399999999999977,4.399999999999977,5.0,6.0,0.84,2023,5,26,21,4.47,236.0
2384.49,3.14,3,50.5104927,-84.8139904,3.14,2023-05-26 21:56:09,,50.0,66.0,25.5,82.5,143.0,16.5,83.0,16.0,85.0,4.399999999999977,4.399999999999977,5.0,6.0,0.62,2023,5,26,21,4.47,236.0
2386.87,2.571,3,50.5104888,-84.8140268,2.571,2023-05-26 21:56:10,,60.0,66.0,27.5,94.5,160.0,26.0,91.0,16.0,67.0,4.399999999999977,4.399999999999977,5.0,6.0,0.22,2023,5,26,21,4.47,236.0
2389.48,2.591,3,50.5104933,-84.8140647,2.591,2023-05-26 21:56:11,,64.0,66.0,25.0,91.0,220.0,25.5,86.0,16.0,60.0,4.399999999999977,4.399999999999977,5.0,6.0,0.0,2023,5,26,21,4.47,236.0
2393.38,3.59,3,50.5104978,-84.8141197,3.59,2023-05-26 21:56:12,,72.0,67.0,29.0,93.0,220.0,20.0,68.0,16.0,53.0,4.399999999999977,4.399999999999977,5.0,6.0,0.0,2023,5,26,21,4.47,236.0
2398.58,4.79,3,50.5105024,-84.8141944,4.79,2023-05-26 21:56:13,,71.0,67.0,30.0,95.5,232.0,21.0,75.0,16.0,57.0,4.399999999999977,4.399999999999977,5.0,6.0,0.0,2023,5,26,21,4.47,236.0
2404.66,5.764,3,50.5105067,-84.8142856,5.764,2023-05-26 21:56:14,,58.0,67.0,29.0,96.5,234.0,25.5,92.0,16.0,57.0,4.399999999999977,4.399999999999977,5.0,6.0,0.0,2023,5,26,21,4.47,236.0
2410.73,5.975,3,50.5105054,-84.8143759,5.975,2023-05-26 21:56:15,,55.0,67.0,29.0,95.5,157.0,23.5,92.0,16.0,53.0,4.399999999999977,4.399999999999977,5.0,6.0,0.0,2023,5,26,21,4.47,236.0
2417.11,6.284,3,50.5104878,-84.8144592,6.284,2023-05-26 21:56:16,,78.0,67.0,23.5,79.5,147.0,3.0,99.0,16.0,48.0,4.199999999999989,4.199999999999989,5.0,6.0,0.0,2023,5,26,21,4.47,236.0
2423.77,6.555,3,50.510479,-84.8145583,6.555,2023-05-26 21:56:17,,79.0,68.0,19.0,63.0,146.0,0.0,100.0,16.0,44.0,4.199999999999989,4.199999999999989,5.0,6.0,0.0,2023,5,26,21,4.47,236.0
2429.79,6.139,3,50.5104741,-84.8146402,6.139,2023-05-26 21:56:18,,74.0,68.0,14.0,54.5,134.0,1.5,89.5,16.0,44.0,4.199999999999989,4.199999999999989,5.0,6.0,0.0,2023,5,26,21,4.47,236.0
2435.46,5.781,3,50.5104647,-84.8147222,5.781,2023-05-26 21:56:19,,55.0,68.0,9.5,50.5,120.0,4.5,72.0,16.0,53.0,4.0,4.0,5.0,6.0,0.0,2023,5,26,21,4.47,236.0
2440.83,5.503,3,50.5104491,-84.8147999,5.503,2023-05-26 21:56:20,,37.0,68.0,5.0,47.0,106.0,7.0,54.5,16.0,67.0,4.0,4.0,5.0,6.0,0.0,2023,5,26,21,4.47,236.0
2444.98,4.543,3,50.5104092,-84.8148274,4.543,2023-05-26 21:56:21,,29.0,68.0,0.5,43.5,48.0,9.5,37.0,16.0,81.0,3.8000000000000114,3.8000000000000114,5.0,6.0,0.0,2023,5,26,21,4.47,236.0
2449.98,4.825,3,50.5103666,-84.8148714,4.825,2023-05-26 21:56:22,,42.0,68.0,5.0,40.0,53.0,4.0,72.5,16.0,94.0,3.6000000000000227,3.6000000000000227,5.0,6.0,0.0,2023,5,26,21,4.47,236.0
2454.53,4.614,3,50.510317,-84.8148826,4.614,2023-05-26 21:56:23,,62.0,68.0,9.5,41.5,70.0,0.0,100.0,16.0,90.0,3.6000000000000227,3.6000000000000227,5.0,6.0,0.0,2023,5,26,21,4.47,236.0
2459.0,4.515,3,50.5102761,-84.8149196,4.515,2023-05-26 21:56:24,,60.0,68.0,12.5,54.0,85.0,1.0,93.5,16.0,83.0,3.8000000000000114,3.8000000000000114,5.0,6.0,0.0,2023,5,26,21,4.47,236.0
2464.28,5.093,3,50.5102366,-84.8149662,5.093,2023-05-26 21:56:25,,59.0,68.0,22.5,75.0,132.0,8.5,39.5,16.0,76.0,3.8000000000000114,3.8000000000000114,5.0,6.0,0.0,2023,5,26,21,4.47,236.0
2468.69,4.623,3,50.5102144,-84.8150289,4.623,2023-05-26 21:56:26,,60.0,68.0,32.0,92.0,188.0,7.0,25.5,16.0,72.0,3.8000000000000114,3.8000000000000114,5.0,6.0,0.0,2023,5,26,21,4.47,236.0
2473.69,4.902,3,50.5101972,-84.8150931,4.902,2023-05-26 21:56:27,,66.0,69.0,34.0,98.0,262.0,17.0,58.5,16.0,67.0,4.0,4.0,5.0,6.0,-0.33,2023,5,26,21,4.47,236.0
2477.81,4.285,3,50.5101965,-84.8151581,4.285,2023-05-26 21:56:28,,69.0,69.0,31.5,97.5,323.0,28.5,94.5,16.0,62.0,4.199999999999989,4.199999999999989,5.0,6.0,-0.19,2023,5,26,21,4.47,236.0
2483.08,5.006,3,50.5101878,-84.8152311,5.006,2023-05-26 21:56:29,,72.0,69.0,29.5,96.5,318.0,29.0,95.5,16.0,57.0,4.199999999999989,4.199999999999989,5.0,6.0,0.46,2023,5,26,21,4.47,236.0
2488.16,5.07,3,50.5101845,-84.8153039,5.07,2023-05-26 21:56:30,,74.0,70.0,27.5,95.0,242.0,29.5,96.0,16.0,53.0,4.399999999999977,4.399999999999977,5.0,6.0,1.1,2023,5,26,21,4.47,236.0
2493.21,5.056,3,50.5101991,-84.8153758,5.056,2023-05-26 21:56:31,,74.0,70.0,24.5,95.5,205.0,28.0,93.0,16.0,60.0,4.399999999999977,4.399999999999977,5.0,6.0,1.6,2023,5,26,21,4.47,236.0
2498.27,5.067,3,50.5102267,-84.8154401,5.067,2023-05-26 21:56:32,,50.0,70.0,20.5,96.5,183.0,26.5,90.0,16.0,66.0,4.399999999999977,4.399999999999977,5.0,6.0,1.81,2023,5,26,21,4.47,236.0
2503.97,5.558,3,50.5102582,-84.8155122,5.558,2023-05-26 21:56:33,,26.0,70.0,17.0,97.0,160.0,25.0,86.5,16.0,73.0,4.399999999999977,4.399999999999977,5.0,6.0,1.77,2023,5,26,21,4.47,236.0
2509.78,5.728,3,50.5102906,-84.8155848,5.728,2023-05-26 21:56:34,,3.0,70.0,13.5,97.5,0.0,23.5,83.5,16.0,79.0,4.399999999999977,4.399999999999977,5.0,6.0,0.7,2023,5,26,21,4.47,236.0
2515.63,5.819,3,50.5103255,-84.81565,5.819,2023-05-26 21:56:35,,0.0,70.0,9.5,98.5,0.0,21.5,80.0,16.0,85.0,4.399999999999977,4.399999999999977,5.0,6.0,0.0,2023,5,26,21,4.47,236.0
2521.98,6.202,3,50.5103383,-84.8157412,6.202,2023-05-26 21:56:36,,4.0,70.0,6.0,99.0,0.0,20.0,77.0,16.0,91.0,4.199999999999989,4.199999999999989,5.0,6.0,0.0,2023,5,26,21,4.47,236.0
2527.69,5.944,3,50.5103383,-84.8158207,5.944,2023-05-26 21:56:37,,29.0,70.0,2.5,99.5,5.0,18.5,73.5,16.0,98.0,4.199999999999989,4.199999999999989,5.0,6.0,0.0,2023,5,26,21,4.47,236.0
2532.47,5.046,3,50.5103387,-84.8158927,5.046,2023-05-26 21:56:38,,66.0,70.0,0.0,100.0,16.0,17.0,68.5,16.0,71.0,4.199999999999989,4.199999999999989,5.0,6.0,0.0,2023,5,26,21,4.47,236.0
2536.81,4.465,3,50.5103471,-84.8159499,4.465,2023-05-26 21:56:39,,41.0,70.0,0.0,100.0,25.0,15.5,61.0,16.0,60.0,4.199999999999989,4.199999999999989,5.0,6.0,0.0,2023,5,26,21,4.47,236.0
2541.71,4.787,3,50.5103432,-84.8160215,4.787,2023-05-26 21:56:40,,27.0,70.0,0.0,100.0,27.0,14.0,54.0,16.0,,4.199999999999989,4.199999999999989,5.0,6.0,0.0,2023,5,26,21,4.47,236.0
2545.54,4.066,3,50.510348,-84.8160756,4.066,2023-05-26 21:56:41,,18.0,70.0,,,21.0,,,16.0,,4.399999999999977,4.399999999999977,5.0,6.0,0.0,2023,5,26,21,4.47,236.0
2548.61,3.321,3,50.5103565,-84.8161191,3.321,2023-05-26 21:56:42,,9.0,70.0,,,15.0,,,16.0,,4.399999999999977,4.399999999999977,5.0,6.0,0.0,2023,5,26,21,4.47,236.0
2549.37,1.392,3,50.5103562,-84.8161365,1.392,2023-05-26 21:56:43,,1.0,70.0,,,0.0,,,16.0,,4.399999999999977,4.399999999999977,5.0,6.0,0.0,2023,5,26,21,4.47,236.0
2549.37,0.0,3,50.5103522,-84.8161466,0.0,2023-05-26 21:56:44,,0.0,70.0,,,0.0,,,16.0,,4.399999999999977,4.399999999999977,5.0,6.0,0.0,2023,5,26,21,4.47,236.0
2549.37,0.0,3,50.5103565,-84.8161724,0.0,2023-05-26 21:56:45,,0.0,70.0,,,0.0,,,16.0,,4.600000000000023,4.600000000000023,5.0,6.0,0.0,2023,5,26,21,4.47,236.0
2549.37,0.0,3,50.5103565,-84.8161724,0.0,2023-05-26 21:56:46,,0.0,70.0,,,0.0,,,16.0,,4.600000000000023,4.600000000000023,5.0,6.0,0.0,2023,5,26,21,4.47,236.0
2549.37,0.0,3,50.5103565,-84.8161724,0.0,2023-05-26 21:56:47,,0.0,70.0,,,0.0,,,16.0,,4.600000000000023,4.600000000000023,5.0,6.0,0.0,2023,5,26,21,4.47,236.0
2549.37,0.0,1,50.5103565,-84.8161724,0.0,2023-05-26 21:56:48,,0.0,70.0,,,0.0,,,16.0,,4.600000000000023,4.600000000000023,5.0,6.0,0.0,2023,5,26,21,4.47,236.0
2549.37,1.147,2,50.5101608,-84.8163271,1.147,2023-05-26 22:07:50,,,70.0,,,,,,20.0,,4.399999999999977,4.399999999999977,5.0,6.0,0.0,2023,5,26,22,4.83,236.0
2549.37,0.824,2,50.5101608,-84.8163271,0.824,2023-05-26 22:07:51,,,70.0,,,,,,20.0,,4.600000000000023,4.600000000000023,5.0,6.0,0.0,2023,5,26,22,4.83,236.0
2549.37,0.691,2,50.5101608,-84.8163271,0.691,2023-05-26 22:07:52,,,70.0,,,,,,20.0,,4.600000000000023,4.600000000000023,5.0,6.0,0.0,2023,5,26,22,4.83,236.0
2549.37,0.795,2,50.5101608,-84.8163271,0.795,2023-05-26 22:07:53,,,70.0,,,,,,20.0,,4.399999999999977,4.399999999999977,5.0,6.0,0.0,2023,5,26,22,4.83,236.0
2549.37,0.903,2,50.5101608,-84.8163271,0.903,2023-05-26 22:07:54,73.0,,70.0,,,,,,20.0,,4.199999999999989,4.199999999999989,5.0,6.0,0.0,2023,5,26,22,4.83,236.0
