distance,enhanced_speed,gps_accuracy,position_lat,position_long,speed,timestamp,battery_soc,temperature,altitude,enhanced_altitude,grade,left_pedal_smoothness,power,right_pedal_smoothness,right_torque_effectiveness,left_right_balance,cadence,left_torque_effectiveness,year,month,day,hour,wind_speed,wind_direction
1813.09,4.44,3,50.5104234,-84.8176609,4.44,2022-04-07 20:56:28,,10.0,43.200000000000045,43.200000000000045,1.2,19.5,0.0,24.0,87.5,,0.0,80.5,2022,4,7,20,5.86,65.0
1816.66,3.79,3,50.5103865,-84.8176748,3.79,2022-04-07 20:56:29,,10.0,43.200000000000045,43.200000000000045,0.41,19.5,0.0,24.0,87.5,,0.0,80.5,2022,4,7,20,5.86,65.0
1820.25,3.615,3,50.5103513,-84.8176955,3.615,2022-04-07 20:56:30,,10.0,43.200000000000045,43.200000000000045,0.0,19.5,0.0,24.0,87.5,,0.0,80.5,2022,4,7,20,5.86,65.0
1824.1,3.791,3,50.5103156,-84.8177233,3.791,2022-04-07 20:56:31,,10.0,43.200000000000045,43.200000000000045,0.0,19.5,0.0,24.0,87.5,,0.0,80.5,2022,4,7,20,5.86,65.0
1827.73,3.647,3,50.5102814,-84.8177485,3.647,2022-04-07 20:56:32,,10.0,43.200000000000045,43.200000000000045,0.0,19.5,0.0,24.0,87.5,,0.0,80.5,2022,4,7,20,5.86,65.0
1830.96,3.337,2,50.5102496,-84.8177675,3.337,2022-04-07 20:56:33,,10.0,43.200000000000045,43.200000000000045,0.0,19.5,0.0,24.0,87.5,,0.0,80.5,2022,4,7,20,5.86,65.0
1833.89,3.03,2,50.5102197,-84.8177805,3.03,2022-04-07 20:56:34,,10.0,43.200000000000045,43.200000000000045,0.0,19.5,0.0,24.0,87.5,,0.0,80.5,2022,4,7,20,5.86,65.0
1836.44,2.67,2,50.5101929,-84.8177857,2.67,2022-04-07 20:56:35,,10.0,43.200000000000045,43.200000000000045,0.0,19.5,0.0,24.0,87.5,,0.0,80.5,2022,4,7,20,5.86,65.0
1839.03,2.617,2,50.5101652,-84.8177838,2.617,2022-04-07 20:56:36,,10.0,43.200000000000045,43.200000000000045,0.0,19.5,0.0,24.0,87.5,45.0,0.0,80.5,2022,4,7,20,5.86,65.0
1841.34,2.383,2,50.5101419,-84.817775,2.383,2022-04-07 20:56:37,,10.0,43.200000000000045,43.200000000000045,0.0,15.0,0.0,25.0,88.0,37.0,4.0,85.0,2022,4,7,20,5.86,65.0
1842.81,1.712,2,50.510128,-84.8177649,1.712,2022-04-07 20:56:38,,10.0,43.200000000000045,43.200000000000045,0.0,10.0,30.0,25.5,88.5,30.0,8.0,90.0,2022,4,7,20,5.86,65.0
1843.43,2.54,2,50.5100918,-84.8177121,2.54,2022-04-07 20:56:46,,10.0,43.200000000000045,43.200000000000045,0.0,8.5,0.0,33.0,87.5,72.0,0.0,44.0,2022,4,7,20,5.86,65.0
1844.71,4.355,2,50.5100644,-84.817651,4.355,2022-04-07 20:56:47,,10.0,43.200000000000045,43.200000000000045,0.0,11.0,0.0,26.5,72.5,71.0,5.0,53.5,2022,4,7,20,5.86,65.0
1847.78,3.386,3,50.5100447,-84.8176154,3.386,2022-04-07 20:56:48,,10.0,43.200000000000045,43.200000000000045,0.0,13.0,153.0,19.0,56.5,69.0,10.0,63.5,2022,4,7,20,5.86,65.0
1851.49,3.626,3,50.5100217,-84.8175717,3.626,2022-04-07 20:56:49,,10.0,43.0,43.0,0.0,14.0,270.0,17.0,51.5,72.0,17.0,66.5,2022,4,7,20,5.86,65.0
1855.81,4.155,3,50.5099989,-84.8175173,4.155,2022-04-07 20:56:50,,10.0,43.0,43.0,0.0,14.0,413.0,17.0,51.5,71.0,28.0,66.5,2022,4,7,20,5.86,65.0
1860.95,4.903,3,50.5099713,-84.8174529,4.903,2022-04-07 20:56:51,,10.0,43.0,43.0,0.0,14.0,543.0,17.0,51.5,52.0,47.0,66.5,2022,4,7,20,5.86,65.0
1867.03,5.773,3,50.5099355,-84.8173793,5.773,2022-04-07 20:56:52,,10.0,43.0,43.0,0.0,14.0,600.0,17.0,51.5,51.0,57.0,66.5,2022,4,7,20,5.86,65.0
1873.9,6.564,3,50.5098967,-84.8172949,6.564,2022-04-07 20:56:53,,10.0,43.0,43.0,-0.17,14.0,605.0,17.0,51.5,51.0,66.0,66.5,2022,4,7,20,5.86,65.0
1881.05,7.07,3,50.5098606,-84.8172035,7.07,2022-04-07 20:56:54,,10.0,42.799999999999955,42.799999999999955,-0.81,16.0,620.0,19.5,63.0,51.0,71.0,73.5,2022,4,7,20,5.86,65.0
1888.92,7.697,3,50.5098215,-84.8171026,7.697,2022-04-07 20:56:55,,10.0,42.799999999999955,42.799999999999955,-1.18,19.0,641.0,22.5,79.5,51.0,75.0,83.0,2022,4,7,20,5.86,65.0
1897.59,8.366,3,50.5097753,-84.8169936,8.366,2022-04-07 20:56:56,,10.0,42.799999999999955,42.799999999999955,-0.63,22.0,662.0,26.0,95.5,51.0,79.0,93.0,2022,4,7,20,5.86,65.0
1906.35,8.674,3,50.5097273,-84.8168846,8.674,2022-04-07 20:56:57,,10.0,42.799999999999955,42.799999999999955,-0.41,22.0,530.0,26.0,96.5,51.0,91.0,93.5,2022,4,7,20,5.86,65.0
1915.31,8.895,3,50.5096777,-84.8167734,8.895,2022-04-07 20:56:58,,10.0,42.799999999999955,42.799999999999955,-0.54,22.0,436.0,26.0,96.5,51.0,99.0,93.5,2022,4,7,20,5.86,65.0
1924.52,9.104,3,50.5096269,-84.816659,9.104,2022-04-07 20:56:59,,10.0,42.39999999999998,42.39999999999998,-0.22,23.5,426.0,26.0,95.5,51.0,102.0,94.0,2022,4,7,20,5.86,65.0
1934.16,9.509,3,50.5095753,-84.8165381,9.509,2022-04-07 20:57:00,,10.0,42.200000000000045,42.200000000000045,-0.19,25.0,450.0,26.0,94.5,50.0,102.0,95.0,2022,4,7,20,5.86,65.0
1944.2,9.952,3,50.509522,-84.8164117,9.952,2022-04-07 20:57:01,,10.0,42.200000000000045,42.200000000000045,-0.89,27.0,474.0,26.0,93.5,50.0,102.0,96.0,2022,4,7,20,5.86,65.0
1954.38,10.098,3,50.50947,-84.8162821,10.098,2022-04-07 20:57:02,,10.0,42.39999999999998,42.39999999999998,-1.29,27.5,468.0,26.0,93.0,50.0,102.0,96.5,2022,4,7,20,5.86,65.0
1964.59,10.19,3,50.5094198,-84.8161506,10.19,2022-04-07 20:57:03,,10.0,42.60000000000002,42.60000000000002,-1.03,27.5,504.0,26.0,93.0,50.0,103.0,96.5,2022,4,7,20,5.86,65.0
1974.28,9.854,3,50.5093712,-84.8160265,9.854,2022-04-07 20:57:04,,10.0,42.60000000000002,42.60000000000002,-0.7,25.5,485.0,27.5,94.0,50.0,105.0,93.5,2022,4,7,20,5.86,65.0
1983.51,9.336,3,50.5093226,-84.8159102,9.336,2022-04-07 20:57:05,,10.0,42.60000000000002,42.60000000000002,-0.16,23.0,377.0,30.0,96.0,50.0,106.0,89.5,2022,4,7,20,5.86,65.0
1992.76,9.451,3,50.5092732,-84.8157939,9.451,2022-04-07 20:57:06,,10.0,42.60000000000002,42.60000000000002,0.54,24.5,441.0,30.0,96.0,50.0,107.0,94.0,2022,4,7,20,5.86,65.0
2002.26,9.785,3,50.5092282,-84.8156708,9.785,2022-04-07 20:57:07,,10.0,42.799999999999955,42.799999999999955,1.02,24.5,417.0,30.0,96.0,49.0,107.0,91.5,2022,4,7,20,5.86,65.0
2011.58,9.409,3,50.5091873,-84.8155476,9.409,2022-04-07 20:57:08,,10.0,43.0,43.0,0.99,24.5,390.0,30.0,96.0,48.0,107.0,89.0,2022,4,7,20,5.86,65.0
2020.54,8.883,3,50.5091475,-84.8154295,8.883,2022-04-07 20:57:09,,10.0,43.200000000000045,43.200000000000045,0.78,24.5,363.0,29.5,95.5,47.0,107.0,86.5,2022,4,7,20,5.86,65.0
2029.3,8.604,3,50.5091106,-84.8153129,8.604,2022-04-07 20:57:10,,10.0,43.200000000000045,43.200000000000045,0.91,24.5,336.0,29.5,95.5,46.0,107.0,83.5,2022,4,7,20,5.86,65.0
2037.9,8.362,3,50.5090721,-84.8151999,8.362,2022-04-07 20:57:11,,10.0,43.200000000000045,43.200000000000045,1.07,24.5,341.0,29.5,95.5,46.0,105.0,83.0,2022,4,7,20,5.86,65.0
2046.29,8.125,3,50.5090324,-84.8150909,8.125,2022-04-07 20:57:12,,9.0,43.39999999999998,43.39999999999998,0.91,24.5,299.0,29.5,95.5,46.0,99.0,83.0,2022,4,7,20,5.86,65.0
2054.51,7.759,3,50.5089942,-84.8149835,7.759,2022-04-07 20:57:13,,9.0,44.0,44.0,1.17,21.5,267.0,28.5,89.5,45.0,95.0,79.0,2022,4,7,20,5.86,65.0
2062.58,7.366,3,50.5089535,-84.8148806,7.366,2022-04-07 20:57:14,,9.0,44.200000000000045,44.200000000000045,2.19,20.5,193.0,27.5,85.0,49.0,92.0,81.5,2022,4,7,20,5.86,65.0
2070.09,6.733,3,50.5089119,-84.8147875,6.733,2022-04-07 20:57:15,,9.0,44.60000000000002,44.60000000000002,2.95,21.5,92.0,27.5,85.0,55.0,89.0,88.5,2022,4,7,20,5.86,65.0
2076.67,5.513,3,50.5088748,-84.8147063,5.513,2022-04-07 20:57:16,,9.0,44.799999999999955,44.799999999999955,3.54,20.5,68.0,26.5,84.0,54.0,88.0,80.0,2022,4,7,20,5.86,65.0
2081.76,3.918,3,50.5088447,-84.8146449,3.918,2022-04-07 20:57:17,,9.0,45.200000000000045,45.200000000000045,4.38,19.0,43.0,26.0,83.5,54.0,86.0,72.0,2022,4,7,20,5.86,65.0
2085.15,2.36,3,50.5088227,-84.8146058,2.36,2022-04-07 20:57:18,,9.0,45.39999999999998,45.39999999999998,4.75,17.5,19.0,25.5,83.0,53.0,84.0,63.5,2022,4,7,20,5.86,65.0
2086.53,0.785,3,50.5088089,-84.8145821,0.785,2022-04-07 20:57:19,,9.0,45.60000000000002,45.60000000000002,4.51,16.5,0.0,25.0,82.5,53.0,0.0,57.0,2022,4,7,20,5.86,65.0
2086.53,0.0,3,50.5087991,-84.8145671,0.0,2022-04-07 20:57:20,,9.0,45.60000000000002,45.60000000000002,3.8,16.5,0.0,25.0,82.5,52.0,0.0,57.0,2022,4,7,20,5.86,65.0
2086.53,0.0,3,50.5087917,-84.8145577,0.0,2022-04-07 20:57:21,,9.0,45.60000000000002,45.60000000000002,1.67,16.5,0.0,25.0,82.5,52.0,0.0,57.0,2022,4,7,20,5.86,65.0
2086.53,0.0,3,50.5087896,-84.8145545,0.0,2022-04-07 20:57:22,,9.0,45.799999999999955,45.799999999999955,0.0,16.5,0.0,25.0,82.5,51.0,0.0,57.0,2022,4,7,20,5.86,65.0
2086.53,0.0,3,50.5087896,-84.8145545,0.0,2022-04-07 20:57:23,,9.0,45.799999999999955,45.799999999999955,0.0,16.5,0.0,25.0,82.5,51.0,0.0,57.0,2022,4,7,20,5.86,65.0
2086.53,0.711,3,50.5087193,-84.8144767,0.711,2022-04-07 20:57:29,,9.0,46.0,46.0,0.0,16.5,0.0,25.0,82.5,48.0,0.0,57.0,2022,4,7,20,5.86,65.0
2087.55,1.794,3,50.5087092,-84.8144496,1.794,2022-04-07 20:57:30,,9.0,46.0,46.0,0.0,16.5,0.0,25.0,82.5,48.0,0.0,57.0,2022,4,7,20,5.86,65.0
2089.76,2.168,3,50.5086992,-84.8144207,2.168,2022-04-07 20:57:31,,9.0,46.0,46.0,0.0,16.5,0.0,25.0,82.5,47.0,0.0,57.0,2022,4,7,20,5.86,65.0
2092.14,2.538,3,50.5086914,-84.814388,2.538,2022-04-07 20:57:32,,9.0,46.200000000000045,46.200000000000045,0.0,16.5,183.0,25.0,82.5,47.0,7.0,57.0,2022,4,7,20,5.86,65.0
2094.98,2.951,3,50.50869,-84.8143475,2.951,2022-04-07 20:57:33,,9.0,46.200000000000045,46.200000000000045,0.0,16.5,193.0,25.0,82.5,47.0,17.0,57.0,2022,4,7,20,5.86,65.0
2098.05,3.141,3,50.5086978,-84.8143048,3.141,2022-04-07 20:57:34,,9.0,46.200000000000045,46.200000000000045,0.0,17.0,198.0,25.0,82.0,48.0,25.0,58.5,2022,4,7,20,5.86,65.0
2101.05,3.18,3,50.5087115,-84.8142656,3.18,2022-04-07 20:57:35,,9.0,46.200000000000045,46.200000000000045,0.0,18.5,188.0,24.0,80.0,52.0,26.0,64.5,2022,4,7,20,5.86,65.0
2104.08,2.882,3,50.5087246,-84.8142256,2.882,2022-04-07 20:57:36,,9.0,46.200000000000045,46.200000000000045,0.0,19.5,178.0,23.0,78.0,57.0,27.0,70.0,2022,4,7,20,5.86,65.0
2107.29,2.935,3,50.508727,-84.8141806,2.935,2022-04-07 20:57:37,,9.0,46.200000000000045,46.200000000000045,0.0,21.0,168.0,22.0,76.5,61.0,29.0,76.0,2022,4,7,20,5.86,65.0
2110.87,3.425,3,50.5087146,-84.8141323,3.425,2022-04-07 20:57:38,,9.0,46.200000000000045,46.200000000000045,0.0,22.5,157.0,21.5,74.5,65.0,30.0,82.0,2022,4,7,20,5.86,65.0
2115.1,4.029,3,50.5086891,-84.8140819,4.029,2022-04-07 20:57:39,,9.0,46.39999999999998,46.39999999999998,0.0,24.0,147.0,20.5,72.5,70.0,31.0,87.5,2022,4,7,20,5.86,65.0
2120.07,4.613,3,50.5086559,-84.8140256,4.613,2022-04-07 20:57:40,,9.0,46.39999999999998,46.39999999999998,0.21,25.5,137.0,19.5,70.5,74.0,33.0,93.5,2022,4,7,20,5.86,65.0
2125.1,4.631,3,50.5086211,-84.8139698,4.631,2022-04-07 20:57:41,,9.0,46.60000000000002,46.60000000000002,1.03,25.5,214.0,19.5,70.5,74.0,29.0,93.0,2022,4,7,20,5.86,65.0
2129.94,4.604,3,50.5085863,-84.813918,4.604,2022-04-07 20:57:42,,9.0,46.60000000000002,46.60000000000002,1.71,25.0,185.0,20.0,71.5,72.0,32.0,92.0,2022,4,7,20,5.86,65.0
2134.59,4.7,3,50.5085534,-84.8138673,4.7,2022-04-07 20:57:43,,9.0,46.799999999999955,46.799999999999955,1.82,24.5,155.0,20.0,72.5,70.0,35.0,90.5,2022,4,7,20,5.86,65.0
2139.23,4.659,3,50.5085235,-84.8138137,4.659,2022-04-07 20:57:44,,9.0,46.799999999999955,46.799999999999955,1.79,24.5,125.0,20.5,73.5,68.0,38.0,89.5,2022,4,7,20,5.86,65.0
2143.25,4.199,3,50.5084997,-84.8137651,4.199,2022-04-07 20:57:45,,9.0,46.799999999999955,46.799999999999955,1.32,24.0,96.0,20.5,74.0,67.0,41.0,88.0,2022,4,7,20,5.86,65.0
2146.25,3.304,3,50.5084827,-84.8137282,3.304,2022-04-07 20:57:46,,9.0,46.60000000000002,46.60000000000002,0.45,23.5,66.0,21.0,75.0,65.0,44.0,87.0,2022,4,7,20,5.86,65.0
2148.57,2.556,3,50.5084677,-84.8137018,2.556,2022-04-07 20:57:47,,9.0,46.60000000000002,46.60000000000002,0.0,23.5,36.0,21.0,76.0,63.0,47.0,85.5,2022,4,7,20,5.86,65.0
2150.97,2.439,3,50.5084472,-84.8136811,2.439,2022-04-07 20:57:48,,9.0,46.60000000000002,46.60000000000002,0.0,23.0,7.0,21.5,77.0,61.0,50.0,84.5,2022,4,7,20,5.86,65.0
2153.85,2.777,3,50.5084223,-84.8136565,2.777,2022-04-07 20:57:49,,9.0,46.60000000000002,46.60000000000002,0.0,23.0,0.0,21.5,77.0,60.0,0.0,84.0,2022,4,7,20,5.86,65.0
2156.65,2.934,3,50.508404,-84.8136255,2.934,2022-04-07 20:57:50,,9.0,46.60000000000002,46.60000000000002,0.0,23.0,0.0,21.5,77.0,58.0,0.0,84.0,2022,4,7,20,5.86,65.0
2159.24,2.849,3,50.5083978,-84.8135898,2.849,2022-04-07 20:57:51,,9.0,46.39999999999998,46.39999999999998,0.0,23.0,0.0,21.5,77.0,56.0,0.0,84.0,2022,4,7,20,5.86,65.0
2162.11,3.057,3,50.508395,-84.8135486,3.057,2022-04-07 20:57:52,,9.0,46.39999999999998,46.39999999999998,0.0,23.0,0.0,21.5,77.0,54.0,0.0,84.0,2022,4,7,20,5.86,65.0
2165.43,3.476,3,50.5083824,-84.8135047,3.476,2022-04-07 20:57:53,,9.0,46.39999999999998,46.39999999999998,0.0,22.0,0.0,21.5,77.0,50.0,3.0,83.0,2022,4,7,20,5.86,65.0
2169.17,3.76,3,50.5083575,-84.8134625,3.76,2022-04-07 20:57:54,,9.0,46.39999999999998,46.39999999999998,0.0,18.5,156.0,21.5,77.0,40.0,12.0,79.0,2022,4,7,20,5.86,65.0
2173.16,3.902,3,50.5083287,-84.8134198,3.902,2022-04-07 20:57:55,,9.0,46.39999999999998,46.39999999999998,0.0,19.5,127.0,19.0,68.0,42.0,17.0,79.5,2022,4,7,20,5.86,65.0
2176.98,3.469,3,50.5083058,-84.8133744,3.469,2022-04-07 20:57:56,,9.0,46.60000000000002,46.60000000000002,0.0,21.0,97.0,16.5,59.5,44.0,22.0,80.0,2022,4,7,20,5.86,65.0
2180.62,3.43,3,50.5082945,-84.8133248,3.43,2022-04-07 20:57:57,,9.0,46.60000000000002,46.60000000000002,0.0,22.0,67.0,14.0,51.0,47.0,27.0,80.0,2022,4,7,20,5.86,65.0
2184.45,3.903,3,50.5082972,-84.8132702,3.903,2022-04-07 20:57:58,,9.0,46.60000000000002,46.60000000000002,0.0,23.5,38.0,12.0,42.5,49.0,32.0,80.5,2022,4,7,20,5.86,65.0
2188.68,4.162,3,50.5083081,-84.8132108,4.162,2022-04-07 20:57:59,,9.0,46.39999999999998,46.39999999999998,0.0,24.5,12.0,9.5,34.0,50.0,36.0,81.0,2022,4,7,20,5.86,65.0
2193.19,4.415,3,50.5083229,-84.8131488,4.415,2022-04-07 20:58:00,,9.0,46.39999999999998,46.39999999999998,0.0,24.5,111.0,9.5,34.0,9.0,17.0,81.0,2022,4,7,20,5.86,65.0
2197.8,4.601,3,50.5083408,-84.8130865,4.601,2022-04-07 20:58:01,,9.0,46.39999999999998,46.39999999999998,0.0,25.0,126.0,10.5,38.5,7.0,18.0,83.0,2022,4,7,20,5.86,65.0
2202.47,4.633,3,50.5083596,-84.813024,4.633,2022-04-07 20:58:02,,9.0,46.39999999999998,46.39999999999998,-0.21,25.5,118.0,12.0,44.0,16.0,24.0,85.0,2022,4,7,20,5.86,65.0
2207.29,4.636,3,50.5083767,-84.8129582,4.636,2022-04-07 20:58:03,,9.0,46.0,46.0,-1.22,26.0,111.0,13.5,50.0,25.0,30.0,87.5,2022,4,7,20,5.86,65.0
2212.06,4.48,3,50.5083916,-84.8128923,4.48,2022-04-07 20:58:04,,9.0,46.200000000000045,46.200000000000045,-2.19,26.5,103.0,14.5,55.5,34.0,36.0,90.0,2022,4,7,20,5.86,65.0
2216.5,4.294,3,50.5084111,-84.812834,4.294,2022-04-07 20:58:05,,9.0,46.39999999999998,46.39999999999998,-1.18,27.0,95.0,16.0,61.5,43.0,41.0,92.5,2022,4,7,20,5.86,65.0
2220.81,4.103,3,50.5084283,-84.8127768,4.103,2022-04-07 20:58:06,,9.0,46.39999999999998,46.39999999999998,0.0,25.5,84.0,18.0,66.5,50.0,47.0,87.5,2022,4,7,20,5.86,65.0
2224.72,3.575,3,50.5084412,-84.8127233,3.575,2022-04-07 20:58:07,,9.0,46.60000000000002,46.60000000000002,0.21,18.5,64.0,20.5,70.0,50.0,53.0,65.0,2022,4,7,20,5.86,65.0
2228.24,3.578,3,50.508458,-84.8126776,3.578,2022-04-07 20:58:08,,9.0,46.799999999999955,46.799999999999955,1.32,18.5,55.0,20.5,70.0,50.0,56.0,,2022,4,7,20,5.86,65.0
2232.08,3.729,3,50.5084825,-84.8126338,3.729,2022-04-07 20:58:09,,9.0,46.799999999999955,46.799999999999955,2.8,13.0,41.0,20.0,69.5,50.0,55.0,,2022,4,7,20,5.86,65.0
2235.77,3.107,3,50.5084992,-84.8125898,3.107,2022-04-07 20:58:10,,9.0,46.799999999999955,46.799999999999955,2.88,7.5,26.0,20.0,69.5,50.0,54.0,,2022,4,7,20,5.86,65.0
2238.83,2.405,3,50.5085087,-84.81255,2.405,2022-04-07 20:58:11,,9.0,46.200000000000045,46.200000000000045,2.03,2.5,12.0,19.5,69.0,50.0,54.0,,2022,4,7,20,5.86,65.0
2241.38,1.957,3,50.5085201,-84.8125181,1.957,2022-04-07 20:58:12,,9.0,45.799999999999955,45.799999999999955,0.34,0.0,5.0,19.5,69.0,,51.0,,2022,4,7,20,5.86,65.0
2243.33,1.887,3,50.5085221,-84.8124899,1.887,2022-04-07 20:58:13,,9.0,45.39999999999998,45.39999999999998,-2.7,0.0,4.0,19.5,69.0,,47.0,,2022,4,7,20,5.86,65.0
2244.25,0.992,3,50.5085192,-84.8124727,0.992,2022-04-07 20:58:14,,9.0,45.0,45.0,-5.27,0.0,3.0,19.5,69.0,,42.0,,2022,4,7,20,5.86,65.0
2244.25,0.0,3,50.5085104,-84.8124715,0.0,2022-04-07 20:58:15,,9.0,44.799999999999955,44.799999999999955,-6.34,0.0,3.0,19.5,69.0,,38.0,,2022,4,7,20,5.86,65.0
2244.25,0.0,3,50.5085043,-84.8124773,0.0,2022-04-07 20:58:16,,9.0,44.799999999999955,44.799999999999955,-3.26,0.0,2.0,19.5,69.0,,33.0,,2022,4,7,20,5.86,65.0
2244.25,0.0,3,50.5085032,-84.8124806,0.0,2022-04-07 20:58:17,,9.0,44.60000000000002,44.60000000000002,0.0,0.0,1.0,19.5,69.0,,29.0,,2022,4,7,20,5.86,65.0
2244.25,0.0,3,50.5085032,-84.8124806,0.0,2022-04-07 20:58:18,,9.0,44.60000000000002,44.60000000000002,0.0,0.0,1.0,19.5,69.0,,25.0,,2022,4,7,20,5.86,65.0
