cadence,calories,power,timestamp,altitude,ascent,battery_soc,descent,distance,enhanced_altitude,enhanced_speed,gps_accuracy,grade,position_lat,position_long,speed,left_pedal_smoothness,left_torque_effectiveness,right_pedal_smoothness,right_torque_effectiveness,left_right_balance,temperature,year,month,day,hour,wind_speed,wind_direction
83,38,256,2022-08-23 14:57:52,7.399999999999977,6.0,,5.0,1574.34,7.399999999999977,7.278,2.0,0.0,50.5150405,-84.810161,7.278,30.0,96.5,28.5,93.5,47.0,23.0,2022,8,23,14,0.76,203.0
87,39,282,2022-08-23 14:57:53,7.399999999999977,6.0,,5.0,1581.96,7.399999999999977,7.539,2.0,0.0,50.5149825,-84.8102391,7.539,31.5,96.5,30.0,95.0,45.0,23.0,2022,8,23,14,0.76,203.0
90,39,306,2022-08-23 14:57:54,7.399999999999977,6.0,,5.0,1589.56,7.399999999999977,7.649,2.0,0.0,50.51493,-84.810321,7.649,34.0,96.0,29.0,95.5,45.0,23.0,2022,8,23,14,0.76,203.0
92,39,268,2022-08-23 14:57:55,7.399999999999977,6.0,,5.0,1597.24,7.399999999999977,7.644,2.0,0.0,50.5148841,-84.8104114,7.644,30.5,89.0,28.0,92.5,48.0,23.0,2022,8,23,14,0.76,203.0
93,39,252,2022-08-23 14:57:56,7.399999999999977,6.0,,5.0,1605.11,7.399999999999977,7.782,2.0,0.0,50.5148411,-84.8105114,7.782,27.0,82.0,27.0,90.0,49.0,23.0,2022,8,23,14,0.76,203.0
95,40,256,2022-08-23 14:57:57,7.399999999999977,6.0,,5.0,1613.11,7.399999999999977,8.088,2.0,0.0,50.5147977,-84.8106116,8.088,23.5,75.5,26.0,87.5,43.0,23.0,2022,8,23,14,0.76,203.0
98,40,252,2022-08-23 14:57:58,7.399999999999977,6.0,,5.0,1621.25,7.399999999999977,8.287,2.0,0.0,50.5147546,-84.8107117,8.287,21.0,71.0,25.0,85.0,41.0,23.0,2022,8,23,14,0.76,203.0
93,40,236,2022-08-23 14:57:59,7.399999999999977,6.0,,5.0,1629.52,7.399999999999977,8.306,2.0,0.0,50.5147072,-84.8108115,8.306,20.5,72.0,24.0,82.5,43.0,23.0,2022,8,23,14,0.76,203.0
92,40,213,2022-08-23 14:58:00,7.399999999999977,6.0,,5.0,1637.89,7.399999999999977,8.346,2.0,0.0,50.5146613,-84.8109158,8.346,20.0,73.5,23.0,80.5,42.0,23.0,2022,8,23,14,0.76,203.0
92,41,199,2022-08-23 14:58:01,7.399999999999977,6.0,,5.0,1646.34,7.399999999999977,8.386,2.0,0.0,50.5146181,-84.8110254,8.386,23.0,80.5,23.0,80.0,44.0,23.0,2022,8,23,14,0.76,203.0
93,41,178,2022-08-23 14:58:02,7.399999999999977,6.0,,5.0,1654.72,7.399999999999977,8.443,2.0,0.0,50.5145749,-84.811134,8.443,22.5,76.0,21.5,76.0,45.0,23.0,2022,8,23,14,0.76,203.0
93,41,164,2022-08-23 14:58:03,7.399999999999977,6.0,,5.0,1663.13,7.399999999999977,8.436,2.0,0.0,50.5145318,-84.8112392,8.436,20.5,68.0,19.0,69.5,47.0,23.0,2022,8,23,14,0.76,203.0
93,41,154,2022-08-23 14:58:04,7.399999999999977,6.0,,5.0,1671.48,7.399999999999977,8.223,2.0,0.0,50.5144839,-84.8113399,8.223,24.5,76.5,18.0,65.0,48.0,23.0,2022,8,23,14,0.76,203.0
79,41,133,2022-08-23 14:58:05,7.399999999999977,6.0,,5.0,1679.65,7.399999999999977,8.027,2.0,0.0,50.5144361,-84.8114397,8.027,28.5,84.5,17.0,60.0,50.0,23.0,2022,8,23,14,0.76,203.0
54,41,105,2022-08-23 14:58:06,7.399999999999977,6.0,,5.0,1687.63,7.399999999999977,7.852,2.0,0.0,50.5143927,-84.8115398,7.852,29.5,88.0,16.5,57.5,51.0,23.0,2022,8,23,14,0.76,203.0
30,41,77,2022-08-23 14:58:07,7.399999999999977,6.0,,5.0,1695.35,7.399999999999977,7.426,2.0,0.0,50.5143537,-84.8116402,7.426,29.0,88.0,16.5,56.5,52.0,23.0,2022,8,23,14,0.76,203.0
5,41,0,2022-08-23 14:58:08,7.199999999999989,6.0,,5.0,1702.41,7.199999999999989,6.761,2.0,0.0,50.5143217,-84.8117356,6.761,28.0,87.5,16.0,56.0,51.0,23.0,2022,8,23,14,0.76,203.0
0,41,0,2022-08-23 14:58:09,7.399999999999977,6.0,,5.0,1708.65,7.399999999999977,5.758,2.0,0.0,50.5142986,-84.811818,5.758,27.5,87.5,16.0,55.0,51.0,23.0,2022,8,23,14,0.76,203.0
0,41,0,2022-08-23 14:58:10,7.399999999999977,6.0,,5.0,1713.78,7.399999999999977,4.327,2.0,0.0,50.5142782,-84.811883,4.327,26.5,87.5,16.0,54.0,50.0,23.0,2022,8,23,14,0.76,203.0
0,41,0,2022-08-23 14:58:11,7.399999999999977,6.0,,5.0,1717.41,7.399999999999977,3.102,2.0,0.0,50.5142575,-84.8119293,3.102,26.0,87.0,16.0,53.5,50.0,23.0,2022,8,23,14,0.76,203.0
0,41,0,2022-08-23 14:58:12,7.600000000000023,6.0,,5.0,1720.28,7.600000000000023,2.671,2.0,0.0,50.5142414,-84.8119656,2.671,25.0,87.0,16.0,52.5,49.0,23.0,2022,8,23,14,0.76,203.0
0,41,0,2022-08-23 14:58:13,7.600000000000023,6.0,,5.0,1723.33,7.600000000000023,2.974,2.0,0.0,50.5142256,-84.8120063,2.974,24.5,87.0,15.5,51.5,49.0,23.0,2022,8,23,14,0.76,203.0
18,41,18,2022-08-23 14:58:14,7.600000000000023,6.0,,5.0,1726.84,7.600000000000023,3.342,2.0,0.0,50.5142095,-84.8120518,3.342,23.5,86.5,15.5,50.5,49.0,23.0,2022,8,23,14,0.76,203.0
45,41,54,2022-08-23 14:58:15,7.600000000000023,6.0,,5.0,1730.74,7.600000000000023,3.438,2.0,0.0,50.5141938,-84.8121015,3.438,23.0,86.5,15.5,50.0,48.0,23.0,2022,8,23,14,0.76,203.0
49,41,84,2022-08-23 14:58:16,7.600000000000023,6.0,,5.0,1734.72,7.600000000000023,3.196,2.0,0.0,50.5141777,-84.8121559,3.196,19.0,69.5,19.0,62.0,36.0,23.0,2022,8,23,14,0.76,203.0
48,41,77,2022-08-23 14:58:17,7.600000000000023,6.0,,5.0,1738.47,7.600000000000023,2.886,2.0,0.0,50.5141662,-84.8122062,2.886,13.5,51.5,20.0,64.5,46.0,23.0,2022,8,23,14,0.76,203.0
46,41,62,2022-08-23 14:58:18,7.600000000000023,6.0,,5.0,1742.04,7.600000000000023,3.15,2.0,0.0,50.5141528,-84.8122563,3.15,11.5,60.0,10.0,34.5,64.0,23.0,2022,8,23,14,0.76,203.0
47,42,97,2022-08-23 14:58:19,7.600000000000023,6.0,,5.0,1745.99,7.600000000000023,3.871,2.0,0.0,50.5141368,-84.8123107,3.871,19.0,91.0,14.5,53.0,59.0,23.0,2022,8,23,14,0.76,203.0
51,42,125,2022-08-23 14:58:20,7.600000000000023,6.0,,5.0,1750.49,7.600000000000023,4.378,2.0,0.0,50.5141192,-84.8123688,4.378,21.0,96.5,21.0,78.5,54.0,23.0,2022,8,23,14,0.76,203.0
64,42,175,2022-08-23 14:58:21,7.600000000000023,6.0,,5.0,1755.78,7.600000000000023,5.061,2.0,0.0,50.5140944,-84.8124366,5.061,22.0,96.5,20.0,76.0,48.0,23.0,2022,8,23,14,0.76,203.0
79,42,272,2022-08-23 14:58:22,7.600000000000023,6.0,,5.0,1761.95,7.600000000000023,5.843,2.0,0.0,50.5140626,-84.8125145,5.843,22.5,94.5,18.0,68.5,43.0,23.0,2022,8,23,14,0.76,203.0
87,43,364,2022-08-23 14:58:23,7.600000000000023,6.0,,5.0,1768.67,7.600000000000023,6.484,2.0,0.0,50.514026,-84.8126009,6.484,23.5,91.5,24.0,91.5,38.0,23.0,2022,8,23,14,0.76,203.0
97,43,475,2022-08-23 14:58:24,7.399999999999977,6.0,,5.0,1776.19,7.399999999999977,7.273,2.0,0.0,50.5139875,-84.8126961,7.273,27.0,94.5,25.5,95.0,38.0,23.0,2022,8,23,14,0.76,203.0
108,44,493,2022-08-23 14:58:25,7.399999999999977,6.0,,5.0,1784.35,7.399999999999977,7.943,2.0,0.0,50.5139445,-84.8128004,7.943,24.0,94.0,26.5,95.5,39.0,23.0,2022,8,23,14,0.76,203.0
100,44,464,2022-08-23 14:58:26,7.399999999999977,6.0,,5.0,1792.74,7.399999999999977,8.273,2.0,0.0,50.513899,-84.8129054,8.273,19.5,92.5,27.0,94.0,39.0,23.0,2022,8,23,14,0.76,203.0
104,45,433,2022-08-23 14:58:27,7.399999999999977,6.0,,5.0,1801.27,7.399999999999977,8.469,2.0,0.0,50.5138534,-84.8130098,8.469,21.0,96.0,25.0,88.5,39.0,23.0,2022,8,23,14,0.76,203.0
106,45,457,2022-08-23 14:58:28,7.399999999999977,6.0,,5.0,1810.06,7.399999999999977,8.707,2.0,0.0,50.5138079,-84.8131232,8.707,22.5,95.5,27.5,94.5,40.0,23.0,2022,8,23,14,0.76,203.0
107,45,458,2022-08-23 14:58:29,7.199999999999989,6.0,,5.0,1819.24,7.199999999999989,9.078,2.0,0.0,50.5137626,-84.8132411,9.078,21.5,88.0,27.5,95.5,41.0,23.0,2022,8,23,14,0.76,203.0
106,46,409,2022-08-23 14:58:30,7.199999999999989,6.0,,5.0,1828.86,7.199999999999989,9.394,2.0,0.0,50.5137171,-84.8133635,9.394,20.5,78.5,26.5,95.0,54.0,23.0,2022,8,23,14,0.76,203.0
104,46,267,2022-08-23 14:58:31,7.199999999999989,6.0,,5.0,1838.6,7.199999999999989,9.464,2.0,0.0,50.5136714,-84.8134915,9.464,21.0,73.5,24.0,90.0,54.0,23.0,2022,8,23,14,0.76,203.0
104,46,273,2022-08-23 14:58:32,7.199999999999989,6.0,,5.0,1848.21,7.199999999999989,9.458,2.0,0.0,50.5136259,-84.8136188,9.458,23.0,76.0,18.5,76.5,47.0,23.0,2022,8,23,14,0.76,203.0
81,46,215,2022-08-23 14:58:33,7.199999999999989,6.0,,5.0,1857.81,7.199999999999989,9.399,2.0,0.0,50.5135784,-84.8137419,9.399,24.0,80.0,23.5,80.5,47.0,23.0,2022,8,23,14,0.76,203.0
53,46,142,2022-08-23 14:58:34,7.199999999999989,6.0,,5.0,1867.09,7.199999999999989,8.851,2.0,0.0,50.5135303,-84.8138563,8.851,23.0,79.0,24.0,81.0,44.0,23.0,2022,8,23,14,0.76,203.0
25,46,68,2022-08-23 14:58:35,7.199999999999989,6.0,,5.0,1875.45,7.199999999999989,7.749,2.0,0.0,50.513487,-84.8139612,7.749,22.0,77.0,23.5,80.5,42.0,23.0,2022,8,23,14,0.76,203.0
0,46,0,2022-08-23 14:58:36,7.399999999999977,6.0,,5.0,1882.6,7.399999999999977,6.566,2.0,0.0,50.5134523,-84.814057,6.566,21.0,75.5,23.5,80.5,39.0,23.0,2022,8,23,14,0.76,203.0
0,46,0,2022-08-23 14:58:37,7.399999999999977,6.0,,5.0,1888.78,7.399999999999977,5.473,2.0,0.0,50.5134187,-84.8141355,5.473,20.0,73.5,23.5,80.5,37.0,23.0,2022,8,23,14,0.76,203.0
0,46,0,2022-08-23 14:58:38,7.600000000000023,6.0,,5.0,1893.81,7.600000000000023,4.24,2.0,0.0,50.513384,-84.8141909,4.24,19.0,72.0,23.0,80.0,34.0,23.0,2022,8,23,14,0.76,203.0
0,46,0,2022-08-23 14:58:39,7.600000000000023,6.0,,5.0,1897.34,7.600000000000023,2.756,2.0,0.0,50.513361,-84.8142279,2.756,18.0,70.0,23.0,80.0,32.0,23.0,2022,8,23,14,0.76,203.0
0,46,0,2022-08-23 14:58:40,7.800000000000011,6.0,,5.0,1899.6,7.800000000000011,1.834,2.0,0.0,50.5133429,-84.8142468,1.834,16.5,68.5,23.0,80.0,29.0,23.0,2022,8,23,14,0.76,203.0
0,46,0,2022-08-23 14:58:41,7.800000000000011,6.0,,5.0,1901.41,7.800000000000011,1.607,2.0,0.0,50.5133247,-84.8142477,1.607,15.5,66.5,22.5,79.5,27.0,23.0,2022,8,23,14,0.76,203.0
0,46,0,2022-08-23 14:58:42,7.800000000000011,6.0,,5.0,1903.44,7.800000000000011,1.735,2.0,0.0,50.5133044,-84.8142386,1.735,14.5,64.5,22.5,79.5,24.0,23.0,2022,8,23,14,0.76,203.0
6,46,3,2022-08-23 14:58:43,8.0,6.0,,5.0,1905.55,8.0,1.883,2.0,0.0,50.5132815,-84.8142294,1.883,13.5,63.0,22.0,79.0,22.0,23.0,2022,8,23,14,0.76,203.0
16,46,8,2022-08-23 14:58:44,8.0,6.0,,5.0,1907.63,8.0,1.736,2.0,0.0,50.5132588,-84.8142245,1.736,12.5,61.0,22.0,79.0,19.0,23.0,2022,8,23,14,0.76,203.0
20,46,14,2022-08-23 14:58:45,8.0,6.0,,5.0,1909.45,8.0,1.653,2.0,0.0,50.5132402,-84.8142203,1.653,12.5,59.0,21.0,80.0,17.0,23.0,2022,8,23,14,0.76,203.0
23,46,23,2022-08-23 14:58:46,8.0,6.0,,5.0,1910.85,8.0,1.519,2.0,0.0,50.5132265,-84.8142154,1.519,13.5,56.5,19.5,81.5,22.0,23.0,2022,8,23,14,0.76,203.0
22,47,28,2022-08-23 14:58:47,8.0,6.0,,5.0,1912.64,8.0,1.726,2.0,0.0,50.513207,-84.8142154,1.726,14.5,55.5,18.0,81.5,32.0,23.0,2022,8,23,14,0.76,203.0
20,47,33,2022-08-23 14:58:48,8.0,6.0,,5.0,1915.31,8.0,2.437,2.0,0.0,50.5131778,-84.8142114,2.437,13.5,68.5,16.0,67.5,42.0,23.0,2022,8,23,14,0.76,203.0
32,47,99,2022-08-23 14:58:49,7.800000000000011,6.0,,5.0,1918.76,7.800000000000011,3.17,2.0,0.0,50.5131411,-84.8142063,3.17,13.0,81.0,13.5,53.5,47.0,23.0,2022,8,23,14,0.76,203.0
48,47,143,2022-08-23 14:58:50,7.800000000000011,6.0,,5.0,1922.61,7.800000000000011,3.686,2.0,0.0,50.5131002,-84.8142147,3.686,14.0,86.0,13.5,54.5,31.0,23.0,2022,8,23,14,0.76,203.0
52,47,171,2022-08-23 14:58:51,7.800000000000011,6.0,,5.0,1926.62,7.800000000000011,3.934,2.0,0.0,50.5130592,-84.8142329,3.934,17.0,86.5,15.5,63.5,26.0,23.0,2022,8,23,14,0.76,203.0
53,47,186,2022-08-23 14:58:52,7.600000000000023,6.0,,5.0,1931.24,7.600000000000023,4.44,2.0,0.0,50.5130139,-84.8142553,4.44,19.5,86.5,17.0,73.0,32.0,23.0,2022,8,23,14,0.76,203.0
58,48,192,2022-08-23 14:58:53,7.600000000000023,6.0,,5.0,1936.42,7.600000000000023,5.003,2.0,0.0,50.5129599,-84.81427,5.003,22.0,87.0,19.0,82.5,39.0,23.0,2022,8,23,14,0.76,203.0
63,48,261,2022-08-23 14:58:54,7.600000000000023,6.0,,5.0,1941.97,7.600000000000023,5.403,2.0,0.0,50.512899,-84.8142659,5.403,23.0,85.5,23.0,89.0,32.0,23.0,2022,8,23,14,0.76,203.0
69,48,272,2022-08-23 14:58:55,7.399999999999977,6.0,,5.0,1947.88,7.399999999999977,5.991,2.0,0.0,50.5128371,-84.8142484,5.991,25.5,88.5,23.5,94.0,33.0,23.0,2022,8,23,14,0.76,203.0
73,48,278,2022-08-23 14:58:56,7.399999999999977,6.0,,5.0,1954.13,7.399999999999977,6.442,2.0,0.0,50.5127736,-84.814221,6.442,29.5,92.5,24.0,96.0,40.0,23.0,2022,8,23,14,0.76,203.0
77,49,277,2022-08-23 14:58:57,7.399999999999977,6.0,,5.0,1960.71,7.399999999999977,6.74,2.0,0.0,50.5127075,-84.8141854,6.74,32.5,94.0,27.5,95.0,43.0,23.0,2022,8,23,14,0.76,203.0
79,49,282,2022-08-23 14:58:58,7.399999999999977,6.0,,5.0,1967.54,7.399999999999977,7.073,2.0,0.0,50.5126415,-84.814144,7.073,29.0,92.0,27.0,95.0,37.0,23.0,2022,8,23,14,0.76,203.0
84,49,295,2022-08-23 14:58:59,7.399999999999977,6.0,,5.0,1974.56,7.399999999999977,7.032,2.0,0.0,50.5125712,-84.8141034,7.032,25.5,90.0,26.0,95.5,34.0,23.0,2022,8,23,14,0.76,203.0
76,49,294,2022-08-23 14:59:00,7.399999999999977,6.0,,5.0,1981.52,7.399999999999977,6.822,2.0,0.0,50.5125027,-84.8140622,6.822,26.0,92.0,26.0,95.5,33.0,23.0,2022,8,23,14,0.76,203.0
49,49,248,2022-08-23 14:59:01,7.399999999999977,6.0,,5.0,1988.36,7.399999999999977,6.706,2.0,0.0,50.5124368,-84.8140215,6.706,27.0,94.5,25.5,93.5,33.0,23.0,2022,8,23,14,0.76,203.0
23,49,203,2022-08-23 14:59:02,7.199999999999989,6.0,,5.0,1995.24,7.199999999999989,6.728,2.0,0.0,50.5123687,-84.8139803,6.728,26.5,94.0,23.5,87.5,32.0,23.0,2022,8,23,14,0.76,203.0
0,49,0,2022-08-23 14:59:03,7.199999999999989,6.0,,5.0,2001.85,7.199999999999989,6.346,2.0,0.0,50.512303,-84.8139483,6.346,26.5,93.5,22.0,82.0,31.0,23.0,2022,8,23,14,0.76,203.0
0,49,0,2022-08-23 14:59:04,7.399999999999977,6.0,,5.0,2008.01,7.399999999999977,5.837,2.0,0.0,50.5122396,-84.8139211,5.837,26.5,93.0,20.5,76.5,31.0,23.0,2022,8,23,14,0.76,203.0
0,49,0,2022-08-23 14:59:05,7.399999999999977,6.0,,5.0,2013.67,7.399999999999977,5.296,2.0,0.0,50.5121816,-84.8138977,5.296,26.0,93.0,18.5,70.5,30.0,23.0,2022,8,23,14,0.76,203.0
0,49,0,2022-08-23 14:59:06,7.399999999999977,6.0,,5.0,2019.03,7.399999999999977,5.089,2.0,0.0,50.5121289,-84.8138751,5.089,26.0,92.5,17.0,65.0,30.0,23.0,2022,8,23,14,0.76,203.0
0,49,0,2022-08-23 14:59:07,7.399999999999977,6.0,,5.0,2023.93,7.399999999999977,5.334,2.0,0.0,50.5120912,-84.813831,5.334,26.0,92.0,15.5,59.5,29.0,23.0,2022,8,23,14,0.76,203.0
10,49,11,2022-08-23 14:59:08,7.399999999999977,6.0,,5.0,2028.57,7.399999999999977,5.086,2.0,0.0,50.5120855,-84.8137673,5.086,25.5,91.5,13.5,53.5,29.0,23.0,2022,8,23,14,0.76,203.0
53,50,62,2022-08-23 14:59:09,7.399999999999977,6.0,,5.0,2033.62,7.399999999999977,4.807,2.0,0.0,50.5120988,-84.8136995,4.807,25.5,91.0,12.0,48.0,28.0,23.0,2022,8,23,14,0.76,203.0
59,50,179,2022-08-23 14:59:10,7.399999999999977,6.0,,5.0,2039.08,7.399999999999977,5.142,2.0,0.0,50.5121212,-84.8136224,5.142,25.0,91.0,10.5,42.5,27.0,23.0,2022,8,23,14,0.76,203.0
57,50,211,2022-08-23 14:59:11,7.399999999999977,6.0,,5.0,2044.91,7.399999999999977,5.671,2.0,0.0,50.5121464,-84.8135448,5.671,25.0,90.5,9.5,38.5,27.0,23.0,2022,8,23,14,0.76,203.0
35,50,155,2022-08-23 14:59:12,7.399999999999977,6.0,,5.0,2050.69,7.399999999999977,5.537,2.0,0.0,50.5121713,-84.8134719,5.537,26.5,88.5,12.0,45.0,29.0,23.0,2022,8,23,14,0.76,203.0
13,50,99,2022-08-23 14:59:13,7.199999999999989,6.0,,5.0,2056.26,7.199999999999989,5.107,2.0,0.0,50.5121944,-84.813399,5.107,27.5,87.0,14.5,52.0,30.0,23.0,2022,8,23,14,0.76,203.0
0,50,0,2022-08-23 14:59:14,7.199999999999989,6.0,,5.0,2061.15,7.199999999999989,4.542,2.0,0.0,50.5122126,-84.8133306,4.542,28.5,85.0,17.5,58.5,31.0,23.0,2022,8,23,14,0.76,203.0
0,50,0,2022-08-23 14:59:15,7.199999999999989,6.0,,5.0,2065.59,7.199999999999989,4.145,2.0,0.0,50.5122329,-84.8132711,4.145,29.5,83.5,20.0,65.5,32.0,23.0,2022,8,23,14,0.76,203.0
16,50,15,2022-08-23 14:59:16,7.199999999999989,6.0,,5.0,2069.99,7.199999999999989,4.076,2.0,0.0,50.5122556,-84.8132165,4.076,31.0,82.0,22.5,72.0,33.0,23.0,2022,8,23,14,0.76,203.0
24,50,38,2022-08-23 14:59:17,7.199999999999989,6.0,,5.0,2074.75,7.199999999999989,4.545,3.0,0.0,50.5122822,-84.8131584,4.545,32.0,80.0,25.0,79.0,34.0,23.0,2022,8,23,14,0.76,203.0
38,50,141,2022-08-23 14:59:18,7.0,6.0,,5.0,2080.27,7.0,5.251,3.0,0.0,50.5123139,-84.8130909,5.251,24.0,80.5,7.0,82.5,35.0,23.0,2022,8,23,14,0.76,203.0
76,50,195,2022-08-23 14:59:19,7.0,6.0,,5.0,2085.83,7.0,5.136,3.0,0.0,50.512344,-84.8130214,5.136,24.5,87.0,0.0,85.5,37.0,23.0,2022,8,23,14,0.76,203.0
78,51,273,2022-08-23 14:59:20,7.0,6.0,,5.0,2091.23,7.0,5.0,3.0,0.0,50.5123736,-84.8129574,5.0,26.0,88.0,7.5,88.5,37.0,23.0,2022,8,23,14,0.76,203.0
66,51,266,2022-08-23 14:59:21,7.0,6.0,,5.0,2096.85,7.0,5.348,3.0,0.0,50.5124118,-84.8128893,5.348,21.5,75.0,26.5,91.5,38.0,23.0,2022,8,23,14,0.76,203.0
43,51,190,2022-08-23 14:59:22,7.0,6.0,,5.0,2102.86,7.0,5.6,3.0,0.0,50.5124528,-84.8128213,5.6,21.5,75.0,25.5,82.5,40.0,23.0,2022,8,23,14,0.76,203.0
20,51,113,2022-08-23 14:59:23,7.0,6.0,,5.0,2108.69,7.0,5.336,3.0,0.0,50.5124849,-84.8127538,5.336,22.0,76.5,22.5,72.0,42.0,23.0,2022,8,23,14,0.76,203.0
0,51,0,2022-08-23 14:59:24,7.0,6.0,,5.0,2114.03,7.0,5.175,3.0,0.0,50.5125104,-84.8126845,5.175,23.0,77.5,19.0,61.5,44.0,23.0,2022,8,23,14,0.76,203.0
0,51,0,2022-08-23 14:59:25,7.0,6.0,,5.0,2118.88,7.0,4.989,3.0,0.0,50.5125312,-84.8126205,4.989,23.5,79.0,16.0,51.0,46.0,23.0,2022,8,23,14,0.76,203.0
0,51,0,2022-08-23 14:59:26,7.0,6.0,,5.0,2123.65,7.0,4.863,3.0,0.0,50.512543,-84.8125495,4.863,24.0,80.0,12.5,40.5,47.0,23.0,2022,8,23,14,0.76,203.0
0,51,0,2022-08-23 14:59:27,7.0,6.0,,5.0,2129.06,7.0,5.293,3.0,0.0,50.5125415,-84.8124719,5.293,24.5,81.5,9.0,30.0,49.0,23.0,2022,8,23,14,0.76,203.0
0,51,0,2022-08-23 14:59:28,7.0,6.0,,5.0,2133.91,7.0,4.891,3.0,0.0,50.5125323,-84.8124062,4.891,25.5,82.5,6.0,19.5,51.0,23.0,2022,8,23,14,0.76,203.0
54,51,14,2022-08-23 14:59:29,7.0,6.0,,5.0,2137.68,7.0,4.069,3.0,0.0,50.512517,-84.8123519,4.069,26.0,84.0,2.5,8.5,53.0,23.0,2022,8,23,14,0.76,203.0
64,51,77,2022-08-23 14:59:30,7.0,6.0,,5.0,2142.23,7.0,4.475,3.0,0.0,50.512489,-84.8122949,4.475,26.0,85.5,0.0,13.5,53.0,23.0,2022,8,23,14,0.76,203.0
71,51,124,2022-08-23 14:59:31,7.0,6.0,,5.0,2147.63,7.0,5.178,3.0,0.0,50.5124507,-84.812239,5.178,24.0,89.5,0.0,93.5,51.0,23.0,2022,8,23,14,0.76,203.0
78,51,167,2022-08-23 14:59:32,7.0,6.0,,5.0,2152.88,7.0,5.215,3.0,0.0,50.5124112,-84.8121889,5.215,24.0,88.0,5.0,93.5,48.0,23.0,2022,8,23,14,0.76,203.0
82,52,169,2022-08-23 14:59:33,7.0,6.0,,5.0,2157.92,7.0,5.107,3.0,0.0,50.5123713,-84.8121388,5.107,23.5,85.5,10.5,86.0,49.0,23.0,2022,8,23,14,0.76,203.0
81,52,167,2022-08-23 14:59:34,7.0,6.0,,5.0,2162.71,7.0,4.784,3.0,0.0,50.5123291,-84.8120966,4.784,23.5,83.0,15.5,79.0,50.0,23.0,2022,8,23,14,0.76,203.0
81,52,160,2022-08-23 14:59:35,7.199999999999989,6.0,,5.0,2166.76,7.199999999999989,4.232,3.0,0.0,50.5122946,-84.8120601,4.232,22.5,78.0,20.0,72.5,58.0,23.0,2022,8,23,14,0.76,203.0
59,52,99,2022-08-23 14:59:36,7.199999999999989,6.0,,5.0,2171.14,7.199999999999989,4.33,3.0,0.0,50.5122605,-84.8120192,4.33,18.5,62.0,19.5,69.0,78.0,23.0,2022,8,23,14,0.76,203.0
40,52,68,2022-08-23 14:59:37,7.399999999999977,6.0,,5.0,2175.8,7.399999999999977,4.588,3.0,0.0,50.5122218,-84.8119777,4.588,37.0,79.5,15.0,54.0,99.0,23.0,2022,8,23,14,0.76,203.0
28,52,51,2022-08-23 14:59:38,7.600000000000023,6.0,,5.0,2179.8,7.600000000000023,4.139,3.0,0.0,50.5121871,-84.8119413,4.139,,,,,,23.0,2022,8,23,14,0.76,203.0
16,52,34,2022-08-23 14:59:39,7.600000000000023,6.0,,5.0,2183.19,7.600000000000023,3.587,3.0,0.0,50.5121577,-84.8119133,3.587,,,,,,23.0,2022,8,23,14,0.76,203.0
4,52,0,2022-08-23 14:59:40,7.800000000000011,6.0,,5.0,2186.0,7.800000000000011,3.001,3.0,0.0,50.5121322,-84.8118951,3.001,,,,,,23.0,2022,8,23,14,0.76,203.0
0,52,0,2022-08-23 14:59:41,7.800000000000011,6.0,,5.0,2188.38,7.800000000000011,2.537,3.0,0.0,50.5121099,-84.8118769,2.537,,,,,,23.0,2022,8,23,14,0.76,203.0
0,52,0,2022-08-23 14:59:42,8.0,6.0,,5.0,2190.67,8.0,2.358,3.0,0.0,50.5120848,-84.8118629,2.358,,,,,,23.0,2022,8,23,14,0.76,203.0
0,52,0,2022-08-23 14:59:43,8.199999999999989,6.0,,5.0,2192.48,8.199999999999989,1.966,3.0,0.0,50.5120663,-84.8118539,1.966,,,,,,23.0,2022,8,23,14,0.76,203.0
0,52,0,2022-08-23 14:59:44,8.399999999999977,6.0,,5.0,2193.3,8.399999999999977,1.112,3.0,0.0,50.5120586,-84.8118488,1.112,,,,,,23.0,2022,8,23,14,0.76,203.0
0,52,0,2022-08-23 14:59:45,8.600000000000023,6.0,,5.0,2193.3,8.600000000000023,0.272,3.0,0.0,50.5120586,-84.8118488,0.272,,,,,,23.0,2022,8,23,14,0.76,203.0
0,52,0,2022-08-23 14:59:46,8.800000000000011,6.0,,5.0,2193.3,8.800000000000011,0.056,3.0,0.0,50.5120586,-84.8118488,0.056,,,,,,23.0,2022,8,23,14,0.76,203.0
0,52,0,2022-08-23 14:59:47,8.800000000000011,6.0,,5.0,2193.3,8.800000000000011,0.0,3.0,0.0,50.5120586,-84.8118488,0.0,,,,,,23.0,2022,8,23,14,0.76,203.0
0,52,0,2022-08-23 14:59:48,8.800000000000011,6.0,,5.0,2193.3,8.800000000000011,0.0,3.0,0.0,50.5120586,-84.8118488,0.0,,,,,,23.0,2022,8,23,14,0.76,203.0
0,52,0,2022-08-23 14:59:49,9.0,6.0,,5.0,2193.3,9.0,0.0,3.0,0.0,50.5120586,-84.8118488,0.0,,,,,,23.0,2022,8,23,14,0.76,203.0
