cadence,calories,distance,enhanced_speed,gps_accuracy,position_lat,position_long,power,speed,timestamp,battery_soc,left_pedal_smoothness,left_torque_effectiveness,right_pedal_smoothness,right_torque_effectiveness,temperature,left_right_balance,altitude,ascent,descent,enhanced_altitude,grade,year,month,day,hour,wind_speed,wind_direction
81,43,1731.74,7.383,3,50.5275643,-84.813576,254,7.383,2023-04-27 14:36:29,,26.5,88.0,25.5,88.5,15.0,55.0,4.199999999999989,2.0,5.0,4.199999999999989,2.34,2023,4,27,14,2.56,149.0
81,43,1738.48,6.978,3,50.5276326,-84.813601,261,6.978,2023-04-27 14:36:30,,25.5,84.0,26.5,91.5,15.0,52.0,4.399999999999977,3.0,5.0,4.399999999999977,2.22,2023,4,27,14,2.56,149.0
81,44,1745.15,6.785,3,50.5277005,-84.8136327,267,6.785,2023-04-27 14:36:31,,23.0,76.5,27.0,96.0,15.0,51.0,4.600000000000023,3.0,5.0,4.600000000000023,2.07,2023,4,27,14,2.56,149.0
81,44,1751.86,6.727,3,50.5277687,-84.8136646,272,6.727,2023-04-27 14:36:32,,25.0,83.5,27.0,97.0,15.0,55.0,4.600000000000023,3.0,5.0,4.600000000000023,1.94,2023,4,27,14,2.56,149.0
81,44,1758.44,6.571,3,50.5278351,-84.8136921,272,6.571,2023-04-27 14:36:33,,27.0,91.0,26.5,97.5,15.0,54.0,4.800000000000011,3.0,5.0,4.800000000000011,1.88,2023,4,27,14,2.56,149.0
80,44,1764.89,6.498,3,50.527901,-84.8137239,268,6.498,2023-04-27 14:36:34,,27.0,90.0,27.5,98.0,15.0,53.0,4.800000000000011,3.0,5.0,4.800000000000011,1.84,2023,4,27,14,2.56,149.0
80,45,1771.17,6.34,3,50.5279647,-84.8137557,245,6.34,2023-04-27 14:36:35,,26.5,89.0,28.0,97.5,15.0,54.0,5.0,3.0,5.0,5.0,1.82,2023,4,27,14,2.56,149.0
79,45,1777.63,6.423,3,50.5280309,-84.8137831,250,6.423,2023-04-27 14:36:36,,28.0,94.5,27.0,96.5,15.0,55.0,5.199999999999989,3.0,5.0,5.199999999999989,1.83,2023,4,27,14,2.56,149.0
80,45,1784.0,6.37,3,50.528097,-84.813815,260,6.37,2023-04-27 14:36:37,,26.0,95.0,27.0,96.0,15.0,52.0,5.399999999999977,4.0,5.0,5.399999999999977,1.86,2023,4,27,14,2.56,149.0
81,45,1790.45,6.448,3,50.5281627,-84.8138468,269,6.448,2023-04-27 14:36:38,,27.5,98.0,28.0,97.5,15.0,56.0,5.600000000000023,4.0,5.0,5.600000000000023,1.93,2023,4,27,14,2.56,149.0
82,46,1797.18,6.681,3,50.5282308,-84.8138785,278,6.681,2023-04-27 14:36:39,,28.0,98.0,27.5,95.5,15.0,58.0,5.600000000000023,4.0,5.0,5.600000000000023,1.98,2023,4,27,14,2.56,149.0
82,46,1803.67,6.608,2,50.5282969,-84.8139105,271,6.608,2023-04-27 14:36:40,,28.0,94.5,25.5,93.0,15.0,57.0,5.600000000000023,4.0,5.0,5.600000000000023,2.01,2023,4,27,14,2.56,149.0
82,46,1810.21,6.613,2,50.5283629,-84.81394,270,6.613,2023-04-27 14:36:41,,26.0,90.5,24.5,93.5,15.0,55.0,5.800000000000011,4.0,5.0,5.800000000000011,1.96,2023,4,27,14,2.56,149.0
83,46,1817.02,6.766,2,50.5284311,-84.8139718,261,6.766,2023-04-27 14:36:42,,26.0,90.5,24.5,94.0,15.0,53.0,6.0,4.0,5.0,6.0,1.87,2023,4,27,14,2.56,149.0
85,47,1823.79,6.845,2,50.5284993,-84.8140014,257,6.845,2023-04-27 14:36:43,,26.5,91.0,24.0,95.0,15.0,52.0,6.0,4.0,5.0,6.0,1.77,2023,4,27,14,2.56,149.0
86,47,1830.76,6.911,2,50.5285698,-84.8140332,227,6.911,2023-04-27 14:36:44,,25.5,88.0,22.0,87.0,15.0,55.0,6.199999999999989,5.0,5.0,6.199999999999989,1.65,2023,4,27,14,2.56,149.0
87,47,1838.07,6.958,2,50.5286447,-84.8140696,213,6.958,2023-04-27 14:36:45,,24.0,84.0,20.5,79.5,15.0,55.0,6.399999999999977,5.0,5.0,6.399999999999977,1.56,2023,4,27,14,2.56,149.0
89,47,1845.56,6.99,2,50.5287218,-84.8141059,205,6.99,2023-04-27 14:36:46,,23.5,81.5,21.5,81.0,15.0,54.0,6.399999999999977,5.0,5.0,6.399999999999977,1.53,2023,4,27,14,2.56,149.0
90,48,1853.2,7.17,2,50.5287992,-84.8141423,201,7.17,2023-04-27 14:36:47,,24.0,79.5,21.5,81.0,15.0,53.0,6.399999999999977,5.0,5.0,6.399999999999977,1.54,2023,4,27,14,2.56,149.0
86,48,1860.77,7.248,2,50.5288768,-84.8141743,202,7.248,2023-04-27 14:36:48,,24.0,81.5,20.0,76.5,15.0,55.0,6.399999999999977,5.0,5.0,6.399999999999977,1.47,2023,4,27,14,2.56,149.0
80,48,1868.44,7.208,2,50.5289546,-84.8142063,211,7.208,2023-04-27 14:36:49,,24.0,83.5,22.0,80.0,15.0,57.0,6.399999999999977,5.0,5.0,6.399999999999977,0.75,2023,4,27,14,2.56,149.0
80,48,1876.42,7.37,2,50.5290344,-84.8142428,207,7.37,2023-04-27 14:36:50,,24.5,85.0,29.0,94.5,15.0,57.0,6.199999999999989,5.0,5.0,6.199999999999989,0.0,2023,4,27,14,2.56,149.0
81,48,1884.25,7.51,2,50.5291156,-84.8142789,222,7.51,2023-04-27 14:36:51,,28.0,92.5,26.5,87.5,15.0,54.0,6.199999999999989,5.0,5.0,6.199999999999989,0.0,2023,4,27,14,2.56,149.0
82,49,1892.01,7.566,2,50.5291953,-84.8143153,257,7.566,2023-04-27 14:36:52,,28.0,95.5,26.5,92.0,15.0,55.0,6.199999999999989,5.0,5.0,6.199999999999989,0.0,2023,4,27,14,2.56,149.0
83,49,1899.9,7.694,2,50.529273,-84.8143564,262,7.694,2023-04-27 14:36:53,,28.0,94.5,25.5,92.5,15.0,55.0,6.399999999999977,5.0,5.0,6.399999999999977,0.0,2023,4,27,14,2.56,149.0
84,49,1907.76,7.763,2,50.5293525,-84.8143973,242,7.763,2023-04-27 14:36:54,,27.5,92.5,25.0,91.0,15.0,55.0,6.399999999999977,5.0,5.0,6.399999999999977,0.0,2023,4,27,14,2.56,149.0
85,49,1915.85,8.012,2,50.529436,-84.8144334,237,8.012,2023-04-27 14:36:55,,27.0,90.5,25.5,91.5,15.0,55.0,6.199999999999989,5.0,5.0,6.199999999999989,0.0,2023,4,27,14,2.56,149.0
86,50,1924.09,8.132,2,50.5295204,-84.8144699,246,8.132,2023-04-27 14:36:56,,26.5,89.5,26.0,95.5,15.0,54.0,6.199999999999989,5.0,5.0,6.199999999999989,0.0,2023,4,27,14,2.56,149.0
87,50,1932.19,7.983,2,50.5296028,-84.814511,250,7.983,2023-04-27 14:36:57,,24.5,84.5,26.0,96.0,15.0,52.0,6.199999999999989,5.0,5.0,6.199999999999989,0.0,2023,4,27,14,2.56,149.0
87,50,1940.26,7.977,2,50.5296825,-84.814552,242,7.977,2023-04-27 14:36:58,,26.0,88.0,25.0,90.0,15.0,53.0,6.199999999999989,5.0,5.0,6.199999999999989,0.0,2023,4,27,14,2.56,149.0
87,50,1948.36,7.97,2,50.5297624,-84.8145931,245,7.97,2023-04-27 14:36:59,,27.5,92.5,23.0,83.0,15.0,55.0,6.199999999999989,5.0,5.0,6.199999999999989,0.0,2023,4,27,14,2.56,149.0
87,51,1956.42,7.907,2,50.5298441,-84.814634,242,7.907,2023-04-27 14:37:00,,27.0,90.5,21.0,80.0,15.0,57.0,6.0,5.0,5.0,6.0,0.0,2023,4,27,14,2.56,149.0
87,51,1964.39,7.86,2,50.5299259,-84.8146704,241,7.86,2023-04-27 14:37:01,,26.5,88.0,19.0,77.0,15.0,58.0,5.800000000000011,5.0,5.0,5.800000000000011,0.0,2023,4,27,14,2.56,149.0
86,51,1972.32,7.882,2,50.5300076,-84.8147066,248,7.882,2023-04-27 14:37:02,,24.5,86.5,21.0,79.5,15.0,58.0,5.800000000000011,5.0,5.0,5.800000000000011,0.0,2023,4,27,14,2.56,149.0
86,51,1980.36,7.887,2,50.5300894,-84.8147475,245,7.887,2023-04-27 14:37:03,,25.0,86.0,21.5,81.5,15.0,59.0,5.600000000000023,5.0,5.0,5.600000000000023,0.0,2023,4,27,14,2.56,149.0
86,52,1988.43,7.875,2,50.530169,-84.8147885,252,7.875,2023-04-27 14:37:04,,26.5,88.0,22.0,83.5,15.0,59.0,5.600000000000023,5.0,5.0,5.600000000000023,0.0,2023,4,27,14,2.56,149.0
86,52,1996.41,7.86,2,50.5302486,-84.8148294,258,7.86,2023-04-27 14:37:05,,28.0,93.0,23.5,88.5,15.0,57.0,5.600000000000023,5.0,5.0,5.600000000000023,0.0,2023,4,27,14,2.56,149.0
86,52,2004.33,7.852,2,50.5303282,-84.8148704,253,7.852,2023-04-27 14:37:06,,27.0,91.0,23.0,86.5,15.0,56.0,5.600000000000023,5.0,5.0,5.600000000000023,0.0,2023,4,27,14,2.56,149.0
86,52,2012.22,7.852,2,50.5304074,-84.814911,243,7.852,2023-04-27 14:37:07,,26.0,89.5,22.5,85.0,15.0,53.0,5.800000000000011,5.0,5.0,5.800000000000011,0.0,2023,4,27,14,2.56,149.0
86,53,2020.24,7.912,2,50.5304898,-84.8149523,237,7.912,2023-04-27 14:37:08,,25.5,88.0,23.0,85.5,15.0,54.0,6.0,5.0,5.0,6.0,0.0,2023,4,27,14,2.56,149.0
87,53,2028.33,7.973,2,50.5305721,-84.8149889,238,7.973,2023-04-27 14:37:09,,25.0,87.5,24.5,87.5,15.0,56.0,6.0,5.0,5.0,6.0,0.0,2023,4,27,14,2.56,149.0
87,53,2036.38,7.992,2,50.5306542,-84.8150254,235,7.992,2023-04-27 14:37:10,,24.5,88.0,23.5,85.0,15.0,56.0,6.199999999999989,5.0,5.0,6.199999999999989,0.0,2023,4,27,14,2.56,149.0
88,53,2044.5,8.057,2,50.5307361,-84.8150663,234,8.057,2023-04-27 14:37:11,,25.0,87.5,23.0,84.5,15.0,56.0,6.199999999999989,5.0,5.0,6.199999999999989,0.0,2023,4,27,14,2.56,149.0
88,54,2052.63,8.108,2,50.5308179,-84.8151072,236,8.108,2023-04-27 14:37:12,,25.5,86.5,22.0,84.0,15.0,56.0,6.199999999999989,5.0,5.0,6.199999999999989,0.0,2023,4,27,14,2.56,149.0
89,54,2060.67,8.119,2,50.5308995,-84.8151435,241,8.119,2023-04-27 14:37:13,,25.5,86.0,21.5,83.5,15.0,56.0,6.199999999999989,5.0,5.0,6.199999999999989,0.0,2023,4,27,14,2.56,149.0
89,54,2068.85,8.185,2,50.5309812,-84.8151843,241,8.185,2023-04-27 14:37:14,,25.5,86.5,21.5,83.0,15.0,56.0,6.399999999999977,5.0,5.0,6.399999999999977,0.0,2023,4,27,14,2.56,149.0
89,54,2077.17,8.191,2,50.5310655,-84.8152254,241,8.191,2023-04-27 14:37:15,,25.5,86.5,21.5,83.0,15.0,56.0,6.399999999999977,5.0,5.0,6.399999999999977,0.0,2023,4,27,14,2.56,149.0
89,55,2085.41,8.148,2,50.5311478,-84.8152665,253,8.148,2023-04-27 14:37:16,,25.5,86.5,21.5,82.5,15.0,56.0,6.199999999999989,5.0,5.0,6.199999999999989,0.0,2023,4,27,14,2.56,149.0
89,55,2093.5,8.106,2,50.5312274,-84.8153075,255,8.106,2023-04-27 14:37:17,,25.5,87.0,21.5,82.0,15.0,56.0,6.0,5.0,5.0,6.0,0.0,2023,4,27,14,2.56,149.0
88,55,2101.47,8.05,2,50.5313091,-84.8153483,249,8.05,2023-04-27 14:37:18,,25.5,88.0,21.5,82.5,15.0,55.0,6.0,5.0,5.0,6.0,0.0,2023,4,27,14,2.56,149.0
88,55,2109.45,8.047,2,50.5313913,-84.8153894,236,8.047,2023-04-27 14:37:19,,25.0,90.0,21.5,84.0,15.0,54.0,6.0,5.0,5.0,6.0,0.0,2023,4,27,14,2.56,149.0
88,55,2117.51,8.037,2,50.5314734,-84.8154259,229,8.037,2023-04-27 14:37:20,,25.0,89.0,22.0,83.5,15.0,52.0,6.199999999999989,5.0,5.0,6.199999999999989,0.0,2023,4,27,14,2.56,149.0
88,56,2125.47,8.038,2,50.5315528,-84.8154667,229,8.038,2023-04-27 14:37:21,,25.5,88.0,22.0,82.5,15.0,58.0,6.199999999999989,5.0,5.0,6.199999999999989,0.0,2023,4,27,14,2.56,149.0
88,56,2133.46,8.056,2,50.5316324,-84.8155077,227,8.056,2023-04-27 14:37:22,,25.5,87.0,22.5,82.0,15.0,58.0,6.199999999999989,5.0,5.0,6.199999999999989,0.0,2023,4,27,14,2.56,149.0
88,56,2141.63,8.065,2,50.5317145,-84.8155442,223,8.065,2023-04-27 14:37:23,,26.0,86.5,22.5,81.5,15.0,57.0,6.199999999999989,5.0,5.0,6.199999999999989,0.0,2023,4,27,14,2.56,149.0
88,56,2149.7,8.063,2,50.5317959,-84.8155803,214,8.063,2023-04-27 14:37:24,,26.0,85.5,22.5,80.5,15.0,55.0,6.0,5.0,5.0,6.0,0.0,2023,4,27,14,2.56,149.0
88,57,2157.71,8.067,2,50.5318776,-84.8156211,211,8.067,2023-04-27 14:37:25,,24.5,87.0,20.5,78.0,15.0,52.0,6.0,5.0,5.0,6.0,0.0,2023,4,27,14,2.56,149.0
88,57,2165.81,8.063,2,50.5319601,-84.8156624,212,8.063,2023-04-27 14:37:26,,25.0,87.0,20.0,77.5,15.0,55.0,6.0,5.0,5.0,6.0,0.0,2023,4,27,14,2.56,149.0
88,57,2173.82,8.052,2,50.5320416,-84.8156986,215,8.052,2023-04-27 14:37:27,,25.0,87.5,20.0,77.0,15.0,57.0,6.0,5.0,5.0,6.0,0.0,2023,4,27,14,2.56,149.0
88,57,2181.79,8.05,2,50.5321234,-84.8157394,204,8.05,2023-04-27 14:37:28,,25.5,87.5,19.5,76.5,15.0,59.0,6.0,5.0,5.0,6.0,0.0,2023,4,27,14,2.56,149.0
88,57,2189.93,8.109,2,50.532206,-84.8157808,202,8.109,2023-04-27 14:37:29,,26.0,88.0,19.0,76.0,15.0,62.0,6.0,5.0,5.0,6.0,0.0,2023,4,27,14,2.56,149.0
89,58,2198.11,8.159,2,50.5322879,-84.8158217,206,8.159,2023-04-27 14:37:30,,25.0,86.5,21.0,81.0,15.0,60.0,6.0,5.0,5.0,6.0,0.0,2023,4,27,14,2.56,149.0
90,58,2206.34,8.17,2,50.5323706,-84.8158626,192,8.17,2023-04-27 14:37:31,,23.0,81.0,20.5,78.0,15.0,58.0,6.0,5.0,5.0,6.0,0.0,2023,4,27,14,2.56,149.0
91,58,2214.8,8.205,2,50.5324551,-84.8158991,173,8.205,2023-04-27 14:37:32,,21.0,74.0,19.5,71.0,15.0,56.0,6.0,5.0,5.0,6.0,0.0,2023,4,27,14,2.56,149.0
92,58,2223.09,8.393,2,50.53254,-84.8159398,169,8.393,2023-04-27 14:37:33,,19.5,69.0,18.5,65.0,15.0,56.0,6.0,5.0,5.0,6.0,0.0,2023,4,27,14,2.56,149.0
92,58,2231.43,8.509,2,50.5326263,-84.8159808,173,8.509,2023-04-27 14:37:34,,21.0,73.5,18.5,65.0,15.0,57.0,5.800000000000011,5.0,5.0,5.800000000000011,0.0,2023,4,27,14,2.56,149.0
93,58,2239.93,8.438,2,50.5327112,-84.816022,157,8.438,2023-04-27 14:37:35,,21.0,71.0,17.0,62.0,15.0,59.0,5.800000000000011,5.0,5.0,5.800000000000011,0.0,2023,4,27,14,2.56,149.0
92,59,2248.43,8.529,2,50.532795,-84.8160673,136,8.529,2023-04-27 14:37:36,,21.5,67.5,16.0,59.0,15.0,53.0,5.600000000000023,5.0,5.0,5.600000000000023,0.0,2023,4,27,14,2.56,149.0
86,59,2256.95,8.634,2,50.5328805,-84.8161123,140,8.634,2023-04-27 14:37:37,,21.5,67.5,15.5,59.0,15.0,54.0,5.399999999999977,5.0,5.0,5.399999999999977,0.0,2023,4,27,14,2.56,149.0
84,59,2265.54,8.71,2,50.5329673,-84.816158,160,8.71,2023-04-27 14:37:38,,22.0,72.5,16.5,63.0,15.0,57.0,5.399999999999977,5.0,5.0,5.399999999999977,0.0,2023,4,27,14,2.56,149.0
84,59,2274.33,8.828,2,50.5330549,-84.8162041,164,8.828,2023-04-27 14:37:39,,22.0,77.5,18.0,67.0,15.0,59.0,5.199999999999989,5.0,5.0,5.199999999999989,0.0,2023,4,27,14,2.56,149.0
85,59,2283.12,8.735,2,50.5331438,-84.8162497,167,8.735,2023-04-27 14:37:40,,20.5,72.0,17.0,65.5,15.0,61.0,5.199999999999989,5.0,5.0,5.199999999999989,0.0,2023,4,27,14,2.56,149.0
86,59,2291.83,8.714,2,50.5332325,-84.8162952,158,8.714,2023-04-27 14:37:41,,18.5,65.5,15.5,64.5,15.0,54.0,5.0,5.0,5.0,5.0,0.0,2023,4,27,14,2.56,149.0
86,60,2300.7,8.84,2,50.5333211,-84.8163361,140,8.84,2023-04-27 14:37:42,,18.0,64.0,15.0,63.5,15.0,55.0,4.800000000000011,5.0,5.0,4.800000000000011,0.0,2023,4,27,14,2.56,149.0
86,60,2309.63,8.854,2,50.5334121,-84.816377,131,8.854,2023-04-27 14:37:43,,18.5,66.5,15.0,62.5,15.0,58.0,4.600000000000023,5.0,5.0,4.600000000000023,0.0,2023,4,27,14,2.56,149.0
76,60,2318.46,8.847,2,50.5335011,-84.8164226,111,8.847,2023-04-27 14:37:44,,17.0,61.0,15.5,58.5,15.0,58.0,4.600000000000023,5.0,5.0,4.600000000000023,0.0,2023,4,27,14,2.56,149.0
53,60,2327.14,8.758,2,50.5335872,-84.8164679,81,8.758,2023-04-27 14:37:45,,18.0,64.0,15.5,57.5,15.0,57.0,4.399999999999977,5.0,5.0,4.399999999999977,0.0,2023,4,27,14,2.56,149.0
30,60,2335.78,8.663,2,50.5336736,-84.8165134,50,8.663,2023-04-27 14:37:46,,19.0,67.5,15.0,56.5,15.0,56.0,4.199999999999989,5.0,5.0,4.199999999999989,0.0,2023,4,27,14,2.56,149.0
7,60,2344.36,8.404,2,50.5337604,-84.8165591,19,8.404,2023-04-27 14:37:47,,20.5,71.0,15.0,55.5,15.0,55.0,4.199999999999989,5.0,5.0,4.199999999999989,0.0,2023,4,27,14,2.56,149.0
0,60,2351.72,6.644,2,50.5338352,-84.8165909,0,6.644,2023-04-27 14:37:48,,21.5,74.5,14.5,54.5,15.0,54.0,4.199999999999989,5.0,5.0,4.199999999999989,0.0,2023,4,27,14,2.56,149.0
0,60,2356.77,3.99,2,50.5338855,-84.8166092,0,3.99,2023-04-27 14:37:49,,22.5,78.5,14.5,53.0,15.0,53.0,4.199999999999989,5.0,5.0,4.199999999999989,0.0,2023,4,27,14,2.56,149.0
23,60,2360.36,3.412,2,50.533922,-84.8166274,7,3.412,2023-04-27 14:37:50,,23.5,82.0,14.5,52.0,15.0,52.0,4.399999999999977,5.0,5.0,4.399999999999977,0.0,2023,4,27,14,2.56,149.0
72,60,2364.32,4.352,2,50.5339629,-84.8166456,70,4.352,2023-04-27 14:37:51,,25.0,85.5,14.0,51.0,15.0,51.0,4.399999999999977,5.0,5.0,4.399999999999977,0.0,2023,4,27,14,2.56,149.0
40,60,2369.02,4.959,2,50.5340107,-84.8166684,189,4.959,2023-04-27 14:37:52,,26.0,89.5,14.0,50.5,15.0,50.0,4.399999999999977,5.0,5.0,4.399999999999977,0.0,2023,4,27,14,2.56,149.0
44,60,2374.18,5.396,2,50.5340631,-84.8166912,229,5.396,2023-04-27 14:37:53,,27.0,94.0,16.5,58.0,15.0,50.0,4.399999999999977,5.0,5.0,4.399999999999977,0.0,2023,4,27,14,2.56,149.0
49,61,2379.88,6.077,2,50.5341219,-84.8167093,265,6.077,2023-04-27 14:37:54,,25.0,95.5,30.0,95.0,15.0,51.0,4.199999999999989,5.0,5.0,4.199999999999989,0.0,2023,4,27,14,2.56,149.0
55,61,2386.15,6.678,2,50.5341878,-84.8167319,363,6.678,2023-04-27 14:37:55,,22.5,89.5,26.5,94.5,15.0,49.0,4.0,5.0,5.0,4.0,0.0,2023,4,27,14,2.56,149.0
62,61,2392.78,6.938,2,50.5342561,-84.8167593,345,6.938,2023-04-27 14:37:56,,21.0,86.5,25.0,93.5,15.0,51.0,3.8000000000000114,5.0,5.0,3.8000000000000114,0.0,2023,4,27,14,2.56,149.0
62,62,2399.78,7.288,2,50.5343266,-84.8167955,343,7.288,2023-04-27 14:37:57,,20.5,79.5,24.0,93.0,15.0,43.0,3.6000000000000227,5.0,5.0,3.6000000000000227,0.0,2023,4,27,14,2.56,149.0
67,62,2407.08,7.396,2,50.5343976,-84.8168413,295,7.396,2023-04-27 14:37:58,,22.0,71.5,21.0,89.0,15.0,43.0,3.3999999999999773,5.0,5.0,3.3999999999999773,0.0,2023,4,27,14,2.56,149.0
77,62,2414.39,7.398,2,50.53447,-84.8168821,214,7.398,2023-04-27 14:37:59,,25.0,79.5,16.0,76.5,15.0,54.0,3.1999999999999886,5.0,5.0,3.1999999999999886,0.0,2023,4,27,14,2.56,149.0
88,62,2421.83,7.424,2,50.5345449,-84.8169229,206,7.424,2023-04-27 14:38:00,,26.0,80.0,23.0,83.5,15.0,56.0,3.0,5.0,5.0,3.0,0.0,2023,4,27,14,2.56,149.0
90,63,2429.46,7.544,2,50.5346183,-84.8169687,229,7.544,2023-04-27 14:38:01,,24.0,84.0,22.0,76.0,15.0,62.0,2.8000000000000114,5.0,5.0,2.8000000000000114,0.0,2023,4,27,14,2.56,149.0
87,63,2437.23,7.816,2,50.5346956,-84.8170097,228,7.816,2023-04-27 14:38:02,,22.5,85.0,20.0,74.0,15.0,62.0,2.8000000000000114,5.0,6.0,2.8000000000000114,-0.95,2023,4,27,14,2.56,149.0
88,63,2445.09,7.874,2,50.5347752,-84.8170506,246,7.874,2023-04-27 14:38:03,,22.5,82.0,21.5,84.5,15.0,59.0,2.6000000000000227,5.0,6.0,2.6000000000000227,-2.23,2023,4,27,14,2.56,149.0
88,63,2452.88,7.791,2,50.5348528,-84.8170962,261,7.791,2023-04-27 14:38:04,,23.5,86.0,23.5,87.0,15.0,56.0,2.6000000000000227,5.0,6.0,2.6000000000000227,-2.15,2023,4,27,14,2.56,149.0
88,64,2460.55,7.692,2,50.5349277,-84.8171416,262,7.692,2023-04-27 14:38:05,,25.0,90.5,25.5,89.0,15.0,57.0,2.6000000000000227,5.0,6.0,2.6000000000000227,-2.01,2023,4,27,14,2.56,149.0
88,64,2467.96,7.695,2,50.5349995,-84.8171865,259,7.695,2023-04-27 14:38:06,,25.5,89.0,25.5,90.0,15.0,56.0,2.3999999999999773,5.0,7.0,2.3999999999999773,-1.81,2023,4,27,14,2.56,149.0
88,64,2475.27,7.83,2,50.53507,-84.8172319,239,7.83,2023-04-27 14:38:07,,23.5,83.0,22.5,86.5,15.0,55.0,2.3999999999999773,5.0,7.0,2.3999999999999773,-1.56,2023,4,27,14,2.56,149.0
88,64,2482.68,7.685,2,50.5351408,-84.8172777,224,7.685,2023-04-27 14:38:08,,22.5,83.0,19.0,76.0,15.0,55.0,2.1999999999999886,5.0,7.0,2.1999999999999886,-1.33,2023,4,27,14,2.56,149.0
88,65,2490.35,7.386,2,50.5352181,-84.8173188,198,7.386,2023-04-27 14:38:09,,22.0,77.5,20.0,74.0,15.0,56.0,2.1999999999999886,5.0,7.0,2.1999999999999886,-1.13,2023,4,27,14,2.56,149.0
87,65,2498.08,7.295,2,50.5352961,-84.8173554,203,7.295,2023-04-27 14:38:10,,22.5,82.5,18.0,69.5,15.0,56.0,2.1999999999999886,5.0,7.0,2.1999999999999886,-0.96,2023,4,27,14,2.56,149.0
87,65,2505.53,7.323,2,50.5353712,-84.8173919,216,7.323,2023-04-27 14:38:11,,22.5,85.5,17.5,69.0,15.0,56.0,2.0,5.0,7.0,2.0,-0.86,2023,4,27,14,2.56,149.0
86,65,2513.14,7.442,2,50.535451,-84.8174238,219,7.442,2023-04-27 14:38:12,,21.0,81.5,20.5,74.5,15.0,54.0,2.0,5.0,7.0,2.0,-0.81,2023,4,27,14,2.56,149.0
87,65,2520.75,7.392,3,50.5355306,-84.8174556,215,7.392,2023-04-27 14:38:13,,19.5,77.0,23.0,80.5,15.0,52.0,2.0,5.0,7.0,2.0,-0.76,2023,4,27,14,2.56,149.0
87,66,2528.16,7.332,3,50.5356058,-84.8174921,207,7.332,2023-04-27 14:38:14,,22.0,83.5,21.5,78.5,15.0,51.0,2.0,5.0,7.0,2.0,-0.43,2023,4,27,14,2.56,149.0
88,66,2535.56,7.309,3,50.5356785,-84.8175284,205,7.309,2023-04-27 14:38:15,,22.0,82.0,21.5,77.5,15.0,53.0,2.0,5.0,7.0,2.0,0.0,2023,4,27,14,2.56,149.0
88,66,2542.96,7.362,3,50.5357513,-84.8175694,198,7.362,2023-04-27 14:38:16,,21.5,78.0,21.5,77.5,15.0,54.0,1.8000000000000114,5.0,7.0,1.8000000000000114,0.0,2023,4,27,14,2.56,149.0
88,66,2550.56,7.438,3,50.5358261,-84.8176147,186,7.438,2023-04-27 14:38:17,,21.0,74.0,21.5,77.0,15.0,54.0,1.8000000000000114,5.0,7.0,1.8000000000000114,0.0,2023,4,27,14,2.56,149.0
87,66,2558.38,7.453,3,50.5359034,-84.8176601,179,7.453,2023-04-27 14:38:18,,20.0,70.5,19.5,77.0,15.0,53.0,1.8000000000000114,5.0,7.0,1.8000000000000114,0.0,2023,4,27,14,2.56,149.0
87,67,2566.27,7.624,3,50.5359815,-84.8177061,177,7.624,2023-04-27 14:38:19,,21.0,77.5,17.0,64.5,15.0,55.0,2.0,5.0,7.0,2.0,0.0,2023,4,27,14,2.56,149.0
87,67,2574.24,7.837,3,50.5360564,-84.817756,196,7.837,2023-04-27 14:38:20,,22.5,81.5,20.0,75.0,15.0,55.0,2.0,5.0,7.0,2.0,0.0,2023,4,27,14,2.56,149.0
87,67,2582.31,7.84,3,50.5361297,-84.817818,207,7.84,2023-04-27 14:38:21,,22.5,80.5,23.5,85.0,15.0,54.0,2.0,5.0,7.0,2.0,0.0,2023,4,27,14,2.56,149.0
88,67,2590.49,7.808,3,50.5362049,-84.8178865,206,7.808,2023-04-27 14:38:22,,20.5,77.0,24.0,84.5,15.0,54.0,2.1999999999999886,5.0,7.0,2.1999999999999886,0.0,2023,4,27,14,2.56,149.0
88,67,2598.61,7.865,3,50.5362788,-84.8179467,202,7.865,2023-04-27 14:38:23,,21.5,78.0,23.0,81.0,15.0,53.0,2.1999999999999886,5.0,7.0,2.1999999999999886,0.0,2023,4,27,14,2.56,149.0
89,68,2606.81,7.969,3,50.5363536,-84.8180056,198,7.969,2023-04-27 14:38:24,,22.5,79.0,21.5,78.0,15.0,55.0,2.3999999999999773,5.0,7.0,2.3999999999999773,0.0,2023,4,27,14,2.56,149.0
89,68,2615.14,8.026,3,50.5364294,-84.8180698,200,8.026,2023-04-27 14:38:25,,21.0,76.0,21.0,76.0,15.0,54.0,2.1999999999999886,5.0,7.0,2.1999999999999886,0.0,2023,4,27,14,2.56,149.0
90,68,2623.33,8.027,3,50.5365045,-84.8181336,194,8.027,2023-04-27 14:38:26,,19.5,72.0,20.5,76.0,15.0,55.0,2.1999999999999886,5.0,7.0,2.1999999999999886,0.0,2023,4,27,14,2.56,149.0
90,68,2631.66,8.127,3,50.5365819,-84.8181973,187,8.127,2023-04-27 14:38:27,,23.5,77.5,19.0,76.0,15.0,57.0,2.3999999999999773,5.0,7.0,2.3999999999999773,0.0,2023,4,27,14,2.56,149.0
90,68,2639.91,8.028,3,50.536655,-84.8182613,170,8.028,2023-04-27 14:38:28,,21.0,78.0,19.0,76.0,15.0,58.0,2.1999999999999886,5.0,7.0,2.1999999999999886,0.0,2023,4,27,14,2.56,149.0
