cadence,calories,distance,enhanced_speed,gps_accuracy,position_lat,position_long,power,speed,timestamp,battery_soc,heart_rate,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,right_pedal_smoothness,right_torque_effectiveness,temperature,altitude,enhanced_altitude,ascent,descent,grade,year,month,day,hour,wind_speed,wind_direction
0.0,647,24289.99,5.751,2,39.0763679,-139.8790009,0.0,5.751,2022-07-11 01:45:04,,158.0,24.5,54.0,86.0,23.0,79.0,20.0,22.799999999999955,22.799999999999955,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
0.0,647,24295.51,5.451,2,39.0763452,-139.8790643,0.0,5.451,2022-07-11 01:45:05,,158.0,24.5,55.0,87.0,23.0,79.5,20.0,23.0,23.0,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
0.0,647,24300.37,4.653,2,39.0763363,-139.8791266,0.0,4.653,2022-07-11 01:45:06,,158.0,25.0,57.0,88.0,22.5,80.0,20.0,23.200000000000045,23.200000000000045,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
0.0,647,24304.51,3.301,2,39.0763271,-139.8791729,0.0,3.301,2022-07-11 01:45:07,,158.0,25.0,58.0,89.5,22.5,80.5,20.0,23.399999999999977,23.399999999999977,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
0.0,647,24307.35,2.382,2,39.076327,-139.8792093,0.0,2.382,2022-07-11 01:45:08,,158.0,25.5,59.0,90.5,22.5,81.0,20.0,23.600000000000023,23.600000000000023,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
0.0,647,24309.25,1.623,2,39.076327,-139.8792369,0.0,1.623,2022-07-11 01:45:09,,156.0,25.5,60.0,91.5,22.5,81.5,20.0,23.600000000000023,23.600000000000023,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
0.0,647,24311.27,2.666,2,39.076327,-139.8792641,0.0,2.666,2022-07-11 01:45:10,,156.0,26.0,61.0,92.5,22.5,82.0,20.0,23.799999999999955,23.799999999999955,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
0.0,647,24314.31,3.315,2,39.0763224,-139.8793011,0.0,3.315,2022-07-11 01:45:11,,156.0,26.0,62.0,93.5,22.5,82.0,20.0,23.799999999999955,23.799999999999955,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
28.0,647,24318.39,4.863,2,39.0763089,-139.8793463,34.0,4.863,2022-07-11 01:45:12,,155.0,26.5,63.0,94.5,22.5,82.5,20.0,23.799999999999955,23.799999999999955,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
55.0,647,24323.58,5.08,2,39.0762865,-139.8794091,312.0,5.08,2022-07-11 01:45:13,,156.0,25.5,57.0,92.5,22.5,83.0,20.0,23.799999999999955,23.799999999999955,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
59.0,647,24328.51,5.412,2,39.0762458,-139.879455,300.0,5.412,2022-07-11 01:45:14,,156.0,20.0,45.0,76.5,22.5,83.0,20.0,23.600000000000023,23.600000000000023,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
64.0,648,24334.08,6.015,2,39.0761959,-139.8794826,287.0,6.015,2022-07-11 01:45:15,,155.0,17.5,48.0,70.0,27.5,93.5,20.0,23.600000000000023,23.600000000000023,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
74.0,648,24340.83,6.831,2,39.0761274,-139.8795192,361.0,6.831,2022-07-11 01:45:16,,155.0,20.0,50.0,82.5,25.5,92.5,20.0,23.399999999999977,23.399999999999977,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
81.0,649,24347.72,7.061,2,39.0760632,-139.8795649,441.0,7.061,2022-07-11 01:45:17,,155.0,22.5,52.0,94.0,22.5,88.5,20.0,23.399999999999977,23.399999999999977,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
86.0,649,24355.19,7.96,2,39.0759998,-139.8796193,517.0,7.96,2022-07-11 01:45:18,,155.0,22.0,52.0,93.5,22.0,90.0,20.0,23.600000000000023,23.600000000000023,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
90.0,650,24363.08,7.778,2,39.0759278,-139.8796822,509.0,7.778,2022-07-11 01:45:19,,156.0,20.5,50.0,94.5,20.0,97.0,20.0,23.600000000000023,23.600000000000023,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
92.0,650,24371.03,7.801,2,39.0758631,-139.8797377,429.0,7.801,2022-07-11 01:45:20,,155.0,20.0,51.0,82.0,19.5,96.5,20.0,23.600000000000023,23.600000000000023,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
94.0,650,24379.32,8.147,2,39.0757893,-139.8798023,309.0,8.147,2022-07-11 01:45:21,,155.0,22.5,51.0,79.5,19.0,83.5,20.0,23.399999999999977,23.399999999999977,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
96.0,651,24387.6,8.278,2,39.0757222,-139.879865,328.0,8.278,2022-07-11 01:45:22,,155.0,24.5,52.0,81.0,20.0,74.0,20.0,23.399999999999977,23.399999999999977,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
97.0,651,24396.03,8.362,2,39.0756493,-139.8799378,294.0,8.362,2022-07-11 01:45:23,,154.0,24.0,51.0,82.0,23.0,79.0,20.0,23.200000000000045,23.200000000000045,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
98.0,651,24404.39,8.365,2,39.0755766,-139.8799925,295.0,8.365,2022-07-11 01:45:24,,153.0,23.0,49.0,83.0,26.0,84.5,20.0,23.0,23.0,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
98.0,651,24412.61,8.37,2,39.0755021,-139.8800538,293.0,8.37,2022-07-11 01:45:25,,153.0,23.0,47.0,82.0,24.0,82.5,20.0,23.0,23.0,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
89.0,652,24421.4,8.332,2,39.0754264,-139.8801199,275.0,8.332,2022-07-11 01:45:26,,154.0,23.0,50.0,81.5,23.0,80.5,20.0,23.0,23.0,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
73.0,652,24429.76,8.113,2,39.0753538,-139.8801834,233.0,8.113,2022-07-11 01:45:27,,154.0,23.5,79.0,82.0,22.0,78.0,20.0,23.200000000000045,23.200000000000045,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
94.0,652,24438.1,8.43,2,39.0752808,-139.8802472,209.0,8.43,2022-07-11 01:45:28,,154.0,23.5,80.0,81.5,23.0,79.0,20.0,23.200000000000045,23.200000000000045,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
96.0,652,24446.45,8.262,2,39.075209,-139.8803101,261.0,8.262,2022-07-11 01:45:29,,156.0,23.5,46.0,78.0,29.0,89.5,20.0,23.200000000000045,23.200000000000045,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
96.0,653,24454.51,8.267,2,39.0751416,-139.8803729,270.0,8.267,2022-07-11 01:45:30,,157.0,23.0,44.0,75.0,27.0,87.0,20.0,23.200000000000045,23.200000000000045,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
88.0,653,24463.03,8.042,2,39.0750664,-139.8804388,257.0,8.042,2022-07-11 01:45:31,,156.0,22.0,44.0,72.5,24.5,83.5,20.0,23.200000000000045,23.200000000000045,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
50.0,653,24470.73,7.31,2,39.0749985,-139.8804931,234.0,7.31,2022-07-11 01:45:32,,154.0,18.0,27.0,67.5,22.5,79.0,20.0,23.399999999999977,23.399999999999977,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
45.0,653,24477.16,6.291,2,39.0749424,-139.8805363,92.0,6.291,2022-07-11 01:45:33,,152.0,1.0,18.0,56.0,19.0,69.5,20.0,23.600000000000023,23.600000000000023,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
59.0,653,24483.37,5.271,2,39.0748889,-139.8805844,54.0,5.271,2022-07-11 01:45:34,,150.0,7.0,98.0,45.0,13.5,56.5,20.0,23.799999999999955,23.799999999999955,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
53.0,653,24487.94,3.777,2,39.0748478,-139.880621,32.0,3.777,2022-07-11 01:45:35,,148.0,10.5,100.0,46.0,8.5,47.0,20.0,24.0,24.0,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
46.0,653,24491.09,2.824,2,39.0748209,-139.8806389,17.0,2.824,2022-07-11 01:45:36,,147.0,12.0,100.0,52.0,4.0,39.0,20.0,24.200000000000045,24.200000000000045,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
41.0,653,24494.15,3.239,2,39.0747935,-139.8806662,23.0,3.239,2022-07-11 01:45:37,,146.0,15.0,96.0,64.5,1.0,31.0,20.0,24.200000000000045,24.200000000000045,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
40.0,653,24497.52,3.727,2,39.0747631,-139.8806923,80.0,3.727,2022-07-11 01:45:38,,146.0,24.0,87.0,98.0,5.5,23.0,20.0,24.200000000000045,24.200000000000045,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
47.0,654,24502.1,5.191,2,39.0747251,-139.8807301,139.0,5.191,2022-07-11 01:45:39,,146.0,22.5,71.0,93.5,28.5,80.0,20.0,24.200000000000045,24.200000000000045,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
59.0,654,24507.29,5.554,2,39.0746803,-139.8807659,251.0,5.554,2022-07-11 01:45:40,,146.0,22.5,56.0,91.0,33.0,96.5,20.0,24.200000000000045,24.200000000000045,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
68.0,654,24512.99,6.168,2,39.0746323,-139.8808095,348.0,6.168,2022-07-11 01:45:41,,146.0,22.0,52.0,88.5,28.0,93.5,20.0,24.200000000000045,24.200000000000045,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
77.0,655,24519.53,6.461,2,39.0745753,-139.8808662,379.0,6.461,2022-07-11 01:45:42,,146.0,20.0,54.0,87.0,21.5,88.0,20.0,24.200000000000045,24.200000000000045,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
83.0,655,24526.02,7.213,2,39.0745179,-139.8809105,396.0,7.213,2022-07-11 01:45:43,,148.0,20.5,54.0,90.0,20.5,88.0,20.0,24.0,24.0,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
97.0,656,24533.95,8.094,2,39.0744479,-139.8809664,495.0,8.094,2022-07-11 01:45:44,,146.0,21.0,51.0,93.5,19.5,88.5,20.0,24.0,24.0,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
98.0,656,24541.68,8.008,2,39.0743826,-139.8810273,494.0,8.008,2022-07-11 01:45:45,,146.0,21.5,48.0,88.0,19.5,88.0,20.0,23.799999999999955,23.799999999999955,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
95.0,656,24550.14,8.154,2,39.0743071,-139.8810935,422.0,8.154,2022-07-11 01:45:46,,146.0,21.0,50.0,79.5,20.0,86.5,20.0,23.799999999999955,23.799999999999955,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
70.0,657,24558.18,8.163,2,39.0742392,-139.8811479,333.0,8.163,2022-07-11 01:45:47,,145.0,18.0,65.0,72.0,21.0,82.5,20.0,23.600000000000023,23.600000000000023,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
93.0,657,24566.44,8.257,2,39.0741661,-139.8812118,160.0,8.257,2022-07-11 01:45:48,,145.0,15.5,87.0,64.0,22.0,78.5,20.0,23.399999999999977,23.399999999999977,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
101.0,657,24574.72,8.43,2,39.0740942,-139.8812747,180.0,8.43,2022-07-11 01:45:49,,144.0,19.0,60.0,67.5,22.0,78.5,20.0,23.200000000000045,23.200000000000045,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
99.0,657,24583.27,8.433,2,39.0740199,-139.8813398,219.0,8.433,2022-07-11 01:45:50,,145.0,20.5,53.0,70.5,22.0,78.5,20.0,23.200000000000045,23.200000000000045,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
99.0,657,24591.88,8.544,2,39.0739418,-139.8813949,239.0,8.544,2022-07-11 01:45:51,,146.0,19.5,53.0,71.5,22.0,77.0,20.0,23.0,23.0,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
100.0,658,24600.39,8.638,2,39.0738699,-139.8814578,240.0,8.638,2022-07-11 01:45:52,,147.0,18.5,54.0,69.5,21.5,71.0,20.0,23.0,23.0,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
101.0,658,24608.84,8.652,2,39.0737941,-139.8815203,216.0,8.652,2022-07-11 01:45:53,,148.0,16.5,55.0,66.5,19.5,68.0,20.0,23.0,23.0,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
102.0,658,24617.88,8.763,2,39.0737151,-139.8815944,217.0,8.763,2022-07-11 01:45:54,,149.0,17.0,53.0,68.5,20.0,69.5,20.0,23.0,23.0,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
103.0,658,24626.08,8.763,2,39.0736459,-139.881655,219.0,8.763,2022-07-11 01:45:55,,149.0,18.0,49.0,72.5,22.0,71.5,20.0,23.0,23.0,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
103.0,659,24635.35,8.772,2,39.0735651,-139.8817218,221.0,8.772,2022-07-11 01:45:56,,149.0,18.0,44.0,71.5,22.5,73.0,20.0,23.0,23.0,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
103.0,659,24644.04,8.87,2,39.0734879,-139.8817853,204.0,8.87,2022-07-11 01:45:57,,151.0,13.0,43.0,56.5,20.5,71.5,20.0,23.0,23.0,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
103.0,659,24653.12,8.867,2,39.0734103,-139.8818583,203.0,8.867,2022-07-11 01:45:58,,153.0,19.5,53.0,72.5,21.0,73.0,20.0,23.0,23.0,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
104.0,659,24661.68,8.867,2,39.073335,-139.8819203,205.0,8.867,2022-07-11 01:45:59,,155.0,17.5,47.0,70.0,21.0,73.5,20.0,22.799999999999955,22.799999999999955,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
104.0,659,24670.75,8.884,2,39.0732571,-139.8819845,202.0,8.884,2022-07-11 01:46:00,,155.0,16.5,47.0,65.5,21.0,74.5,20.0,22.600000000000023,22.600000000000023,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
104.0,659,24679.61,8.893,2,39.0731751,-139.8820484,195.0,8.893,2022-07-11 01:46:01,,154.0,18.0,49.0,64.5,21.5,75.0,20.0,22.600000000000023,22.600000000000023,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
104.0,660,24688.7,8.776,2,39.0730969,-139.8821127,179.0,8.776,2022-07-11 01:46:02,,154.0,16.0,48.0,62.5,20.5,70.0,20.0,22.600000000000023,22.600000000000023,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
83.0,660,24697.24,8.664,2,39.0730211,-139.8821751,149.0,8.664,2022-07-11 01:46:03,,155.0,17.0,46.0,63.5,18.0,68.5,20.0,22.399999999999977,22.399999999999977,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
55.0,660,24705.92,8.387,2,39.0729465,-139.8822403,113.0,8.387,2022-07-11 01:46:04,,155.0,17.5,45.0,66.0,18.0,70.0,20.0,22.200000000000045,22.200000000000045,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
28.0,660,24713.96,7.713,2,39.0728778,-139.8823043,76.0,7.713,2022-07-11 01:46:05,,155.0,18.0,43.0,68.5,19.0,73.0,20.0,22.399999999999977,22.399999999999977,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
0.0,660,24721.37,7.091,2,39.0728143,-139.8823588,0.0,7.091,2022-07-11 01:46:06,,154.0,18.5,40.0,71.5,19.5,76.0,20.0,22.399999999999977,22.399999999999977,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
0.0,660,24728.1,6.292,2,39.0727556,-139.8824129,0.0,6.292,2022-07-11 01:46:07,,155.0,19.0,38.0,74.5,20.5,79.0,20.0,22.600000000000023,22.600000000000023,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
0.0,660,24733.85,5.184,2,39.072701,-139.8824497,0.0,5.184,2022-07-11 01:46:08,,155.0,20.0,35.0,77.5,21.0,82.0,20.0,22.799999999999955,22.799999999999955,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
0.0,660,24738.24,3.889,2,39.0726638,-139.8824864,0.0,3.889,2022-07-11 01:46:09,,157.0,20.5,32.0,80.5,22.0,85.0,20.0,23.0,23.0,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
0.0,660,24742.32,4.329,2,39.0726281,-139.8825133,0.0,4.329,2022-07-11 01:46:10,,156.0,21.0,29.0,83.5,23.0,88.0,20.0,23.0,23.0,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
0.0,660,24747.19,5.233,2,39.0725862,-139.8825504,0.0,5.233,2022-07-11 01:46:11,,156.0,21.5,27.0,86.5,23.5,90.5,20.0,23.0,23.0,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
29.0,660,24752.93,5.851,2,39.0725359,-139.8825961,68.0,5.851,2022-07-11 01:46:12,,156.0,22.0,24.0,89.5,24.5,93.5,20.0,23.0,23.0,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
58.0,660,24758.58,6.591,2,39.0724892,-139.8826386,171.0,6.591,2022-07-11 01:46:13,,157.0,22.5,46.0,92.5,25.0,96.5,20.0,22.799999999999955,22.799999999999955,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
74.0,661,24765.66,6.97,2,39.0724308,-139.8826965,309.0,6.97,2022-07-11 01:46:14,,157.0,22.0,50.0,91.5,24.0,97.5,20.0,22.799999999999955,22.799999999999955,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
80.0,661,24772.89,7.273,2,39.0723634,-139.8827414,394.0,7.273,2022-07-11 01:46:15,,156.0,20.5,51.0,86.5,20.5,94.0,20.0,22.799999999999955,22.799999999999955,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
77.0,661,24779.87,6.96,2,39.0723007,-139.8827951,412.0,6.96,2022-07-11 01:46:16,,156.0,18.5,47.0,83.5,18.0,85.0,20.0,22.600000000000023,22.600000000000023,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
66.0,662,24786.63,6.483,2,39.0722404,-139.8828417,329.0,6.483,2022-07-11 01:46:17,,156.0,11.5,27.0,57.0,20.5,87.5,20.0,22.799999999999955,22.799999999999955,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
54.0,662,24792.78,6.213,2,39.072191,-139.8828865,299.0,6.213,2022-07-11 01:46:18,,155.0,12.0,32.0,58.5,20.5,80.5,19.0,22.799999999999955,22.799999999999955,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
41.0,662,24799.08,5.954,2,39.072136,-139.8829414,270.0,5.954,2022-07-11 01:46:19,50.0,154.0,14.5,37.0,68.5,19.5,71.0,19.0,22.799999999999955,22.799999999999955,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
29.0,662,24805.14,6.689,2,39.0720821,-139.8829864,241.0,6.689,2022-07-11 01:46:20,,155.0,17.5,43.0,78.5,19.0,61.5,19.0,22.799999999999955,22.799999999999955,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
68.0,662,24812.25,7.152,2,39.0720217,-139.883042,257.0,7.152,2022-07-11 01:46:21,,154.0,20.0,48.0,88.0,18.0,52.5,19.0,22.799999999999955,22.799999999999955,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
86.0,663,24819.65,7.658,2,39.0719581,-139.8830875,364.0,7.658,2022-07-11 01:46:22,,155.0,22.0,53.0,90.5,20.5,69.0,19.0,22.799999999999955,22.799999999999955,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
90.0,663,24827.34,7.748,2,39.0718904,-139.8831507,422.0,7.748,2022-07-11 01:46:23,,155.0,24.0,41.0,93.0,23.0,85.5,19.0,22.799999999999955,22.799999999999955,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
91.0,664,24834.66,7.933,2,39.0718266,-139.8832018,412.0,7.933,2022-07-11 01:46:24,,155.0,25.0,42.0,90.5,27.0,94.5,19.0,22.799999999999955,22.799999999999955,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
94.0,664,24843.22,8.245,2,39.0717502,-139.8832683,375.0,8.245,2022-07-11 01:46:25,,155.0,25.0,45.0,83.5,31.0,95.0,19.0,22.799999999999955,22.799999999999955,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
95.0,664,24851.46,8.136,2,39.0716812,-139.8833325,337.0,8.136,2022-07-11 01:46:26,,155.0,23.5,43.0,79.0,31.0,93.5,19.0,22.799999999999955,22.799999999999955,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
78.0,665,24859.59,8.1,2,39.0716078,-139.8833878,284.0,8.1,2022-07-11 01:46:27,,156.0,23.5,30.0,76.0,32.0,92.5,19.0,22.799999999999955,22.799999999999955,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
90.0,665,24867.61,8.426,2,39.0715381,-139.8834487,303.0,8.426,2022-07-11 01:46:28,,156.0,24.0,57.0,79.5,30.0,92.5,19.0,22.799999999999955,22.799999999999955,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
99.0,665,24876.54,8.599,2,39.0714621,-139.8835152,369.0,8.599,2022-07-11 01:46:29,,157.0,24.0,54.0,85.0,27.0,93.0,19.0,22.799999999999955,22.799999999999955,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
101.0,666,24885.15,8.73,2,39.0713897,-139.8835876,408.0,8.73,2022-07-11 01:46:30,,155.0,24.0,50.0,87.0,25.0,91.5,19.0,22.799999999999955,22.799999999999955,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
102.0,666,24893.87,8.745,2,39.0713123,-139.8836515,385.0,8.745,2022-07-11 01:46:31,,156.0,22.5,52.0,81.0,25.0,86.0,19.0,22.799999999999955,22.799999999999955,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
102.0,666,24902.5,8.663,2,39.0712357,-139.8837146,275.0,8.663,2022-07-11 01:46:32,,154.0,20.5,52.0,76.0,23.5,79.5,19.0,22.799999999999955,22.799999999999955,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
102.0,666,24911.36,8.67,2,39.0711615,-139.8837793,241.0,8.67,2022-07-11 01:46:33,,158.0,18.0,49.0,67.5,23.5,78.5,19.0,22.600000000000023,22.600000000000023,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
101.0,667,24920.06,8.554,2,39.0710848,-139.8838426,217.0,8.554,2022-07-11 01:46:34,,161.0,17.5,50.0,68.0,23.0,77.0,19.0,22.600000000000023,22.600000000000023,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
100.0,667,24928.26,8.39,2,39.0710104,-139.8839038,222.0,8.39,2022-07-11 01:46:35,,163.0,18.0,51.0,71.5,22.5,75.5,19.0,22.600000000000023,22.600000000000023,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
79.0,667,24936.64,8.158,2,39.0709361,-139.8839686,218.0,8.158,2022-07-11 01:46:36,,162.0,16.0,53.0,64.5,23.0,78.0,19.0,22.799999999999955,22.799999999999955,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
58.0,667,24944.85,7.861,2,39.0708667,-139.8840332,0.0,7.861,2022-07-11 01:46:37,,162.0,2.5,56.0,66.0,4.0,80.5,19.0,23.0,23.0,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
38.0,667,24952.03,7.31,2,39.0708065,-139.884085,0.0,7.31,2022-07-11 01:46:38,,158.0,2.5,59.0,67.5,0.0,82.5,19.0,23.200000000000045,23.200000000000045,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
19.0,667,24959.16,6.183,2,39.0707431,-139.8841341,0.0,6.183,2022-07-11 01:46:39,,157.0,5.5,62.0,69.0,0.0,84.5,19.0,23.200000000000045,23.200000000000045,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
0.0,667,24964.63,4.675,2,39.0706973,-139.8841799,0.0,4.675,2022-07-11 01:46:40,,156.0,8.5,65.0,70.0,0.0,86.5,19.0,23.600000000000023,23.600000000000023,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
0.0,667,24968.8,3.892,2,39.0706608,-139.8842073,0.0,3.892,2022-07-11 01:46:41,,156.0,11.5,68.0,71.5,0.0,89.0,19.0,23.799999999999955,23.799999999999955,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
13.0,667,24972.77,4.25,2,39.0706252,-139.8842428,10.0,4.25,2022-07-11 01:46:42,,156.0,14.5,70.0,73.0,0.0,91.0,19.0,24.0,24.0,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
36.0,667,24977.09,4.732,2,39.0705887,-139.8842704,46.0,4.732,2022-07-11 01:46:43,,156.0,17.5,73.0,74.5,0.0,93.0,19.0,24.0,24.0,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
59.0,667,24982.31,5.416,2,39.0705384,-139.884307,101.0,5.416,2022-07-11 01:46:44,,157.0,21.0,61.0,79.0,6.0,95.5,19.0,24.0,24.0,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
73.0,667,24987.44,5.96,2,39.070496,-139.8843493,226.0,5.96,2022-07-11 01:46:45,,156.0,24.0,49.0,85.5,17.5,97.5,19.0,24.0,24.0,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
80.0,668,24994.15,6.595,2,39.0704381,-139.8843982,292.0,6.595,2022-07-11 01:46:46,,156.0,27.0,44.0,91.5,28.0,99.5,19.0,24.0,24.0,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
94.0,668,25000.94,6.968,2,39.0703788,-139.8844438,400.0,6.968,2022-07-11 01:46:47,,155.0,23.5,42.0,81.5,30.5,99.5,19.0,24.0,24.0,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
97.0,669,25007.96,7.156,2,39.0703151,-139.8844983,376.0,7.156,2022-07-11 01:46:48,,154.0,22.5,48.0,79.5,31.5,99.5,19.0,23.799999999999955,23.799999999999955,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
92.0,669,25015.18,7.375,2,39.0702517,-139.8845527,336.0,7.375,2022-07-11 01:46:49,,153.0,23.5,50.0,82.0,31.0,98.0,19.0,23.799999999999955,23.799999999999955,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
93.0,669,25022.68,7.526,2,39.0701881,-139.8846072,311.0,7.526,2022-07-11 01:46:50,,152.0,22.5,48.0,80.0,29.5,93.5,19.0,23.799999999999955,23.799999999999955,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
94.0,669,25030.2,7.55,2,39.0701238,-139.8846623,243.0,7.55,2022-07-11 01:46:51,,152.0,22.0,50.0,78.5,28.0,89.0,19.0,23.600000000000023,23.600000000000023,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
93.0,670,25037.72,7.396,2,39.0700562,-139.8847254,186.0,7.396,2022-07-11 01:46:52,,151.0,16.5,56.0,59.0,23.5,74.5,19.0,23.600000000000023,23.600000000000023,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
83.0,670,25044.82,7.125,2,39.0699979,-139.8847793,137.0,7.125,2022-07-11 01:46:53,,151.0,10.0,39.0,35.5,19.0,58.0,19.0,23.600000000000023,23.600000000000023,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
59.0,670,25051.34,6.189,2,39.069943,-139.8848252,116.0,6.189,2022-07-11 01:46:54,,151.0,5.0,31.0,21.5,15.5,47.0,19.0,23.600000000000023,23.600000000000023,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
34.0,670,25057.08,5.242,2,39.0698923,-139.8848711,96.0,5.242,2022-07-11 01:46:55,,150.0,4.0,34.0,28.0,16.0,48.5,19.0,23.799999999999955,23.799999999999955,104.0,110.0,0.0,2022,7,11,1,2.73,82.0
